aryal_gene_family,aryal_product,aryal_gene,aryal_module_bin,aryal_consensus_rank_pct_mean,aryal_product_is_informative,n_current_product_matches,current_matching_families,current_candidate_sets,current_modules,any_current_model_supported,any_current_highly_pure,any_current_fox,any_current_proteomics_detected,any_current_proteomics_directional,any_current_three_layer,any_same_gf_id
GF_02519,photosystem II reaction center X protein,psbX,Housekeeping / lineage marker,0.2466682651341987,True,1,GF_00155,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_01276,phosphate ABC transporter permease PstA,pstA,Transport,0.2546830364094083,True,2,GF_01004;GF_01262,Highly Pure;Model-Supported,Transport,True,True,False,False,False,False,False
GF_01741,argininosuccinate synthase,,Other / unassigned,0.2596831448106872,True,1,GF_01466,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01816,cysteine synthase A,cysK,Other / unassigned,0.276189089158029,True,4,GF_00611;GF_00717;GF_00874;GF_01381,Highly Pure;Model-Supported,Other / unassigned,True,True,False,True,False,False,False
GF_00128,membrane protein,,Stress / membrane / uncharacterized,0.2775787683871105,True,1,GF_00594,Model-Supported,Stress / membrane / uncharacterized,True,False,False,True,False,False,False
GF_01654,(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase,ispG,Other / unassigned,0.2793264743120555,True,1,GF_01449,Model-Supported,Other / unassigned,True,False,False,True,False,False,False
GF_00679,photosystem II reaction center X protein,psbX,Housekeeping / lineage marker,0.2809239709911828,True,1,GF_00155,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_00184,excinuclease ABC subunit UvrB,uvrB,Other / unassigned,0.2873903526894061,True,2,GF_00816;GF_01315,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00694,50S ribosomal protein L5,rplE,Housekeeping / lineage marker,0.2915137574294065,True,1,GF_02180,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_01494,30S ribosomal protein S21,rpsU,Housekeeping / lineage marker,0.2920584917418151,True,3,GF_00604;GF_01293;GF_01850,Highly Pure;Model-Supported,Housekeeping / lineage marker,True,True,False,False,False,False,False
GF_02159,glycosyltransferase family 2 protein,,Other / unassigned,0.2951524984632979,True,3,GF_00303;GF_01312;GF_01810,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_01908,F0F1 ATP synthase subunit A,atpB,Housekeeping / lineage marker,0.2991580286519805,True,2,GF_00869;GF_01898,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_00221,GTP cyclohydrolase I FolE,folE,Other / unassigned,0.3018859437496705,True,2,GF_02110;GF_02172,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_02179,F0F1 ATP synthase subunit A,atpB,Housekeeping / lineage marker,0.3027406787672657,True,2,GF_00869;GF_01898,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_01682,bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE,hisIE,Other / unassigned,0.3060761328510867,True,1,GF_00566,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00337,threonine synthase,thrC,Other / unassigned,0.3095604952298595,True,2,GF_00051;GF_01819,Model-Supported,Other / unassigned,True,False,False,True,False,False,False
GF_01880,NUDIX hydrolase,,Other / unassigned,0.3130999676664833,True,3,GF_00471;GF_00736;GF_01598,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_01532,cyanase,cynS,Other / unassigned,0.3140043493422481,True,1,GF_00927,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00187,30S ribosomal protein PSRP-3,,Housekeeping / lineage marker,0.3158676193757884,True,1,GF_01390,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_01361,allophycocyanin subunit beta,apcB,Other / unassigned,0.3168249535328306,True,2,GF_00248;GF_00503,Highly Pure;Model-Supported,Other / unassigned,True,True,False,True,False,False,False
GF_01923,acetyl-CoA carboxylase carboxyltransferase subunit alpha,,Other / unassigned,0.3176627089595186,True,1,GF_01635,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01729,chlorophyll a/b-binding protein,,Other / unassigned,0.31840912814776,True,5,GF_00044;GF_00477;GF_00799;GF_01609;GF_01639,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_01951,UMP kinase,pyrH,Other / unassigned,0.3234825481945129,True,1,GF_00740,Model-Supported,Other / unassigned,True,False,False,True,False,False,False
GF_01675,30S ribosomal protein S12 methylthiotransferase RimO,rimO,Housekeeping / lineage marker,0.330926397012059,True,1,GF_01394,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_00498,B12-binding domain-containing radical SAM protein,,Other / unassigned,0.3311794436801027,True,2,GF_00220;GF_00345,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_00615,aminodeoxychorismate/anthranilate synthase component II,,Other / unassigned,0.3327931569569928,True,1,GF_00331,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00396,ATP-dependent Clp protease adapter ClpS,clpS,Other / unassigned,0.3369595865142422,True,2,GF_00609;GF_01375,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00074,LPS export ABC transporter ATP-binding protein,lptB,Transport,0.3382492218571544,True,1,GF_00472,Model-Supported,Transport,True,False,False,False,False,False,False
GF_01650,response regulator,,Regulation,0.3401445739060049,True,7,GF_00989;GF_01287;GF_01447;GF_01864;GF_01874;GF_02060;GF_02193,Highly Pure;Model-Supported,Regulation,True,True,False,False,False,False,False
GF_00708,adenylosuccinate synthase,,Other / unassigned,0.3406427727907246,True,2,GF_00436;GF_01291,Model-Supported,Other / unassigned,True,False,False,True,False,False,False
GF_00687,translation elongation factor 4,lepA,Other / unassigned,0.3460063050437112,True,1,GF_00729,Model-Supported,Other / unassigned,True,False,False,True,False,False,False
GF_01135,type IV pilus twitching motility protein PilT,,Other / unassigned,0.3475768085770151,True,2,GF_00864;GF_01765,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_00867,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,miaB,Other / unassigned,0.3487454641629894,True,1,GF_01542,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01952,photosystem I core protein PsaA,psaA,Housekeeping / lineage marker,0.3498221407281808,True,1,GF_00309,Model-Supported,Housekeeping / lineage marker,True,False,False,True,False,False,False
GF_01103,metal ABC transporter permease,,Transport,0.3531971935911503,True,2,GF_01018;GF_01266,Highly Pure;Model-Supported,Transport,True,True,False,False,False,False,False
GF_00071,S-methyl-5'-thioadenosine phosphorylase,,Other / unassigned,0.3534183615654964,True,1,GF_01487,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00700,branched-chain amino acid ABC transporter permease,,Transport,0.3576827686606477,True,3,GF_00421;GF_00447;GF_01373,Highly Pure;Model-Supported,Transport,True,True,False,False,False,False,False
GF_01918,phosphoribulokinase,,Other / unassigned,0.3582405374529525,True,2,GF_00969;GF_01889,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_01143,cation:proton antiporter,,Other / unassigned,0.3601507230184287,True,4,GF_00870;GF_00979;GF_01916;GF_02097,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_01967,redox-regulated ATPase YchF,ychF,O2 protection & redox homeostasis,0.3624407568170677,True,1,GF_00970,Model-Supported,O2 protection & redox homeostasis,True,False,False,False,False,False,False
GF_00662,energy-coupling factor ABC transporter ATP-binding protein,,Transport,0.3631702141167062,True,1,GF_00389,Model-Supported,Transport,True,False,False,False,False,False,False
GF_02162,50S ribosomal protein L36,rpmJ,Housekeeping / lineage marker,0.363710586010994,True,1,GF_00178,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_01503,acetolactate synthase small subunit,ilvN,Other / unassigned,0.3639930709440737,True,1,GF_02157,Model-Supported,Other / unassigned,True,False,False,True,False,False,False
GF_00173,argininosuccinate lyase,argH,Other / unassigned,0.3672692409755921,True,1,GF_01679,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01955,ATP-dependent zinc metalloprotease FtsH4,ftsH4,Housekeeping / lineage marker,0.3684361044822575,True,1,GF_01681,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_01000,UbiD family decarboxylase,,Other / unassigned,0.3715824554806513,True,1,GF_00744,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00395,adenosyl-hopene transferase HpnH,hpnH,Other / unassigned,0.3742839879039474,True,2,GF_01482;GF_02094,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_01701,tRNA dihydrouridine synthase DusB,dusB,Other / unassigned,0.3797655236599617,True,1,GF_00641,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01898,adenosyl-hopene transferase HpnH,hpnH,Other / unassigned,0.3842647195066817,True,2,GF_01482;GF_02094,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_02216,citrate synthase,,Other / unassigned,0.3854013358497035,True,1,GF_02261,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00406,30S ribosomal protein S17,rpsQ,Housekeeping / lineage marker,0.3862550514444879,True,2,GF_00141;GF_01456,Model-Supported,Housekeeping / lineage marker,True,False,False,True,False,False,False
GF_01770,magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase,acsF,Other / unassigned,0.3866401863568045,True,1,GF_00300,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01736,urea ABC transporter ATP-binding subunit UrtE,urtE,Transport,0.3874179000147656,True,1,GF_00810,Model-Supported,Transport,True,False,False,False,False,False,False
GF_02118,AAA family ATPase,,Other / unassigned,0.3888398389340369,True,3,GF_00572;GF_00712;GF_01844,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_00945,amino acid ABC transporter ATP-binding protein,,Transport,0.3925123405006731,True,1,GF_00622,Model-Supported,Transport,True,False,False,False,False,False,False
GF_00103,lipoyl synthase,lipA,Other / unassigned,0.3964830572464006,True,2,GF_00781;GF_01856,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_00431,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG,mnmG,Other / unassigned,0.396857997846159,True,1,GF_00164,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_02397,Fur family transcriptional regulator,,Regulation,0.3972494768676391,True,3,GF_00276;GF_00299;GF_02091,Highly Pure;Model-Supported,Regulation,True,True,False,False,False,False,False
GF_00682,signal peptide peptidase SppA,sppA,Stress / membrane / uncharacterized,0.4016286550518866,True,1,GF_01675,Model-Supported,Stress / membrane / uncharacterized,True,False,False,False,False,False,False
GF_02157,peptide chain release factor 2,prfB,Other / unassigned,0.4032527233870338,True,1,GF_01812,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01022,asparagine--tRNA ligase,,Housekeeping / lineage marker,0.4034318274431743,True,1,GF_00578,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_00628,phosphopyruvate hydratase,eno,Other / unassigned,0.404186331566098,True,1,GF_00346,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00036,threonine synthase,,Other / unassigned,0.4051142835836499,True,2,GF_00051;GF_01819,Model-Supported,Other / unassigned,True,False,False,True,False,False,False
GF_02068,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,acnB,Other / unassigned,0.4146563160788059,True,1,GF_01841,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_02516,GTP cyclohydrolase I FolE,folE,Other / unassigned,0.4161490725016024,True,2,GF_02110;GF_02172,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01758,ATP synthase F0 subunit C,atpE,Housekeeping / lineage marker,0.4162707962671335,True,1,GF_01396,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_00077,tryptophan--tRNA ligase,trpS,Housekeeping / lineage marker,0.4187636304122785,True,1,GF_01919,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_01949,Na(+)/H(+) antiporter subunit B,,Other / unassigned,0.4193253365605845,True,1,GF_00580,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01963,sulfate adenylyltransferase,sat,Other / unassigned,0.4234909817978974,True,1,GF_01337,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00643,50S ribosomal protein L11,rplK,Housekeeping / lineage marker,0.4235188241098908,True,1,GF_00796,Model-Supported,Housekeeping / lineage marker,True,False,False,True,False,False,False
GF_01206,response regulator transcription factor,,Regulation,0.4276488965067664,True,15,GF_00235;GF_00367;GF_00373;GF_00412;GF_00698;GF_00832;GF_00859;GF_00863;GF_00992;GF_01023;GF_01240;GF_01326;GF_01426;GF_01930;GF_02100,Highly Pure;Model-Supported,Regulation,True,True,False,False,False,False,False
GF_01723,photosystem I biogenesis protein BtpA,btpA,Housekeeping / lineage marker,0.4314300060847691,True,1,GF_01543,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_01011,sulfate/molybdate ABC transporter ATP-binding protein,,Transport,0.4352143688097127,True,2,GF_00311;GF_00640,Model-Supported,Transport,True,False,False,False,False,False,False
GF_01032,50S ribosomal protein L1,rplA,Housekeeping / lineage marker,0.4418481818897604,True,1,GF_01540,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_00533,acetolactate synthase small subunit,ilvN,Other / unassigned,0.4426954838472993,True,1,GF_02157,Model-Supported,Other / unassigned,True,False,False,True,False,False,False
GF_00855,peptide chain release factor 3,prfC,Other / unassigned,0.4443988852979957,True,1,GF_00623,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01860,pyridoxine 5'-phosphate synthase,,Other / unassigned,0.4449669228372015,True,1,GF_00635,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00320,chlorophyll synthase ChlG,chlG,Other / unassigned,0.4485969495796436,True,2,GF_00862;GF_02092,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_00676,Rrf2 family transcriptional regulator,,Regulation,0.4529473728489693,True,1,GF_00619,Model-Supported,Regulation,True,False,False,False,False,False,False
GF_01221,acetate--CoA ligase,acs,Other / unassigned,0.453183774989355,True,1,GF_01028,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00946,response regulator,,Regulation,0.4533686950195105,True,7,GF_00989;GF_01287;GF_01447;GF_01864;GF_01874;GF_02060;GF_02193,Highly Pure;Model-Supported,Regulation,True,True,False,False,False,False,False
GF_01801,organoarsenical effux MFS transporter ArsJ,arsJ,Transport,0.4557663755195817,True,1,GF_01504,Model-Supported,Transport,True,False,False,False,False,False,False
GF_00616,CPBP family intramembrane glutamic endopeptidase,,Stress / membrane / uncharacterized,0.4596313094859037,True,1,GF_00332,Model-Supported,Stress / membrane / uncharacterized,True,False,False,False,False,False,False
GF_02073,photosystem II q(b) protein,psbA,Housekeeping / lineage marker,0.4611590392857463,True,1,GF_01512,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_00217,ABC transporter ATP-binding protein,,Transport,0.4616038264082002,True,23,GF_00177;GF_00211;GF_00461;GF_00568;GF_00764;GF_00789;GF_00800;GF_00890;GF_00951;GF_00953;GF_01035;GF_01411;GF_01431;GF_01514;GF_01531;GF_01593;GF_01647;GF_01671;GF_01849;GF_01884;GF_01892;GF_02156;GF_02173,Highly Pure;Model-Supported,Transport,True,True,False,False,False,False,False
GF_02485,precorrin-8X methylmutase,,Other / unassigned,0.4633820639600799,True,1,GF_02158,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00693,B12-binding domain-containing radical SAM protein,,Other / unassigned,0.4639343408694678,True,2,GF_00220;GF_00345,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_01553,NAD(P)H-quinone oxidoreductase subunit N,,Other / unassigned,0.4652013877686377,True,2,GF_00318;GF_01279,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_00916,ATP-dependent protease ATP-binding subunit ClpX,clpX,Other / unassigned,0.465229331440968,True,1,GF_00658,Model-Supported,Other / unassigned,True,False,False,True,False,False,False
GF_00631,ribulose-phosphate 3-epimerase,rpe,Other / unassigned,0.4680535381280198,True,1,GF_00350,Model-Supported,Other / unassigned,True,False,False,True,False,False,False
GF_01043,formyltetrahydrofolate deformylase,purU,Other / unassigned,0.4683556025953587,True,1,GF_00773,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01662,protochlorophyllide reductase,,Other / unassigned,0.4686057273348132,True,1,GF_00643,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00212,polyribonucleotide nucleotidyltransferase,,Other / unassigned,0.4703946307253581,True,1,GF_02093,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00979,serine hydroxymethyltransferase,glyA,Other / unassigned,0.4704445314497001,True,1,GF_00723,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00571,ACR3 family arsenite efflux transporter,arsB,Transport,0.4739874777192652,True,1,GF_00296,Model-Supported,Transport,True,False,False,False,False,False,False
GF_01659,phycocyanin subunit beta,,Other / unassigned,0.4739939353886124,True,1,GF_00347,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01602,30S ribosome-binding factor RbfA,rbfA,Housekeeping / lineage marker,0.474998143044947,True,1,GF_00208,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_01263,glycine--tRNA ligase subunit alpha,glyQ,Housekeeping / lineage marker,0.4800866120117327,True,1,GF_01552,Model-Supported,Housekeeping / lineage marker,True,False,False,True,False,False,False
GF_01817,septum site-determining protein MinD,minD,Other / unassigned,0.4846603013405332,True,1,GF_01535,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00595,NAD(P)H-quinone oxidoreductase subunit N,,Other / unassigned,0.4932255347325019,True,2,GF_00318;GF_01279,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_01822,enoyl-ACP reductase FabI,fabI,Other / unassigned,0.4966094264684187,True,1,GF_01742,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01058,phycocyanin subunit alpha,cpcA,Other / unassigned,0.4992653050748269,True,2,GF_01837;GF_02109,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01722,imidazole glycerol phosphate synthase subunit HisF,hisF,Other / unassigned,0.5007909944713154,True,1,GF_01591,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00896,30S ribosomal protein S16,rpsP,Housekeeping / lineage marker,0.5010265788181058,True,1,GF_02220,Model-Supported,Housekeeping / lineage marker,True,False,False,True,False,False,False
GF_02393,long-chain acyl-[acyl-carrier-protein] reductase,,Other / unassigned,0.5020487251003494,True,1,GF_01333,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01733,translation initiation factor IF-3,infC,Other / unassigned,0.5031561642132127,True,1,GF_00036,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01012,ribose-phosphate pyrophosphokinase,,Other / unassigned,0.504045020078174,True,1,GF_00751,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00673,beta-ketoacyl-ACP synthase II,fabF,Other / unassigned,0.5096432174332537,True,1,GF_01377,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00935,sodium-dependent bicarbonate transport family permease,,Transport,0.5101982774128901,True,2,GF_01401;GF_01902,Model-Supported,Transport,True,False,False,False,False,False,False
GF_01160,phycocyanin subunit beta,,Other / unassigned,0.5106341979975565,True,1,GF_00347,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00690,acetylglutamate kinase,argB,Other / unassigned,0.512550504189955,True,1,GF_00405,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00186,elongation factor P,efp,Other / unassigned,0.5206542045506085,True,2,GF_00082;GF_02152,Model-Supported,Other / unassigned,True,False,False,True,False,False,False
GF_00376,15-cis-phytoene desaturase,pds,Other / unassigned,0.5233277131207178,True,2,GF_00104;GF_01324,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_01700,type II toxin-antitoxin system HicB family antitoxin,,Other / unassigned,0.5236011178024061,True,3,GF_00244;GF_00546;GF_02226,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01062,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,clpP,Stress / membrane / uncharacterized,0.5254579264102406,True,2,GF_01248;GF_01550,Model-Supported,Stress / membrane / uncharacterized,True,False,False,False,False,False,False
GF_01234,uroporphyrinogen-III C-methyltransferase,cobA,Other / unassigned,0.5256571576299445,True,2,GF_00219;GF_01692,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_01670,30S ribosomal protein S5,rpsE,Housekeeping / lineage marker,0.5272551099158577,True,1,GF_00353,Model-Supported,Housekeeping / lineage marker,True,False,False,True,False,False,False
GF_01498,geranylgeranyl reductase,chlP,Other / unassigned,0.5276466608413994,True,1,GF_02223,Model-Supported,Other / unassigned,True,False,False,True,False,False,False
GF_02109,chlorophyll a/b-binding protein,,Other / unassigned,0.5380613757552745,True,5,GF_00044;GF_00477;GF_00799;GF_01609;GF_01639,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_01656,cyclic pyranopterin monophosphate synthase MoaC,moaC,Other / unassigned,0.539487101503109,True,2,GF_01379;GF_01781,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_00672,50S ribosomal protein L27,rpmA,Housekeeping / lineage marker,0.54329538242026,True,1,GF_00612,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_00613,acetolactate synthase large subunit,,Other / unassigned,0.5449301111393735,True,1,GF_00046,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_02106,Npun_R2479 family HD domain-containing metalloprotein,,Other / unassigned,0.5527263691507597,True,1,GF_01807,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01731,bacterioferritin,,Other / unassigned,0.563101491753306,True,1,GF_01458,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00213,photosystem II q(b) protein,psbA,Housekeeping / lineage marker,0.5632110592807121,True,1,GF_01512,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_01649,phosphomannose isomerase type II C-terminal cupin domain,,Other / unassigned,0.5648880877740253,True,1,GF_01372,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_02406,homocysteine biosynthesis protein,,Other / unassigned,0.5650213257024285,True,1,GF_01661,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00657,amino acid ABC transporter ATP-binding protein,,Transport,0.5684099165745179,True,1,GF_00622,Model-Supported,Transport,True,False,False,False,False,False,False
GF_00400,bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE,hisIE,Other / unassigned,0.5741450822756268,True,1,GF_00566,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00185,class 1 fructose-bisphosphatase,fbp,Other / unassigned,0.5779214470249266,True,1,GF_00409,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00823,imidazoleglycerol-phosphate dehydratase HisB,hisB,Other / unassigned,0.5794639173503259,True,2,GF_01547;GF_01809,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_02021,formamidase,fmdA,Other / unassigned,0.5795079967534682,True,1,GF_01741,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00274,allophycocyanin subunit beta,apcB,Other / unassigned,0.5875533481156157,True,2,GF_00248;GF_00503,Highly Pure;Model-Supported,Other / unassigned,True,True,False,True,False,False,False
GF_00677,CO2 hydration protein,,Other / unassigned,0.5875586348274638,True,2,GF_00396;GF_00711,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_00828,HNH endonuclease,,Other / unassigned,0.5886796809882353,True,1,GF_01425,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00893,peptide-methionine (S)-S-oxide reductase MsrA,,Other / unassigned,0.5899336682449615,True,1,GF_00633,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01277,arsenical resistance protein ArsH,arsH,Other / unassigned,0.591449014544358,True,1,GF_01005,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01965,response regulator transcription factor,,Regulation,0.5926834116293166,True,15,GF_00235;GF_00367;GF_00373;GF_00412;GF_00698;GF_00832;GF_00859;GF_00863;GF_00992;GF_01023;GF_01240;GF_01326;GF_01426;GF_01930;GF_02100,Highly Pure;Model-Supported,Regulation,True,True,False,False,False,False,False
GF_00506,ATP-binding protein,,Other / unassigned,0.5957638150474789,True,4,GF_00843;GF_01269;GF_01475;GF_01498,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_01604,preQ(1) synthase,queF,Other / unassigned,0.5980665338346816,True,1,GF_00887,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01819,urease subunit alpha,ureC,Other / unassigned,0.5989429531497352,True,1,GF_01477,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00739,co-chaperone GroES,groES,Other / unassigned,0.5993422137799321,True,1,GF_02262,Model-Supported,Other / unassigned,True,False,False,True,False,False,False
GF_01668,ATP-dependent Clp protease adapter ClpS,clpS,Other / unassigned,0.601135568279539,True,2,GF_00609;GF_01375,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00331,photosystem II reaction center protein CP43,psbC,Housekeeping / lineage marker,0.6059044156959424,True,1,GF_01900,Model-Supported,Housekeeping / lineage marker,True,False,False,True,False,False,False
GF_01821,NDP-sugar synthase,,Other / unassigned,0.6101683695980504,True,1,GF_00569,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00178,RNA polymerase sigma factor RpoD,rpoD,Housekeeping / lineage marker,0.6128932828685254,True,1,GF_02218,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_00741,NUDIX hydrolase,,Other / unassigned,0.6129509003955264,True,3,GF_00471;GF_00736;GF_01598,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_00691,potassium-transporting ATPase subunit KdpB,kdpB,Transport,0.6154378600818324,True,3,GF_01897;GF_01907;GF_02072,Highly Pure;Model-Supported,Transport,True,True,False,False,False,False,False
GF_00558,50S ribosomal protein L31,rpmE,Housekeeping / lineage marker,0.6154556826999682,True,1,GF_00957,Model-Supported,Housekeeping / lineage marker,True,False,False,True,False,False,False
GF_02020,sodium-dependent bicarbonate transport family permease,,Transport,0.6184615204914985,True,2,GF_01401;GF_01902,Model-Supported,Transport,True,False,False,False,False,False,False
GF_00593,ATP-dependent chaperone ClpB,clpB,Other / unassigned,0.6225879648279272,True,2,GF_00362;GF_01667,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_02361,type II toxin-antitoxin system HicB family antitoxin,,Other / unassigned,0.6227133861504562,True,3,GF_00244;GF_00546;GF_02226,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01785,potassium-transporting ATPase subunit KdpB,kdpB,Transport,0.6246300387415831,True,3,GF_01897;GF_01907;GF_02072,Highly Pure;Model-Supported,Transport,True,True,False,False,False,False,False
GF_01730,50S ribosomal protein L32,rpmF,Housekeeping / lineage marker,0.6265732258475106,True,1,GF_00603,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_02145,30S ribosomal protein S5,rpsE,Housekeeping / lineage marker,0.6269919783779088,True,1,GF_00353,Model-Supported,Housekeeping / lineage marker,True,False,False,True,False,False,False
