gene_family	effect_size_mean	effect_size_median	effect_size_max	n_runs_with_directionality	is_positive_assoc	diazotroph_pct_mean	diazotroph_pct_max	is_pure_any	n_runs_with_purity	is_pure_pos_any	is_pure_neg_any	n_models_with_importance	n_run_model_hits	consensus_rank_pct_mean	consensus_rank_pct_median	best_rank	module_mode	n_runs_with_module	used_in_any_final_set	product	go_ids	locus_tag	n_member_proteins	n_member_genomes	example_proteins	example_genomes
GF_00409	0.5164494766075625	0.5164494766075625	0.5164494766075625	1.0	True	0.6290322580645161	0.6290322580645161	False	1	False	False	4	4	0.549043062200957	0.4920255183413078	66.0			False	class 1 fructose-bisphosphatase		GLO7428_RS08040	124.0	124.0	GCF_000317555.1;GCF_008121535.1;GCF_052692655.1;GCF_000734895.2;GCF_019977735.1;GCF_016446395.1;GCF_022063185.1;GCF_050235535.1;GCF_043099315.1;GCF_019891175.1	GCF_000317555.1;GCF_008121535.1;GCF_052692655.1;GCF_000734895.2;GCF_019977735.1;GCF_016446395.1;GCF_022063185.1;GCF_050235535.1;GCF_043099315.1;GCF_019891175.1
GF_00410	0.4107697180867913	0.4107697180867913	0.4107697180867913	1.0	True	0.6341463414634146	0.6341463414634146	False	1	False	False	4	4	0.3576555023923445	0.40111642743221687	349.0			False	photosystem II reaction center protein PsbX		HNI00_RS02235	41.0	41.0	GCF_000317555.1;GCF_009856605.1;GCF_032705245.1;GCF_013393945.1;GCF_009498015.1;GCF_048568235.1;GCF_022376295.1;GCF_001548375.1;GCF_048568275.1;GCF_000317495.1	GCF_000317555.1;GCF_009856605.1;GCF_032705245.1;GCF_013393945.1;GCF_009498015.1;GCF_048568235.1;GCF_022376295.1;GCF_001548375.1;GCF_048568275.1;GCF_000317495.1
GF_00411					False	0.9178082191780822	0.9178082191780822	True	1	True	False	0	0						False	succinate dehydrogenase/fumarate reductase flavoprotein subunit		GLO7428_RS11480	73.0	73.0	GCF_000317555.1;GCF_032163395.1;GCF_043099735.1;GCF_025677855.1;GCF_009498015.1;GCF_000009705.1;GCF_000317435.1;GCF_009873495.1;GCF_001746915.2;GCF_000317695.1	GCF_000317555.1;GCF_032163395.1;GCF_043099735.1;GCF_025677855.1;GCF_009498015.1;GCF_000009705.1;GCF_000317435.1;GCF_009873495.1;GCF_001746915.2;GCF_000317695.1
GF_00412					False	0.9545454545454546	0.9545454545454546	True	1	True	False	0	0						False	response regulator transcription factor		GLO7428_RS11695	66.0	66.0	GCF_000317555.1;GCF_023546805.1;GCF_000317125.1;GCF_032163395.1;GCF_002368395.1;GCF_048568235.1;GCF_002896875.1;GCF_000204075.1;GCF_012516395.1;GCF_000009705.1	GCF_000317555.1;GCF_023546805.1;GCF_000317125.1;GCF_032163395.1;GCF_002368395.1;GCF_048568235.1;GCF_002896875.1;GCF_000204075.1;GCF_012516395.1;GCF_000009705.1
GF_00413	0.3523862008156067	0.3523862008156067	0.3523862008156067	1.0	True	0.4407582938388625	0.4407582938388625	False	1	False	False	4	4	0.233652312599681	0.1977671451355662	408.0			False	ATP-dependent zinc metalloprotease FtsH2		GLO7428_RS11720	211.0	211.0	GCF_000317555.1;GCF_020091585.1;GCF_032163395.1;GCF_031583435.1;GCF_030322965.1;GCF_031583455.1;GCF_031583375.1;GCF_031583395.1;GCF_031583415.1;GCF_031586415.1	GCF_000317555.1;GCF_020091585.1;GCF_032163395.1;GCF_031583435.1;GCF_030322965.1;GCF_031583455.1;GCF_031583375.1;GCF_031583395.1;GCF_031583415.1;GCF_031586415.1
GF_00414	0.1221687060661285	0.1221687060661285	0.1221687060661285	1.0	True	0.358695652173913	0.358695652173913	False	1	False	False	4	4	0.5821371610845295	0.5462519936204147	174.0			False	cytochrome b559 subunit beta		GLO7428_RS12345	92.0	92.0	GCF_000317555.1;GCF_012516315.1;GCF_016745315.1;GCF_043099305.1;GCF_023546805.1;GCF_000317125.1;GCF_000204075.1;GCF_002368455.1;GCF_032393985.1;GCF_032163395.1	GCF_000317555.1;GCF_012516315.1;GCF_016745315.1;GCF_043099305.1;GCF_023546805.1;GCF_000317125.1;GCF_000204075.1;GCF_002368455.1;GCF_032393985.1;GCF_032163395.1
GF_00415	0.4618987569807242	0.4618987569807242	0.4618987569807242	1.0	True	0.5274725274725275	0.5274725274725275	False	1	False	False	4	4	0.49880382775119614	0.4824561403508772	188.0			False	GDP-mannose 4%2C6-dehydratase		GLO7428_RS13400	182.0	182.0	GCF_000317555.1;GCF_032163395.1;GCF_017164015.1;GCF_023546805.1;GCF_009372195.1;GCF_000317125.1;GCF_052692665.1;GCF_002368175.1;GCF_002368455.1;GCF_002896875.1	GCF_000317555.1;GCF_032163395.1;GCF_017164015.1;GCF_023546805.1;GCF_009372195.1;GCF_000317125.1;GCF_052692665.1;GCF_002368175.1;GCF_002368455.1;GCF_002896875.1
GF_00416					False	0.9583333333333334	0.9583333333333334	True	1	True	False	0	0						False	nucleoside hydrolase		GLO7428_RS15210	48.0	48.0	GCF_000317555.1;GCF_050235535.1;GCF_038050375.1;GCF_052692665.1;GCF_000317695.1;GCF_002163975.1;GCF_019976755.1;GCF_011769525.1;GCF_002368175.1;GCF_001548375.1	GCF_000317555.1;GCF_050235535.1;GCF_038050375.1;GCF_052692665.1;GCF_000317695.1;GCF_002163975.1;GCF_019976755.1;GCF_011769525.1;GCF_002368175.1;GCF_001548375.1
GF_00417	0.6132599786672654	0.6132599786672654	0.6132599786672654	1.0	True	0.8085106382978723	0.8085106382978723	False	1	False	False	4	4	0.15271132376395535	0.16347687400318978	475.0			False	heme oxygenase (biliverdin-producing)		GLO7428_RS15885	47.0	47.0	GCF_000317555.1;GCF_023546805.1;GCF_032163395.1;GCF_000317125.1;GCF_000317475.1;GCF_022701275.1;GCF_037094475.1;GCF_000014265.1;GCF_022701255.1;GCF_000317495.1	GCF_000317555.1;GCF_023546805.1;GCF_032163395.1;GCF_000317125.1;GCF_000317475.1;GCF_022701275.1;GCF_037094475.1;GCF_000014265.1;GCF_022701255.1;GCF_000317495.1
GF_00418	0.5927461139896374	0.5927461139896374	0.5927461139896374	1.0	True	0.8	0.8	False	1	False	False	4	4	0.4936204146730463	0.5877192982456141	186.0			False	NAD(P)H-binding protein		GLO7428_RS17910	40.0	40.0	GCF_000317555.1;GCF_032163395.1;GCF_000316665.1;GCF_013393905.1;GCF_009873495.1;GCF_025860405.1;GCF_013393925.1;GCF_002949735.1;GCF_002949795.1;GCF_032393985.1	GCF_000317555.1;GCF_032163395.1;GCF_000316665.1;GCF_013393905.1;GCF_009873495.1;GCF_025860405.1;GCF_013393925.1;GCF_002949735.1;GCF_002949795.1;GCF_032393985.1
GF_00419	0.7651282051282051	0.7651282051282051	0.7651282051282051	1.0	True	0.8933333333333333	0.8933333333333333	False	1	False	False	4	4	0.46012759170653905	0.416267942583732	94.0			False	6-carboxytetrahydropterin synthase		GLO7428_RS18545	75.0	75.0	GCF_000317555.1;GCF_032163395.1;GCF_001548375.1;GCF_049315035.1;GCF_000316665.1;GCF_038050375.1;GCF_002163975.1;GCF_000009705.1;GCF_000317695.1;GCF_032393985.1	GCF_000317555.1;GCF_032163395.1;GCF_001548375.1;GCF_049315035.1;GCF_000316665.1;GCF_038050375.1;GCF_002163975.1;GCF_000009705.1;GCF_000317695.1;GCF_032393985.1
GF_00420					False	0.935483870967742	0.935483870967742	True	1	True	False	0	0						False	magnesium protoporphyrin IX methyltransferase		GLO7428_RS19115	62.0	62.0	GCF_000317555.1;GCF_032163395.1;GCF_019056575.1;GCF_014489415.1;GCF_001548455.1;GCF_000204075.1;GCF_043099735.1;GCF_052692655.1;GCF_019976755.1;GCF_000317495.1	GCF_000317555.1;GCF_032163395.1;GCF_019056575.1;GCF_014489415.1;GCF_001548455.1;GCF_000204075.1;GCF_043099735.1;GCF_052692655.1;GCF_019976755.1;GCF_000317495.1
GF_00421	0.6956391875746715	0.6956391875746715	0.6956391875746715	1.0	True	0.8703703703703703	0.8703703703703703	False	1	False	False	4	4	0.21730462519936203	0.19617224880382775	360.0			False	branched-chain amino acid ABC transporter permease		GLO7428_RS19785	54.0	54.0	GCF_000317555.1;GCF_050235535.1;GCF_040564635.1;GCF_025677855.1;GCF_052692655.1;GCF_019891175.1;GCF_013393925.1;GCF_044923475.1;GCF_043099725.1;GCF_023734775.1	GCF_000317555.1;GCF_050235535.1;GCF_040564635.1;GCF_025677855.1;GCF_052692655.1;GCF_019891175.1;GCF_013393925.1;GCF_044923475.1;GCF_043099725.1;GCF_023734775.1
GF_00422	0.4732149622408	0.4732149622408	0.4732149622408	1.0	True	0.583941605839416	0.583941605839416	False	1	False	False	4	4	0.6307814992025518	0.7583732057416268	110.0			False	hypothetical protein		GLO7428_RS20715	137.0	137.0	GCF_000317555.1;GCF_003367075.2;GCF_014489415.1;GCF_001277295.1;GCF_051201415.1;GCF_050563455.1;GCF_024584745.1;GCF_018139025.1;GCF_021650815.1;GCF_032163395.1	GCF_000317555.1;GCF_003367075.2;GCF_014489415.1;GCF_001277295.1;GCF_051201415.1;GCF_050563455.1;GCF_024584745.1;GCF_018139025.1;GCF_021650815.1;GCF_032163395.1
GF_00423					False	0.9629629629629628	0.9629629629629628	True	1	True	False	0	0						False	RluA family pseudouridine synthase		GLO7428_RS22600	54.0	54.0	GCF_000317555.1;GCF_032163395.1;GCF_001548455.1;GCF_043099305.1;GCF_043099315.1;GCF_002163975.1;GCF_032393985.1;GCF_013393905.1;GCF_009873495.1;GCF_013343235.1	GCF_000317555.1;GCF_032163395.1;GCF_001548455.1;GCF_043099305.1;GCF_043099315.1;GCF_002163975.1;GCF_032393985.1;GCF_013393905.1;GCF_009873495.1;GCF_013343235.1
GF_00424	0.2292578292578292	0.2292578292578292	0.2292578292578292	1.0	True	0.4324324324324324	0.4324324324324324	False	1	False	False	4	4	0.5705741626794258	0.6275917065390749	52.0			False	type I methionyl aminopeptidase		GLO7428_RS22630	111.0	111.0	GCF_000317555.1;GCF_032163395.1;GCF_002368395.1;GCF_008121535.1;GCF_047275885.1;GCF_001277295.1;GCF_012516395.1;GCF_000196515.1;GCF_024584745.1;GCF_000312705.1	GCF_000317555.1;GCF_032163395.1;GCF_002368395.1;GCF_008121535.1;GCF_047275885.1;GCF_001277295.1;GCF_012516395.1;GCF_000196515.1;GCF_024584745.1;GCF_000312705.1
GF_00425					False	0.9347826086956522	0.9347826086956522	True	1	True	False	0	0						False	bifunctional ornithine acetyltransferase/N-acetylglutamate synthase		GLO7428_RS21275	46.0	46.0	GCF_000317555.1;GCF_032163395.1;GCF_050235535.1;GCF_000009705.1;GCF_048568275.1;GCF_000204075.1;GCF_009856605.1;GCF_013393945.1;GCF_052692665.1;GCF_049315035.1	GCF_000317555.1;GCF_032163395.1;GCF_050235535.1;GCF_000009705.1;GCF_048568275.1;GCF_000204075.1;GCF_009856605.1;GCF_013393945.1;GCF_052692665.1;GCF_049315035.1
GF_00426	0.3181741089816587	0.3181741089816587	0.3181741089816587	1.0	True	0.4697986577181208	0.4697986577181208	False	1	False	False	4	4	0.7137161084529505	0.7057416267942583	9.0			False	nitrate ABC transporter ATP-binding protein		GLO7428_RS16870	149.0	149.0	GCF_000317555.1;GCF_000317515.1;GCF_032163395.1;GCF_032393985.1;GCF_021379005.1;GCF_021172085.1;GCF_009792235.1;GCF_019704275.1;GCF_041506625.1;GCF_048820285.1	GCF_000317555.1;GCF_000317515.1;GCF_032163395.1;GCF_032393985.1;GCF_021379005.1;GCF_021172085.1;GCF_009792235.1;GCF_019704275.1;GCF_041506625.1;GCF_048820285.1
GF_00427	0.0119822870539202	0.0119822870539202	0.0119822870539202	1.0	True	0.2727272727272727	0.2727272727272727	False	1	False	False	4	4	0.30063795853269537	0.24162679425837322	214.0			False	9%2C9'-di-cis-zeta-carotene desaturase		STA7437_RS04180	77.0	77.0	GCF_000317575.1;GCF_000981785.1;GCF_050500245.1;GCF_010196425.1;GCF_002095975.1;GCF_030553035.1;GCF_000981785.2;GCF_001704955.1;GCF_000021825.1;GCF_009792235.1	GCF_000317575.1;GCF_000981785.1;GCF_050500245.1;GCF_010196425.1;GCF_002095975.1;GCF_030553035.1;GCF_000981785.2;GCF_001704955.1;GCF_000021825.1;GCF_009792235.1
GF_00428	-0.0650880533079485	-0.0650880533079485	-0.0650880533079485	1.0	False	0.2045454545454545	0.2045454545454545	False	1	False	False	4	4	0.08253588516746412	0.06937799043062201	548.0			False							
GF_00429	-0.1242287124640065	-0.1242287124640065	-0.1242287124640065	1.0	False	0.1538461538461538	0.1538461538461538	False	1	False	False	4	4	0.6535087719298245	0.6116427432216905	65.0			False							
GF_00430	0.2087799225765675	0.2087799225765675	0.2087799225765675	1.0	True	0.4094488188976378	0.4094488188976378	False	1	False	False	4	4	0.5211323763955343	0.4609250398724083	132.0			False	GDP-L-fucose synthase family protein		STA7437_RS17270	127.0	127.0	GCF_000317575.1;GCF_042465725.1;GCF_001704955.2;GCF_050500245.1;GCF_010196425.1;GCF_976987195.1;GCF_000981785.1;GCF_003945305.1;GCF_009792235.1;GCF_021172085.1	GCF_000317575.1;GCF_042465725.1;GCF_001704955.2;GCF_050500245.1;GCF_010196425.1;GCF_976987195.1;GCF_000981785.1;GCF_003945305.1;GCF_009792235.1;GCF_021172085.1
GF_00431	0.6018939393939393	0.6018939393939393	0.6018939393939393	1.0	True	0.7291666666666666	0.7291666666666666	False	1	False	False	4	4	0.6802232854864434	0.7049441786283892	67.0			False	aspartate ammonia-lyase		STA7437_RS01160	96.0	96.0	GCF_000317575.1;GCF_002355455.1;GCF_009372195.1;GCF_000196515.1;GCF_052692665.1;GCF_032393985.1;GCF_009856605.1;GCF_000204075.1;GCF_003054475.1;GCF_002949735.1	GCF_000317575.1;GCF_002355455.1;GCF_009372195.1;GCF_000196515.1;GCF_052692665.1;GCF_032393985.1;GCF_009856605.1;GCF_000204075.1;GCF_003054475.1;GCF_002949735.1
GF_00432	0.4357865059303908	0.4357865059303908	0.4357865059303908	1.0	True	0.5472972972972973	0.5472972972972973	False	1	False	False	4	4	0.5925039872408293	0.6451355661881977	160.0			False	photosystem II reaction center phosphoprotein PsbH		DACSA_RS05655	148.0	148.0	GCF_000317615.1;GCF_000317635.1;GCF_000317495.1;GCF_016446395.1;GCF_043099315.1;GCF_038096175.1;GCF_001277295.1;GCF_011769525.1;GCF_000734895.2;GCF_022984195.1	GCF_000317615.1;GCF_000317635.1;GCF_000317495.1;GCF_016446395.1;GCF_043099315.1;GCF_038096175.1;GCF_001277295.1;GCF_011769525.1;GCF_000734895.2;GCF_022984195.1
GF_00433	0.3591911764705882	0.3591911764705882	0.3591911764705882	1.0	True	0.40625	0.40625	False	1	False	False	4	4	0.10705741626794257	0.11802232854864433	516.0			False	photosystem II reaction center protein K		DACSA_RS12890	256.0	256.0	GCF_000317615.1;GCF_000317635.1;GCF_007904085.1;GCF_016446395.1;GCF_000270265.1;GCF_050500235.1;GCF_000020025.1;GCF_009856605.1;GCF_013393945.1;GCF_043099735.1	GCF_000317615.1;GCF_000317635.1;GCF_007904085.1;GCF_016446395.1;GCF_000270265.1;GCF_050500235.1;GCF_000020025.1;GCF_009856605.1;GCF_013393945.1;GCF_043099735.1
GF_00434	0.0720108695652173	0.0720108695652173	0.0720108695652173	1.0	True	0.3115942028985507	0.3115942028985507	False	1	False	False	4	4	0.6156299840510367	0.6164274322169059	118.0			False	GuaB3 family IMP dehydrogenase-related protein		DACSA_RS15865	138.0	138.0	GCF_000317615.1;GCF_000317475.1;GCF_019977735.1;GCF_013393945.1;GCF_026000695.1;GCF_904830845.1;GCF_000317675.1;GCF_003060805.1;GCF_022376295.1;GCF_048568275.1	GCF_000317615.1;GCF_000317475.1;GCF_019977735.1;GCF_013393945.1;GCF_026000695.1;GCF_904830845.1;GCF_000317675.1;GCF_003060805.1;GCF_022376295.1;GCF_048568275.1
GF_00435	0.4331201585299945	0.4331201585299945	0.4331201585299945	1.0	True	0.510989010989011	0.510989010989011	False	1	False	False	4	4	0.534688995215311	0.5127591706539075	59.0			False	rod shape-determining protein		DACSA_RS13840	182.0	182.0	GCF_000317615.1;GCF_000013205.1;GCF_000013225.1;GCF_021379005.1;GCF_018389385.1;GCF_007904085.1;GCF_000317635.1;GCF_032598965.1;GCF_001746915.2;GCF_026802175.1	GCF_000317615.1;GCF_000013205.1;GCF_000013225.1;GCF_021379005.1;GCF_018389385.1;GCF_007904085.1;GCF_000317635.1;GCF_032598965.1;GCF_001746915.2;GCF_026802175.1
GF_00436	0.1052631578947368	0.1052631578947368	0.1052631578947368	1.0	True	0.3333333333333333	0.3333333333333333	False	1	False	False	4	4	0.3791866028708134	0.2783094098883573	160.0			False	adenylosuccinate synthase		PCC7418_RS12840	141.0	141.0	GCF_000317635.1;GCF_003019735.1;GCF_001704955.2;GCF_019924095.1;GCF_046847955.1;GCF_050500255.1;GCF_036630075.1;GCF_021650815.1;GCF_000317105.1;GCF_026000695.1	GCF_000317635.1;GCF_003019735.1;GCF_001704955.2;GCF_019924095.1;GCF_046847955.1;GCF_050500255.1;GCF_036630075.1;GCF_021650815.1;GCF_000317105.1;GCF_026000695.1
GF_00437	0.7448556511056511	0.7448556511056511	0.7448556511056511	1.0	True	0.8783783783783784	0.8783783783783784	False	1	False	False	4	4	0.9441786283891547	0.9728867623604465	7.0			False	STAS domain-containing protein		PCC7418_RS17700	74.0	74.0	GCF_000317635.1;GCF_000317615.1;GCF_007904085.1;GCF_001548455.1;GCF_002896875.1;GCF_019976755.1;GCF_043099315.1;GCF_002949735.1;GCF_013343235.1;GCF_043099735.1	GCF_000317635.1;GCF_000317615.1;GCF_007904085.1;GCF_001548455.1;GCF_002896875.1;GCF_019976755.1;GCF_043099315.1;GCF_002949735.1;GCF_013343235.1;GCF_043099735.1
GF_00438	0.3987649072561698	0.3987649072561698	0.3987649072561698	1.0	True	0.4866310160427807	0.4866310160427807	False	1	False	False	4	4	0.3277511961722488	0.25598086124401914	215.0			False	NADH dehydrogenase subunit H			187.0	187.0	GCF_000317655.1;GCF_963665995.1;GCF_001747005.2;GCF_043099735.1;GCF_047275885.1;GCF_025677855.1;GCF_013393905.1;GCF_976987195.1;GCF_036630105.1;GCF_011769525.1	GCF_000317655.1;GCF_963665995.1;GCF_001747005.2;GCF_043099735.1;GCF_047275885.1;GCF_025677855.1;GCF_013393905.1;GCF_976987195.1;GCF_036630105.1;GCF_011769525.1
GF_00439					False	0.0476190476190476	0.0476190476190476	True	1	False	True	0	0						False							
GF_00440	-0.0150273224043716	-0.0150273224043716	-0.0150273224043716	1.0	False	0.25	0.25	False	1	False	False	4	4	0.5490430622009569	0.4513556618819776	95.0			False							
GF_00441	-0.1354340486631223	-0.1354340486631223	-0.1354340486631223	1.0	False	0.1506849315068493	0.1506849315068493	False	1	False	False	4	4	0.4059011164274322	0.3508771929824561	163.0			False							
GF_00442					False	0.9818181818181818	0.9818181818181818	True	1	True	False	0	0						False	TPM domain-containing protein		ACOWPH_RS25195	55.0	55.0	GCF_000317695.1;GCF_024584745.1;GCF_013393905.1;GCF_047275885.1;GCF_011769525.1;GCF_043099735.1;GCF_001277295.1;GCF_019056575.1;GCF_049315035.1;GCF_038050375.1	GCF_000317695.1;GCF_024584745.1;GCF_013393905.1;GCF_047275885.1;GCF_011769525.1;GCF_043099735.1;GCF_001277295.1;GCF_019056575.1;GCF_049315035.1;GCF_038050375.1
GF_00443					False	0.9791666666666666	0.9791666666666666	True	1	True	False	0	0						False	P-loop NTPase fold protein		ACOWPH_RS27165	48.0	48.0	GCF_000317695.1;GCF_047275885.1;GCF_049315035.1;GCF_001548375.1;GCF_038050375.1;GCF_000020025.1;GCF_052692665.1;GCF_000316665.1;GCF_038096175.1;GCF_001277295.1	GCF_000317695.1;GCF_047275885.1;GCF_049315035.1;GCF_001548375.1;GCF_038050375.1;GCF_000020025.1;GCF_052692665.1;GCF_000316665.1;GCF_038096175.1;GCF_001277295.1
GF_00444					False	0.975609756097561	0.975609756097561	True	1	True	False	0	0						False	FMNH2-dependent alkanesulfonate monooxygenase		ACOWPH_RS00335	41.0	41.0	GCF_000317695.1;GCF_024584745.1;GCF_013393945.1;GCF_050235535.1;GCF_009372195.1;GCF_012516395.1;GCF_047275885.1;GCF_009856605.1;GCF_002368175.1;GCF_002896875.1	GCF_000317695.1;GCF_024584745.1;GCF_013393945.1;GCF_050235535.1;GCF_009372195.1;GCF_012516395.1;GCF_047275885.1;GCF_009856605.1;GCF_002368175.1;GCF_002896875.1
GF_00445					False	0.984126984126984	0.984126984126984	True	1	True	False	0	0						False	YebC/PmpR family DNA-binding transcriptional regulator		ACOWPH_RS05300	63.0	63.0	GCF_000317695.1;GCF_049315035.1;GCF_025677855.1;GCF_048568235.1;GCF_000316575.1;GCF_043099725.1;GCF_000196515.1;GCF_011769525.1;GCF_000020025.1;GCF_003443655.1	GCF_000317695.1;GCF_049315035.1;GCF_025677855.1;GCF_048568235.1;GCF_000316575.1;GCF_043099725.1;GCF_000196515.1;GCF_011769525.1;GCF_000020025.1;GCF_003443655.1
GF_00446					False	0.9846153846153848	0.9846153846153848	True	1	True	False	0	0						False	homoserine dehydrogenase		ACOWPH_RS05700	65.0	65.0	GCF_000317695.1;GCF_022063185.1;GCF_038050375.1;GCF_049315035.1;GCF_000312705.1;GCF_012516395.1;GCF_029953635.1;GCF_008121535.1;GCF_000316625.1;GCF_001277295.1	GCF_000317695.1;GCF_022063185.1;GCF_038050375.1;GCF_049315035.1;GCF_000312705.1;GCF_012516395.1;GCF_029953635.1;GCF_008121535.1;GCF_000316625.1;GCF_001277295.1
GF_00447					False	0.9814814814814816	0.9814814814814816	True	1	True	False	0	0						False	branched-chain amino acid ABC transporter permease		ACOWPH_RS06075	54.0	54.0	GCF_000317695.1;GCF_024584745.1;GCF_028623165.1;GCF_029953635.1;GCF_013343235.1;GCF_038096175.1;GCF_000020025.1;GCF_000316625.1;GCF_002949735.1;GCF_049315035.1	GCF_000317695.1;GCF_024584745.1;GCF_028623165.1;GCF_029953635.1;GCF_013343235.1;GCF_038096175.1;GCF_000020025.1;GCF_000316625.1;GCF_002949735.1;GCF_049315035.1
GF_00448					False	0.9565217391304348	0.9565217391304348	True	1	True	False	0	0						False	hypothetical protein		ACOWPH_RS06450	69.0	69.0	GCF_000317695.1;GCF_013393905.1;GCF_002368395.1;GCF_003443655.1;GCF_023734775.1;GCF_051201415.1;GCF_002949795.1;GCF_038096175.1;GCF_043099735.1;GCF_002949735.1	GCF_000317695.1;GCF_013393905.1;GCF_002368395.1;GCF_003443655.1;GCF_023734775.1;GCF_051201415.1;GCF_002949795.1;GCF_038096175.1;GCF_043099735.1;GCF_002949735.1
GF_00449					False	0.9565217391304348	0.9565217391304348	True	1	True	False	0	0						False	RNA recognition motif domain-containing protein		ACOWPH_RS06995	69.0	69.0	GCF_000317695.1;GCF_047275885.1;GCF_043099315.1;GCF_001277295.1;GCF_021650815.1;GCF_002368175.1;GCF_044923475.1;GCF_002949735.1;GCF_003443655.1;GCF_013393925.1	GCF_000317695.1;GCF_047275885.1;GCF_043099315.1;GCF_001277295.1;GCF_021650815.1;GCF_002368175.1;GCF_044923475.1;GCF_002949735.1;GCF_003443655.1;GCF_013393925.1
GF_00450					False	0.9848484848484848	0.9848484848484848	True	1	True	False	0	0						False	diflavin flavoprotein		ACOWPH_RS07025	66.0	66.0	GCF_000317695.1;GCF_013393905.1;GCF_038050375.1;GCF_009856605.1;GCF_023734775.1;GCF_050235535.1;GCF_002368455.1;GCF_009873495.1;GCF_019976755.1;GCF_052692665.1	GCF_000317695.1;GCF_013393905.1;GCF_038050375.1;GCF_009856605.1;GCF_023734775.1;GCF_050235535.1;GCF_002368455.1;GCF_009873495.1;GCF_019976755.1;GCF_052692665.1
GF_00451					False	0.981132075471698	0.981132075471698	True	1	True	False	0	0						False	orotidine-5'-phosphate decarboxylase		ACOWPH_RS09120	53.0	53.0	GCF_000317695.1;GCF_000196515.1;GCF_012516395.1;GCF_001277295.1;GCF_038050375.1;GCF_000312705.1;GCF_024584745.1;GCF_003054475.1;GCF_022376295.1;GCF_047275885.1	GCF_000317695.1;GCF_000196515.1;GCF_012516395.1;GCF_001277295.1;GCF_038050375.1;GCF_000312705.1;GCF_024584745.1;GCF_003054475.1;GCF_022376295.1;GCF_047275885.1
GF_00452					False	0.967741935483871	0.967741935483871	True	1	True	False	0	0						False	vWA domain-containing protein		ACOWPH_RS10325	62.0	62.0	GCF_000317695.1;GCF_008121535.1;GCF_019976755.1;GCF_000204075.1;GCF_022063185.1;GCF_013393905.1;GCF_000316645.1;GCF_017164015.1;GCF_003054475.1;GCF_043099725.1	GCF_000317695.1;GCF_008121535.1;GCF_019976755.1;GCF_000204075.1;GCF_022063185.1;GCF_013393905.1;GCF_000316645.1;GCF_017164015.1;GCF_003054475.1;GCF_043099725.1
GF_00453					False	0.9833333333333332	0.9833333333333332	True	1	True	False	0	0						False	glycosyltransferase family 4 protein		ACOWPH_RS10455	60.0	60.0	GCF_000317695.1;GCF_047275885.1;GCF_019056575.1;GCF_049315035.1;GCF_012516395.1;GCF_024584745.1;GCF_000312705.1;GCF_001277295.1;GCF_008121535.1;GCF_018139025.1	GCF_000317695.1;GCF_047275885.1;GCF_019056575.1;GCF_049315035.1;GCF_012516395.1;GCF_024584745.1;GCF_000312705.1;GCF_001277295.1;GCF_008121535.1;GCF_018139025.1
GF_00454					False	0.979591836734694	0.979591836734694	True	1	True	False	0	0						False	fatty acid desaturase		ACOWPH_RS17920	49.0	49.0	GCF_000317695.1;GCF_049315035.1;GCF_038050375.1;GCF_043099735.1;GCF_000020025.1;GCF_012516395.1;GCF_019056575.1;GCF_047275885.1;GCF_021650815.1;GCF_001277295.1	GCF_000317695.1;GCF_049315035.1;GCF_038050375.1;GCF_043099735.1;GCF_000020025.1;GCF_012516395.1;GCF_019056575.1;GCF_047275885.1;GCF_021650815.1;GCF_001277295.1
GF_00455	0.515121640960407	0.515121640960407	0.515121640960407	1.0	True	0.6631578947368421	0.6631578947368421	False	1	False	False	4	4	0.8740031897926634	0.9250398724082934	42.0			False	chorismate synthase		ACOWPH_RS19395	95.0	95.0	GCF_000317695.1;GCF_001548455.1;GCF_023546805.1;GCF_049315035.1;GCF_002142495.1;GCF_002368255.1;GCF_002142475.1;GCF_022372495.1;GCF_047649235.1;GCF_001548435.1	GCF_000317695.1;GCF_001548455.1;GCF_023546805.1;GCF_049315035.1;GCF_002142495.1;GCF_002368255.1;GCF_002142475.1;GCF_022372495.1;GCF_047649235.1;GCF_001548435.1
GF_00456					False	0.0851063829787234	0.0851063829787234	True	1	False	True	0	0						False							
GF_00457	0.4335459861775651	0.4335459861775651	0.4335459861775651	1.0	True	0.494949494949495	0.494949494949495	False	1	False	False	4	4	0.37599681020733655	0.3237639553429027	199.0			False	porphobilinogen synthase		SGL_RS09590	198.0	198.0	GCF_000340785.1;GCF_018845095.1;GCF_046846445.1;GCF_046847945.1;GCF_050408035.1;GCF_040436315.1;GCF_018282115.1;GCF_046847955.1;GCF_046847935.1;GCF_000270265.1	GCF_000340785.1;GCF_018845095.1;GCF_046846445.1;GCF_046847945.1;GCF_050408035.1;GCF_040436315.1;GCF_018282115.1;GCF_046847955.1;GCF_046847935.1;GCF_000270265.1
GF_00458	-0.1508196721311475	-0.1508196721311475	-0.1508196721311475	1.0	False	0.1333333333333333	0.1333333333333333	False	1	False	False	4	4	0.4485645933014354	0.36602870813397126	60.0			False							
GF_00459					False	0.0555555555555555	0.0555555555555555	True	1	False	True	0	0						False							
GF_00460					False	0.0909090909090909	0.0909090909090909	True	1	False	True	0	0						False							
