gene_family	effect_size_mean	effect_size_median	effect_size_max	n_runs_with_directionality	is_positive_assoc	diazotroph_pct_mean	diazotroph_pct_max	is_pure_any	n_runs_with_purity	is_pure_pos_any	is_pure_neg_any	n_models_with_importance	n_run_model_hits	consensus_rank_pct_mean	consensus_rank_pct_median	best_rank	module_mode	n_runs_with_module	used_in_any_final_set	product	go_ids	locus_tag	n_member_proteins	n_member_genomes	example_proteins	example_genomes	module_bin	fox_status
GF_01029					False	1.0	1.0	True	1	True	False	0	0						False	hormogonium polysaccharide biosynthesis glycosyltransferase HpsP		HUN01_RS02960	40	40	GCF_014023275.1;GCF_002949735.1;GCF_013393925.1;GCF_000020025.1;GCF_043099735.1;GCF_013343235.1;GCF_013393905.1;GCF_043099725.1;GCF_052692655.1;GCF_002949795.1	GCF_014023275.1;GCF_002949735.1;GCF_013393925.1;GCF_000020025.1;GCF_043099735.1;GCF_013343235.1;GCF_013393905.1;GCF_043099725.1;GCF_052692655.1;GCF_002949795.1	Other / unassigned	Novel/uncertain candidate
GF_01030					False	1.0	1.0	True	1	True	False	0	0						False	FIST signal transduction protein		HUN01_RS08235	41	41	GCF_014023275.1;GCF_043099725.1;GCF_023734775.1;GCF_013343235.1;GCF_043099735.1;GCF_013393905.1;GCF_009873495.1;GCF_052692665.1;GCF_050235535.1;GCF_000020025.1	GCF_014023275.1;GCF_043099725.1;GCF_023734775.1;GCF_013343235.1;GCF_043099735.1;GCF_013393905.1;GCF_009873495.1;GCF_052692665.1;GCF_050235535.1;GCF_000020025.1	Other / unassigned	Novel/uncertain candidate
GF_01031					False	1.0	1.0	True	1	True	False	0	0						False	DedA family protein		HUN01_RS08860	51	51	GCF_014023275.1;GCF_002949795.1;GCF_038096175.1;GCF_025860405.1;GCF_025677855.1;GCF_017164015.1;GCF_003054475.1;GCF_022376295.1;GCF_001548375.1;GCF_019056575.1	GCF_014023275.1;GCF_002949795.1;GCF_038096175.1;GCF_025860405.1;GCF_025677855.1;GCF_017164015.1;GCF_003054475.1;GCF_022376295.1;GCF_001548375.1;GCF_019056575.1	Other / unassigned	Novel/uncertain candidate
GF_01033					False	1.0	1.0	True	1	True	False	0	0						False	4Fe-4S single cluster domain-containing protein		HUN01_RS11225	40	40	GCF_014023275.1;GCF_052692655.1;GCF_013393905.1;GCF_017164015.1;GCF_013393925.1;GCF_029953635.1;GCF_000316625.1;GCF_038096175.1;GCF_002949735.1;GCF_000020025.1	GCF_014023275.1;GCF_052692655.1;GCF_013393905.1;GCF_017164015.1;GCF_013393925.1;GCF_029953635.1;GCF_000316625.1;GCF_038096175.1;GCF_002949735.1;GCF_000020025.1	Metallocluster & Fe-S biogenesis	FOX-consistent support function (plausible rediscovery)
GF_01036					False	1.0	1.0	True	1	True	False	0	0						False	acetamidase/formamidase family protein		HUN01_RS32890	44	44	GCF_014023275.1;GCF_043099305.1;GCF_043099315.1;GCF_001548375.1;GCF_038096175.1;GCF_009498015.1;GCF_001548455.1;GCF_025860405.1;GCF_029953635.1;GCF_050235535.1	GCF_014023275.1;GCF_043099305.1;GCF_043099315.1;GCF_001548375.1;GCF_038096175.1;GCF_009498015.1;GCF_001548455.1;GCF_025860405.1;GCF_029953635.1;GCF_050235535.1	Other / unassigned	Novel/uncertain candidate
GF_01197					False	1.0	1.0	True	1	True	False	0	0						False	tRNA (guanosine(37)-N1)-methyltransferase TrmD		IAR63_RS03835	64	64	GCF_014489415.1;GCF_018139025.1;GCF_025677855.1;GCF_017164015.1;GCF_002896875.1;GCF_000316575.1;GCF_019056575.1;GCF_000204075.1;GCF_003054475.1;GCF_002949795.1	GCF_014489415.1;GCF_018139025.1;GCF_025677855.1;GCF_017164015.1;GCF_002896875.1;GCF_000316575.1;GCF_019056575.1;GCF_000204075.1;GCF_003054475.1;GCF_002949795.1	Other / unassigned	Novel/uncertain candidate
GF_01250					False	1.0	1.0	True	1	True	False	0	0						False	glutathione S-transferase family protein		JYQ62_RS21500	47	47	GCF_017164015.1;GCF_002949795.1;GCF_014023275.1;GCF_043099735.1;GCF_009372195.1;GCF_013343235.1;GCF_000316645.1;GCF_003443655.1;GCF_052692665.1;GCF_002813575.1	GCF_017164015.1;GCF_002949795.1;GCF_014023275.1;GCF_043099735.1;GCF_009372195.1;GCF_013343235.1;GCF_000316645.1;GCF_003443655.1;GCF_052692665.1;GCF_002813575.1	Other / unassigned	Novel/uncertain candidate
GF_01251					False	1.0	1.0	True	1	True	False	0	0						False	FAD-binding oxidoreductase		JYQ62_RS21780	41	41	GCF_017164015.1;GCF_043099735.1;GCF_002949795.1;GCF_013343235.1;GCF_052692655.1;GCF_009372195.1;GCF_052692665.1;GCF_002949735.1;GCF_003443655.1;GCF_043099725.1	GCF_017164015.1;GCF_043099735.1;GCF_002949795.1;GCF_013343235.1;GCF_052692655.1;GCF_009372195.1;GCF_052692665.1;GCF_002949735.1;GCF_003443655.1;GCF_043099725.1	Other / unassigned	Novel/uncertain candidate
GF_01254					False	1.0	1.0	True	1	True	False	0	0						False	S41 family peptidase		JYQ62_RS24635	51	51	GCF_017164015.1;GCF_043099735.1;GCF_043099725.1;GCF_009856605.1;GCF_000204075.1;GCF_000316575.1;GCF_002949735.1;GCF_000316625.1;GCF_019976755.1;GCF_048568235.1	GCF_017164015.1;GCF_043099735.1;GCF_043099725.1;GCF_009856605.1;GCF_000204075.1;GCF_000316575.1;GCF_002949735.1;GCF_000316625.1;GCF_019976755.1;GCF_048568235.1	Stress / membrane / uncharacterized	Novel/uncertain candidate
GF_01255					False	1.0	1.0	True	1	True	False	0	0						False	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD		JYQ62_RS29090	41	41	GCF_017164015.1;GCF_013393905.1;GCF_022376295.1;GCF_025860405.1;GCF_000009705.1;GCF_052692655.1;GCF_002163975.1;GCF_000020025.1;GCF_002813575.1;GCF_009856605.1	GCF_017164015.1;GCF_013393905.1;GCF_022376295.1;GCF_025860405.1;GCF_000009705.1;GCF_052692655.1;GCF_002163975.1;GCF_000020025.1;GCF_002813575.1;GCF_009856605.1	Other / unassigned	Novel/uncertain candidate
GF_01256					False	1.0	1.0	True	1	True	False	0	0						False	serine--tRNA ligase		JYQ62_RS29440	50	50	GCF_017164015.1;GCF_052692655.1;GCF_043099725.1;GCF_003443655.1;GCF_043099735.1;GCF_050235535.1;GCF_000009705.1;GCF_003054475.1;GCF_009873495.1;GCF_000316625.1	GCF_017164015.1;GCF_052692655.1;GCF_043099725.1;GCF_003443655.1;GCF_043099735.1;GCF_050235535.1;GCF_000009705.1;GCF_003054475.1;GCF_009873495.1;GCF_000316625.1	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)
GF_01258					False	1.0	1.0	True	1	True	False	0	0						False	heme-copper oxidase subunit III		JYQ62_RS31685	51	51	GCF_017164015.1;GCF_009873495.1;GCF_000009705.1;GCF_009372195.1;GCF_003054475.1;GCF_025860405.1;GCF_013393945.1;GCF_009498015.1;GCF_048568235.1;GCF_000316645.1	GCF_017164015.1;GCF_009873495.1;GCF_000009705.1;GCF_009372195.1;GCF_003054475.1;GCF_025860405.1;GCF_013393945.1;GCF_009498015.1;GCF_048568235.1;GCF_000316645.1	Respiration & bioenergetics	FOX-consistent support function (plausible rediscovery)
GF_01260					False	1.0	1.0	True	1	True	False	0	0						False	tRNA pseudouridine(38-40) synthase TruA		JYQ62_RS35555	48	48	GCF_017164015.1;GCF_000020025.1;GCF_013393925.1;GCF_029953635.1;GCF_011769525.1;GCF_025677855.1;GCF_009372195.1;GCF_019056575.1;GCF_052692665.1;GCF_002949735.1	GCF_017164015.1;GCF_000020025.1;GCF_013393925.1;GCF_029953635.1;GCF_011769525.1;GCF_025677855.1;GCF_009372195.1;GCF_019056575.1;GCF_052692665.1;GCF_002949735.1	Other / unassigned	Novel/uncertain candidate
GF_01262					False	1.0	1.0	True	1	True	False	0	0						False	phosphate ABC transporter permease PstA		JYQ62_RS36465	41	41	GCF_017164015.1;GCF_043099725.1;GCF_013343235.1;GCF_038096175.1;GCF_002949795.1;GCF_028623165.1;GCF_002813575.1;GCF_000020025.1;GCF_052692655.1;GCF_002949735.1	GCF_017164015.1;GCF_043099725.1;GCF_013343235.1;GCF_038096175.1;GCF_002949795.1;GCF_028623165.1;GCF_002813575.1;GCF_000020025.1;GCF_052692655.1;GCF_002949735.1	Transport	Novel/uncertain candidate
GF_01263					False	1.0	1.0	True	1	True	False	0	0						False	ATP-dependent DNA helicase		JYQ62_RS36980	41	41	GCF_017164015.1;GCF_022376295.1;GCF_000317695.1;GCF_049315035.1;GCF_003054475.1;GCF_029953635.1;GCF_043099735.1;GCF_000196515.1;GCF_047275885.1;GCF_023734775.1	GCF_017164015.1;GCF_022376295.1;GCF_000317695.1;GCF_049315035.1;GCF_003054475.1;GCF_029953635.1;GCF_043099735.1;GCF_000196515.1;GCF_047275885.1;GCF_023734775.1	Other / unassigned	Novel/uncertain candidate
GF_01269					False	1.0	1.0	True	1	True	False	0	0						False	ATP-binding protein		JYQ62_RS07675	41	41	GCF_017164015.1;GCF_013393925.1;GCF_023734775.1;GCF_009873495.1;GCF_003443655.1;GCF_002813575.1;GCF_043099735.1;GCF_009372195.1;GCF_052692665.1;GCF_013393905.1	GCF_017164015.1;GCF_013393925.1;GCF_023734775.1;GCF_009873495.1;GCF_003443655.1;GCF_002813575.1;GCF_043099735.1;GCF_009372195.1;GCF_052692665.1;GCF_013393905.1	Other / unassigned	Novel/uncertain candidate
GF_01270					False	1.0	1.0	True	1	True	False	0	0						False	ribosome biogenesis GTPase YlqF		JYQ62_RS09040	41	41	GCF_017164015.1;GCF_025677855.1;GCF_011769525.1;GCF_025860405.1;GCF_000316575.1;GCF_002368175.1;GCF_000734895.2;GCF_014023275.1;GCF_013343235.1;GCF_023734775.1	GCF_017164015.1;GCF_025677855.1;GCF_011769525.1;GCF_025860405.1;GCF_000316575.1;GCF_002368175.1;GCF_000734895.2;GCF_014023275.1;GCF_013343235.1;GCF_023734775.1	Other / unassigned	Novel/uncertain candidate
GF_01271					False	1.0	1.0	True	1	True	False	0	0						False	nicotinate phosphoribosyltransferase		JYQ62_RS13305	46	46	GCF_017164015.1;GCF_000009705.1;GCF_009498015.1;GCF_009856605.1;GCF_048568235.1;GCF_000204075.1;GCF_048568275.1;GCF_002896875.1;GCF_013393945.1;GCF_050235535.1	GCF_017164015.1;GCF_000009705.1;GCF_009498015.1;GCF_009856605.1;GCF_048568235.1;GCF_000204075.1;GCF_048568275.1;GCF_002896875.1;GCF_013393945.1;GCF_050235535.1	Other / unassigned	Novel/uncertain candidate
GF_01273					False	1.0	1.0	True	1	True	False	0	0						False	M3 family metallopeptidase		JYQ62_RS14080	46	46	GCF_017164015.1;GCF_043099305.1;GCF_013393945.1;GCF_009856605.1;GCF_022376295.1;GCF_000204075.1;GCF_000009705.1;GCF_000316645.1;GCF_048568235.1;GCF_043099315.1	GCF_017164015.1;GCF_043099305.1;GCF_013393945.1;GCF_009856605.1;GCF_022376295.1;GCF_000204075.1;GCF_000009705.1;GCF_000316645.1;GCF_048568235.1;GCF_043099315.1	Stress / membrane / uncharacterized	Novel/uncertain candidate
GF_01275					False	1.0	1.0	True	1	True	False	0	0						False	aldo/keto reductase		JYQ62_RS14910	40	40	GCF_017164015.1;GCF_038096175.1;GCF_001548375.1;GCF_011769525.1;GCF_003054475.1;GCF_013343235.1;GCF_025860405.1;GCF_002813575.1;GCF_023734775.1;GCF_022063185.1	GCF_017164015.1;GCF_038096175.1;GCF_001548375.1;GCF_011769525.1;GCF_003054475.1;GCF_013343235.1;GCF_025860405.1;GCF_002813575.1;GCF_023734775.1;GCF_022063185.1	Other / unassigned	Novel/uncertain candidate
GF_01276					False	1.0	1.0	True	1	True	False	0	0						False	hypothetical protein		JYQ62_RS18200	40	40	GCF_017164015.1;GCF_003054475.1;GCF_000316625.1;GCF_038096175.1;GCF_002949795.1;GCF_009873495.1;GCF_009372195.1;GCF_013393925.1;GCF_043099735.1;GCF_052692665.1	GCF_017164015.1;GCF_003054475.1;GCF_000316625.1;GCF_038096175.1;GCF_002949795.1;GCF_009873495.1;GCF_009372195.1;GCF_013393925.1;GCF_043099735.1;GCF_052692665.1	Stress / membrane / uncharacterized	Novel/uncertain candidate
GF_01309					False	1.0	1.0	True	1	True	False	0	0						False	NUDIX domain-containing protein		B6N60_RS17050	46	46	GCF_019056575.1;GCF_028623165.1;GCF_002813575.1;GCF_052692655.1;GCF_000316645.1;GCF_052692665.1;GCF_009372195.1;GCF_043099725.1;GCF_000020025.1;GCF_019976755.1	GCF_019056575.1;GCF_028623165.1;GCF_002813575.1;GCF_052692655.1;GCF_000316645.1;GCF_052692665.1;GCF_009372195.1;GCF_043099725.1;GCF_000020025.1;GCF_019976755.1	Other / unassigned	Novel/uncertain candidate
GF_01316					False	1.0	1.0	True	1	True	False	0	0						False	amylo-alpha-1%2C6-glucosidase		B6N60_RS10700	53	53	GCF_019056575.1;GCF_050235535.1;GCF_002896875.1;GCF_000316645.1;GCF_052692655.1;GCF_013393905.1;GCF_028623165.1;GCF_002949795.1;GCF_019976755.1;GCF_014023275.1	GCF_019056575.1;GCF_050235535.1;GCF_002896875.1;GCF_000316645.1;GCF_052692655.1;GCF_013393905.1;GCF_028623165.1;GCF_002949795.1;GCF_019976755.1;GCF_014023275.1	Other / unassigned	Novel/uncertain candidate
GF_01326					False	1.0	1.0	True	1	True	False	0	0						False	response regulator transcription factor		B6N60_RS19430	47	47	GCF_019056575.1;GCF_052692655.1;GCF_002163975.1;GCF_025677855.1;GCF_009856605.1;GCF_009498015.1;GCF_000196515.1;GCF_002368175.1;GCF_050235535.1;GCF_029953635.1	GCF_019056575.1;GCF_052692655.1;GCF_002163975.1;GCF_025677855.1;GCF_009856605.1;GCF_009498015.1;GCF_000196515.1;GCF_002368175.1;GCF_050235535.1;GCF_029953635.1	Regulation	Novel/uncertain candidate
GF_01345					False	1.0	1.0	True	1	True	False	0	0						False	molecular chaperone DnaK		NSMS1_RS20675	58	58	GCF_019976755.1;GCF_001548375.1;GCF_000316645.1;GCF_029953635.1;GCF_001548455.1;GCF_013393945.1;GCF_032393985.1;GCF_050235535.1;GCF_002896875.1;GCF_002368395.1	GCF_019976755.1;GCF_001548375.1;GCF_000316645.1;GCF_029953635.1;GCF_001548455.1;GCF_013393945.1;GCF_032393985.1;GCF_050235535.1;GCF_002896875.1;GCF_002368395.1	Other / unassigned	Novel/uncertain candidate
GF_01346					False	1.0	1.0	True	1	True	False	0	0						False	VOC family protein		NSMS1_RS25620	47	47	GCF_019976755.1;GCF_001548375.1;GCF_019056575.1;GCF_048568275.1;GCF_048568235.1;GCF_009498015.1;GCF_002368175.1;GCF_000009705.1;GCF_009856605.1;GCF_000204075.1	GCF_019976755.1;GCF_001548375.1;GCF_019056575.1;GCF_048568275.1;GCF_048568235.1;GCF_009498015.1;GCF_002368175.1;GCF_000009705.1;GCF_009856605.1;GCF_000204075.1	Other / unassigned	Novel/uncertain candidate
GF_01348					False	1.0	1.0	True	1	True	False	0	0						False	tocopherol cyclase family protein		NSMS1_RS30065	42	42	GCF_019976755.1;GCF_052692665.1;GCF_048568235.1;GCF_009498015.1;GCF_048568275.1;GCF_001548375.1;GCF_000204075.1;GCF_000009705.1;GCF_009856605.1;GCF_025860405.1	GCF_019976755.1;GCF_052692665.1;GCF_048568235.1;GCF_009498015.1;GCF_048568275.1;GCF_001548375.1;GCF_000204075.1;GCF_000009705.1;GCF_009856605.1;GCF_025860405.1	Other / unassigned	Novel/uncertain candidate
GF_01349					False	1.0	1.0	True	1	True	False	0	0						False	ABC transporter permease		NSMS1_RS03195	49	49	GCF_019976755.1;GCF_022063185.1;GCF_000009705.1;GCF_048568275.1;GCF_000204075.1;GCF_009856605.1;GCF_009498015.1;GCF_013393945.1;GCF_048568235.1;GCF_001548375.1	GCF_019976755.1;GCF_022063185.1;GCF_000009705.1;GCF_048568275.1;GCF_000204075.1;GCF_009856605.1;GCF_009498015.1;GCF_013393945.1;GCF_048568235.1;GCF_001548375.1	Transport	Novel/uncertain candidate
GF_01351					False	1.0	1.0	True	1	True	False	0	0						False	folate/biopterin family MFS transporter		NSMS1_RS06890	40	40	GCF_019976755.1;GCF_048568275.1;GCF_009856605.1;GCF_048568235.1;GCF_000009705.1;GCF_000204075.1;GCF_009498015.1;GCF_013393945.1;GCF_000316575.1;GCF_022063185.1	GCF_019976755.1;GCF_048568275.1;GCF_009856605.1;GCF_048568235.1;GCF_000009705.1;GCF_000204075.1;GCF_009498015.1;GCF_013393945.1;GCF_000316575.1;GCF_022063185.1	Transport	Novel/uncertain candidate
GF_01354					False	1.0	1.0	True	1	True	False	0	0						False	glutaminase A		NSMS1_RS11690	53	53	GCF_019976755.1;GCF_048568235.1;GCF_001548375.1;GCF_000204075.1;GCF_000316625.1;GCF_002368175.1;GCF_013393905.1;GCF_052692655.1;GCF_002949795.1;GCF_014023275.1	GCF_019976755.1;GCF_048568235.1;GCF_001548375.1;GCF_000204075.1;GCF_000316625.1;GCF_002368175.1;GCF_013393905.1;GCF_052692655.1;GCF_002949795.1;GCF_014023275.1	Other / unassigned	Novel/uncertain candidate
GF_01358					False	1.0	1.0	True	1	True	False	0	0						False	PadR family transcriptional regulator		CAL7716_RS12365	52	52	GCF_019977735.1;GCF_002368455.1;GCF_013393945.1;GCF_001548375.1;GCF_025860405.1;GCF_000316625.1;GCF_000009705.1;GCF_032393985.1;GCF_022063185.1;GCF_019976755.1	GCF_019977735.1;GCF_002368455.1;GCF_013393945.1;GCF_001548375.1;GCF_025860405.1;GCF_000316625.1;GCF_000009705.1;GCF_032393985.1;GCF_022063185.1;GCF_019976755.1	Regulation	Novel/uncertain candidate
GF_01360					False	1.0	1.0	True	1	True	False	0	0						False	TMEM165/GDT1 family protein		CAL7716_RS36460	57	57	GCF_019977735.1;GCF_002368455.1;GCF_002896875.1;GCF_022063185.1;GCF_048568275.1;GCF_000316645.1;GCF_000009705.1;GCF_009498015.1;GCF_000204075.1;GCF_009856605.1	GCF_019977735.1;GCF_002368455.1;GCF_002896875.1;GCF_022063185.1;GCF_048568275.1;GCF_000316645.1;GCF_000009705.1;GCF_009498015.1;GCF_000204075.1;GCF_009856605.1	Other / unassigned	Novel/uncertain candidate
GF_01361					False	1.0	1.0	True	1	True	False	0	0						False	MBL fold metallo-hydrolase		CAL7716_RS37515	46	46	GCF_019977735.1;GCF_000317435.1;GCF_000204075.1;GCF_002368455.1;GCF_032393985.1;GCF_000734895.2;GCF_002163975.1;GCF_023734775.1;GCF_025677855.1;GCF_009856605.1	GCF_019977735.1;GCF_000317435.1;GCF_000204075.1;GCF_002368455.1;GCF_032393985.1;GCF_000734895.2;GCF_002163975.1;GCF_023734775.1;GCF_025677855.1;GCF_009856605.1	Other / unassigned	Novel/uncertain candidate
GF_01363					False	1.0	1.0	True	1	True	False	0	0						False	sugar ABC transporter permease		CAL7716_RS13050	47	47	GCF_019977735.1;GCF_002368395.1;GCF_002368455.1;GCF_013393905.1;GCF_002949795.1;GCF_002163975.1;GCF_002368175.1;GCF_011769525.1;GCF_013393925.1;GCF_029953635.1	GCF_019977735.1;GCF_002368395.1;GCF_002368455.1;GCF_013393905.1;GCF_002949795.1;GCF_002163975.1;GCF_002368175.1;GCF_011769525.1;GCF_013393925.1;GCF_029953635.1	Transport	Novel/uncertain candidate
GF_01402					False	1.0	1.0	True	1	True	False	0	0						False	putative nitrogen fixation protein NifT		L3I90_RS01680	43	43	GCF_021650815.1;GCF_047275885.1;GCF_038050375.1;GCF_018139025.1;GCF_014489415.1;GCF_003367075.2;GCF_000196515.1;GCF_051201415.1;GCF_002949795.1;GCF_038096175.1	GCF_021650815.1;GCF_047275885.1;GCF_038050375.1;GCF_018139025.1;GCF_014489415.1;GCF_003367075.2;GCF_000196515.1;GCF_051201415.1;GCF_002949795.1;GCF_038096175.1	Nitrogenase / nif machinery	Novel/uncertain candidate
GF_01406					False	1.0	1.0	True	1	True	False	0	0						False	hypothetical protein		L6494_RS14850	51	51	GCF_022063185.1;GCF_002896875.1;GCF_047275885.1;GCF_038050375.1;GCF_018139025.1;GCF_003367075.2;GCF_021650815.1;GCF_000317695.1;GCF_014489415.1;GCF_000196515.1	GCF_022063185.1;GCF_002896875.1;GCF_047275885.1;GCF_038050375.1;GCF_018139025.1;GCF_003367075.2;GCF_021650815.1;GCF_000317695.1;GCF_014489415.1;GCF_000196515.1	Stress / membrane / uncharacterized	Novel/uncertain candidate
GF_01412					False	1.0	1.0	True	1	True	False	0	0						False	DUF6930 domain-containing protein		L6494_RS23030	41	41	GCF_022063185.1;GCF_013393905.1;GCF_000316645.1;GCF_009873495.1;GCF_000020025.1;GCF_013343235.1;GCF_043099725.1;GCF_013393925.1;GCF_001548455.1;GCF_011769525.1	GCF_022063185.1;GCF_013393905.1;GCF_000316645.1;GCF_009873495.1;GCF_000020025.1;GCF_013343235.1;GCF_043099725.1;GCF_013393925.1;GCF_001548455.1;GCF_011769525.1	Stress / membrane / uncharacterized	Novel/uncertain candidate
GF_01413					False	1.0	1.0	True	1	True	False	0	0						False	ferredoxin--NADP reductase		L6494_RS24770	51	51	GCF_022063185.1;GCF_000316625.1;GCF_000316575.1;GCF_002163975.1;GCF_043099725.1;GCF_013343235.1;GCF_000020025.1;GCF_043099735.1;GCF_009873495.1;GCF_013393925.1	GCF_022063185.1;GCF_000316625.1;GCF_000316575.1;GCF_002163975.1;GCF_043099725.1;GCF_013343235.1;GCF_000020025.1;GCF_043099735.1;GCF_009873495.1;GCF_013393925.1	O2 protection & redox homeostasis	FOX-consistent support function (plausible rediscovery)
GF_01414					False	1.0	1.0	True	1	True	False	0	0						False	polysaccharide pyruvyl transferase CsaB		L6494_RS26180	45	45	GCF_022063185.1;GCF_000009705.1;GCF_009856605.1;GCF_000204075.1;GCF_009498015.1;GCF_001548375.1;GCF_048568275.1;GCF_048568235.1;GCF_019976755.1;GCF_028623165.1	GCF_022063185.1;GCF_000009705.1;GCF_009856605.1;GCF_000204075.1;GCF_009498015.1;GCF_001548375.1;GCF_048568275.1;GCF_048568235.1;GCF_019976755.1;GCF_028623165.1	Other / unassigned	Novel/uncertain candidate
GF_01415					False	1.0	1.0	True	1	True	False	0	0						False	class I SAM-dependent methyltransferase		L6494_RS26540	43	43	GCF_022063185.1;GCF_009498015.1;GCF_043099725.1;GCF_002896875.1;GCF_003054475.1;GCF_002163975.1;GCF_000316645.1;GCF_038096175.1;GCF_013393925.1;GCF_014023275.1	GCF_022063185.1;GCF_009498015.1;GCF_043099725.1;GCF_002896875.1;GCF_003054475.1;GCF_002163975.1;GCF_000316645.1;GCF_038096175.1;GCF_013393925.1;GCF_014023275.1	Other / unassigned	Novel/uncertain candidate
GF_01416					False	1.0	1.0	True	1	True	False	0	0						False	SDR family oxidoreductase		L6494_RS26545	45	45	GCF_022063185.1;GCF_003054475.1;GCF_000316645.1;GCF_001548375.1;GCF_048568275.1;GCF_019976755.1;GCF_000009705.1;GCF_048568235.1;GCF_009498015.1;GCF_029953635.1	GCF_022063185.1;GCF_003054475.1;GCF_000316645.1;GCF_001548375.1;GCF_048568275.1;GCF_019976755.1;GCF_000009705.1;GCF_048568235.1;GCF_009498015.1;GCF_029953635.1	Other / unassigned	Novel/uncertain candidate
GF_01421					False	1.0	1.0	True	1	True	False	0	0						False	RecQ family ATP-dependent DNA helicase		L6494_RS07100	40	40	GCF_022063185.1;GCF_002896875.1;GCF_028623165.1;GCF_000204075.1;GCF_002949735.1;GCF_013343235.1;GCF_002949795.1;GCF_019976755.1;GCF_009856605.1;GCF_038096175.1	GCF_022063185.1;GCF_002896875.1;GCF_028623165.1;GCF_000204075.1;GCF_002949735.1;GCF_013343235.1;GCF_002949795.1;GCF_019976755.1;GCF_009856605.1;GCF_038096175.1	Other / unassigned	Novel/uncertain candidate
GF_01432					False	1.0	1.0	True	1	True	False	0	0						False	pentapeptide repeat-containing protein		BDGGKGIB_RS18065	40	40	GCF_022376295.1;GCF_003054475.1;GCF_002896875.1;GCF_048568235.1;GCF_019976755.1;GCF_001548375.1;GCF_009856605.1;GCF_048568275.1;GCF_000316625.1;GCF_013393945.1	GCF_022376295.1;GCF_003054475.1;GCF_002896875.1;GCF_048568235.1;GCF_019976755.1;GCF_001548375.1;GCF_009856605.1;GCF_048568275.1;GCF_000316625.1;GCF_013393945.1	Other / unassigned	Novel/uncertain candidate
GF_01436					False	1.0	1.0	True	1	True	False	0	0						False	phosphotransacetylase family protein		BDGGKGIB_RS22365	40	40	GCF_022376295.1;GCF_003054475.1;GCF_002949795.1;GCF_013393905.1;GCF_052692665.1;GCF_003443655.1;GCF_052692655.1;GCF_043099735.1;GCF_002949735.1;GCF_002813575.1	GCF_022376295.1;GCF_003054475.1;GCF_002949795.1;GCF_013393905.1;GCF_052692665.1;GCF_003443655.1;GCF_052692655.1;GCF_043099735.1;GCF_002949735.1;GCF_002813575.1	Other / unassigned	Novel/uncertain candidate
GF_01440					False	1.0	1.0	True	1	True	False	0	0						False	BMC domain-containing protein		BDGGKGIB_RS01890	40	40	GCF_022376295.1;GCF_003054475.1;GCF_013393925.1;GCF_048568275.1;GCF_019056575.1;GCF_000204075.1;GCF_002949795.1;GCF_002813575.1;GCF_000009705.1;GCF_000316575.1	GCF_022376295.1;GCF_003054475.1;GCF_013393925.1;GCF_048568275.1;GCF_019056575.1;GCF_000204075.1;GCF_002949795.1;GCF_002813575.1;GCF_000009705.1;GCF_000316575.1	Other / unassigned	Novel/uncertain candidate
GF_01473					False	1.0	1.0	True	1	True	False	0	0						False	phenylacetate--CoA ligase family protein		ANSO36C_RS02350	40	40	GCF_023734775.1;GCF_000020025.1;GCF_014023275.1;GCF_002949735.1;GCF_009873495.1;GCF_002949795.1;GCF_002813575.1;GCF_013393925.1;GCF_028623165.1;GCF_013343235.1	GCF_023734775.1;GCF_000020025.1;GCF_014023275.1;GCF_002949735.1;GCF_009873495.1;GCF_002949795.1;GCF_002813575.1;GCF_013393925.1;GCF_028623165.1;GCF_013343235.1	Other / unassigned	Novel/uncertain candidate
GF_01474					False	1.0	1.0	True	1	True	False	0	0						False	AI-2E family transporter		ANSO36C_RS06195	46	46	GCF_023734775.1;GCF_014023275.1;GCF_000020025.1;GCF_013343235.1;GCF_013393925.1;GCF_002949795.1;GCF_043099725.1;GCF_009873495.1;GCF_009372195.1;GCF_002949735.1	GCF_023734775.1;GCF_014023275.1;GCF_000020025.1;GCF_013343235.1;GCF_013393925.1;GCF_002949795.1;GCF_043099725.1;GCF_009873495.1;GCF_009372195.1;GCF_002949735.1	Transport	Novel/uncertain candidate
GF_01475					False	1.0	1.0	True	1	True	False	0	0						False	ATP-binding protein		ANSO36C_RS14945	45	45	GCF_023734775.1;GCF_013393925.1;GCF_002949735.1;GCF_000020025.1;GCF_002813575.1;GCF_009372195.1;GCF_009873495.1;GCF_043099725.1;GCF_003443655.1;GCF_013343235.1	GCF_023734775.1;GCF_013393925.1;GCF_002949735.1;GCF_000020025.1;GCF_002813575.1;GCF_009372195.1;GCF_009873495.1;GCF_043099725.1;GCF_003443655.1;GCF_013343235.1	Other / unassigned	Novel/uncertain candidate
GF_01493					False	1.0	1.0	True	1	True	False	0	0						False	aldo/keto reductase		HG267_RS19970	45	45	GCF_025677855.1;GCF_011769525.1;GCF_025860405.1;GCF_043099305.1;GCF_032393985.1;GCF_001548455.1;GCF_043099315.1;GCF_000204075.1;GCF_000316625.1;GCF_019976755.1	GCF_025677855.1;GCF_011769525.1;GCF_025860405.1;GCF_043099305.1;GCF_032393985.1;GCF_001548455.1;GCF_043099315.1;GCF_000204075.1;GCF_000316625.1;GCF_019976755.1	Other / unassigned	Novel/uncertain candidate
