gene_family	effect_size_mean	effect_size_median	effect_size_max	n_runs_with_directionality	is_positive_assoc	diazotroph_pct_mean	diazotroph_pct_max	is_pure_any	n_runs_with_purity	is_pure_pos_any	is_pure_neg_any	n_models_with_importance	n_run_model_hits	consensus_rank_pct_mean	consensus_rank_pct_median	best_rank	module_mode	n_runs_with_module	used_in_any_final_set	product	go_ids	locus_tag	n_member_proteins	n_member_genomes	example_proteins	example_genomes	module_bin	fox_status
GF_01374	0.0465241280458672	0.0465241280458672	0.0465241280458672	1.0	True	0.2980769230769231	0.2980769230769231	False	1	False	False	4	4	0.6491228070175439	0.606060606060606	126.0			False	50S ribosomal protein L20		K9N68_RS27605	104	104	GCF_020091585.1;GCF_001264245.1;GCF_019704275.1;GCF_049200465.1;GCF_001548435.1;GCF_041506625.1;GCF_977012465.1;GCF_050563455.1;GCF_019891175.1;GCF_001548395.1	GCF_020091585.1;GCF_001264245.1;GCF_019704275.1;GCF_049200465.1;GCF_001548435.1;GCF_041506625.1;GCF_977012465.1;GCF_050563455.1;GCF_019891175.1;GCF_001548395.1	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)
GF_01446	0.4152116402116402	0.4152116402116402	0.4152116402116402	1.0	True	0.4675925925925926	0.4675925925925926	False	1	False	False	4	4	0.6483253588516746	0.6610845295055822	177.0			False	LL-diaminopimelate aminotransferase		D0A37_RS18375	216	216	GCF_022701255.1;GCF_042465725.1;GCF_022701275.1;GCF_000317475.1;GCF_963665995.1;GCF_003957805.1;GCF_002368355.1;GCF_001548115.1;GCF_050408035.1;GCF_050563455.1	GCF_022701255.1;GCF_042465725.1;GCF_022701275.1;GCF_000317475.1;GCF_963665995.1;GCF_003957805.1;GCF_002368355.1;GCF_001548115.1;GCF_050408035.1;GCF_050563455.1	Other / unassigned	Novel/uncertain candidate
GF_00323	0.406093988046408	0.406093988046408	0.406093988046408	1.0	True	0.515527950310559	0.515527950310559	False	1	False	False	4	4	0.6463317384370015	0.6443381180223285	161.0			False	peptide chain release factor 1		PLE7327_RS16885	161	161	GCF_000317025.1;GCF_048077055.1;GCF_947331815.1;GCF_000270265.1;GCF_019056575.1;GCF_000196515.1;GCF_001548455.1;GCF_009856605.1;GCF_032598965.1;GCF_018282115.1	GCF_000317025.1;GCF_048077055.1;GCF_947331815.1;GCF_000270265.1;GCF_019056575.1;GCF_000196515.1;GCF_001548455.1;GCF_009856605.1;GCF_032598965.1;GCF_018282115.1	Other / unassigned	Novel/uncertain candidate
GF_02072	0.0329426670890085	0.0329426670890085	0.0329426670890085	1.0	True	0.2926829268292683	0.2926829268292683	False	1	False	False	4	4	0.6463317384370015	0.6802232854864434	94.0			False	potassium-transporting ATPase subunit KdpB		ACM1PF_RS33550	41	41	GCF_048077055.1;GCF_002368395.1;GCF_046847935.1;GCF_022869765.1;GCF_000284455.1;GCF_000270265.1;GCF_003015225.1;GCF_000009725.1;GCF_000284135.1;GCF_001318385.1	GCF_048077055.1;GCF_002368395.1;GCF_046847935.1;GCF_022869765.1;GCF_000284455.1;GCF_000270265.1;GCF_003015225.1;GCF_000009725.1;GCF_000284135.1;GCF_001318385.1	Transport	Novel/uncertain candidate
GF_01897	0.4366152657276335	0.4366152657276335	0.4366152657276335	1.0	True	0.6144578313253012	0.6144578313253012	False	1	False	False	4	4	0.6443381180223285	0.6650717703349283	101.0			False	potassium-transporting ATPase subunit KdpB		R6H26_RS16895	83	83	GCF_044923475.1;GCF_049200465.1;GCF_025677855.1;GCF_002896875.1;GCF_014023275.1;GCF_017164015.1;GCF_019977735.1;GCF_002813575.1;GCF_032393985.1;GCF_002949795.1	GCF_044923475.1;GCF_049200465.1;GCF_025677855.1;GCF_002896875.1;GCF_014023275.1;GCF_017164015.1;GCF_019977735.1;GCF_002813575.1;GCF_032393985.1;GCF_002949795.1	Transport	Novel/uncertain candidate
GF_01338	0.5508606245239909	0.5508606245239909	0.5508606245239909	1.0	True	0.6831683168316832	0.6831683168316832	False	1	False	False	4	4	0.6439393939393939	0.6977671451355663	95.0			False	Mrp/NBP35 family ATP-binding protein		J5X98_RS10485	101	101	GCF_019891175.1;GCF_017164015.1;GCF_046847935.1;GCF_000204075.1;GCF_003054475.1;GCF_022869765.1;GCF_001277295.1;GCF_002813575.1;GCF_013393945.1;GCF_052692665.1	GCF_019891175.1;GCF_017164015.1;GCF_046847935.1;GCF_000204075.1;GCF_003054475.1;GCF_022869765.1;GCF_001277295.1;GCF_002813575.1;GCF_013393945.1;GCF_052692665.1	Other / unassigned	Novel/uncertain candidate
GF_00043	0.4011584800741427	0.4011584800741427	0.4011584800741427	1.0	True	0.4192307692307692	0.4192307692307692	False	1	False	False	4	4	0.6427432216905902	0.7384370015948963	127.0			False	alpha-ketoacid dehydrogenase subunit beta		CYA_RS10940	260	260	GCF_000013205.1;GCF_031583315.1;GCF_000013225.1;GCF_048077055.1;GCF_000340785.1;GCF_045345185.1;GCF_050500245.1;GCF_052692655.1;GCF_001693275.1;GCF_904830915.1	GCF_000013205.1;GCF_031583315.1;GCF_000013225.1;GCF_048077055.1;GCF_000340785.1;GCF_045345185.1;GCF_050500245.1;GCF_052692655.1;GCF_001693275.1;GCF_904830915.1	Other / unassigned	FOX-consistent support function (plausible rediscovery)
GF_01619	0.1837797619047619	0.1837797619047619	0.1837797619047619	1.0	True	0.4285714285714285	0.4285714285714285	False	1	False	False	4	4	0.6423444976076556	0.5877192982456141	33.0			False	DUF433 domain-containing protein		M4D78_RS07990	42	42	GCF_030323025.1;GCF_001704955.2;GCF_000284215.1;GCF_042465725.1;GCF_000284135.1;GCF_003967015.1;GCF_022372495.1;GCF_018845095.1;GCF_001704955.1;GCF_001318385.1	GCF_030323025.1;GCF_001704955.2;GCF_000284215.1;GCF_042465725.1;GCF_000284135.1;GCF_003967015.1;GCF_022372495.1;GCF_018845095.1;GCF_001704955.1;GCF_001318385.1	Stress / membrane / uncharacterized	Novel/uncertain candidate
GF_00251	0.5733283486434522	0.5733283486434522	0.5733283486434522	1.0	True	0.6693548387096774	0.6693548387096774	False	1	False	False	4	4	0.6403508771929824	0.70414673046252	55.0			False	Ycf34 family protein		NOS7107_RS20725	124	124	GCF_000316625.1;GCF_023546805.1;GCF_047275885.1;GCF_001277295.1;GCF_008121535.1;GCF_977012465.1;GCF_048568235.1;GCF_002142495.1;GCF_002142475.1;GCF_032620035.1	GCF_000316625.1;GCF_023546805.1;GCF_047275885.1;GCF_001277295.1;GCF_008121535.1;GCF_977012465.1;GCF_048568235.1;GCF_002142495.1;GCF_002142475.1;GCF_032620035.1	Other / unassigned	Novel/uncertain candidate
GF_00636	0.3520866773675762	0.3520866773675762	0.3520866773675762	1.0	True	0.5571428571428572	0.5571428571428572	False	1	False	False	4	4	0.6399521531100478	0.6658692185007975	179.0			False	chorismate synthase			70	70	GCF_002075285.3;GCF_977012465.1;GCF_002075285.2;GCF_026802175.1;GCF_000147335.1;GCF_000317495.1;GCF_001767235.1;GCF_050563455.1;GCF_036630085.1;GCF_022984195.1	GCF_002075285.3;GCF_977012465.1;GCF_002075285.2;GCF_026802175.1;GCF_000147335.1;GCF_000317495.1;GCF_001767235.1;GCF_050563455.1;GCF_036630085.1;GCF_022984195.1	Other / unassigned	Novel/uncertain candidate
GF_00642	0.5695948429415589	0.5695948429415589	0.5695948429415589	1.0	True	0.6814159292035398	0.6814159292035398	False	1	False	False	4	4	0.638755980861244	0.6435406698564593	88.0			False	UbiX family flavin prenyltransferase		CA740_RS15820	113	113	GCF_002142495.1;GCF_026802175.1;GCF_002142475.1;GCF_022372495.1;GCF_047649235.1;GCF_032620035.1;GCF_002368255.1;GCF_023983615.1;GCF_044923475.1;GCF_000317045.1	GCF_002142495.1;GCF_026802175.1;GCF_002142475.1;GCF_022372495.1;GCF_047649235.1;GCF_032620035.1;GCF_002368255.1;GCF_023983615.1;GCF_044923475.1;GCF_000317045.1	Other / unassigned	Novel/uncertain candidate
GF_01514	0.7305033676001418	0.7305033676001418	0.7305033676001418	1.0	True	0.8870967741935484	0.8870967741935484	False	1	False	False	4	4	0.6379585326953748	0.6523125996810207	40.0			False	ABC transporter ATP-binding protein		HG267_RS07455	62	62	GCF_025860405.1;GCF_043099735.1;GCF_014023275.1;GCF_025677855.1;GCF_009372195.1;GCF_002949795.1;GCF_002949735.1;GCF_013393925.1;GCF_011769525.1;GCF_028623165.1	GCF_025860405.1;GCF_043099735.1;GCF_014023275.1;GCF_025677855.1;GCF_009372195.1;GCF_002949795.1;GCF_002949735.1;GCF_013393925.1;GCF_011769525.1;GCF_028623165.1	Transport	Novel/uncertain candidate
GF_00612	0.2253521126760563	0.2253521126760563	0.2253521126760563	1.0	True	0.3755868544600939	0.3755868544600939	False	1	False	False	4	4	0.6371610845295056	0.6443381180223285	139.0			False	50S ribosomal protein L27		AA637_RS08560	213	213	GCF_001747005.2;GCF_000317655.1;GCF_002813895.1;GCF_001854205.2;GCF_001767235.1;GCF_000317515.1;GCF_976987195.1;GCF_000010625.1;GCF_031754835.1;GCF_016446395.1	GCF_001747005.2;GCF_000317655.1;GCF_002813895.1;GCF_001854205.2;GCF_001767235.1;GCF_000317515.1;GCF_976987195.1;GCF_000010625.1;GCF_031754835.1;GCF_016446395.1	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)
GF_01376	0.3494579945799458	0.3494579945799458	0.3494579945799458	1.0	True	0.4105691056910569	0.4105691056910569	False	1	False	False	4	4	0.636762360446571	0.6618819776714513	79.0			False	3-isopropylmalate dehydratase large subunit		K9N68_RS28115	246	246	GCF_020091585.1;GCF_012295525.1;GCF_032393985.1;GCF_000316575.1;GCF_036630075.1;GCF_000010065.1;GCF_000018105.1;GCF_011769525.1;GCF_019977735.1;GCF_977012465.1	GCF_020091585.1;GCF_012295525.1;GCF_032393985.1;GCF_000316575.1;GCF_036630075.1;GCF_000010065.1;GCF_000018105.1;GCF_011769525.1;GCF_019977735.1;GCF_977012465.1	Other / unassigned	Novel/uncertain candidate
GF_00358	0.5507936507936508	0.5507936507936508	0.5507936507936508	1.0	True	0.6507936507936508	0.6507936507936508	False	1	False	False	4	4	0.6351674641148326	0.6427432216905902	86.0			False	2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase		M5J74_RS11085	126	126	GCF_000317125.1;GCF_023546805.1;GCF_001746915.2;GCF_049200465.1;GCF_021379005.1;GCF_026802175.1;GCF_032598965.1;GCF_019891175.1;GCF_020091585.1;GCF_000317045.1	GCF_000317125.1;GCF_023546805.1;GCF_001746915.2;GCF_049200465.1;GCF_021379005.1;GCF_026802175.1;GCF_032598965.1;GCF_019891175.1;GCF_020091585.1;GCF_000317045.1	Other / unassigned	Novel/uncertain candidate
GF_00761	0.5338672768878718	0.5338672768878718	0.5338672768878718	1.0	True	0.7391304347826086	0.7391304347826086	False	1	False	False	4	4	0.6327751196172249	0.7105263157894737	117.0			False	DJ-1/PfpI family protein		CDC41_RS39910	46	46	GCF_002368455.1;GCF_040564635.1;GCF_000021825.1;GCF_017164015.1;GCF_038096175.1;GCF_019891175.1;GCF_001854205.2;GCF_047276495.1;GCF_012516315.1;GCF_032705245.1	GCF_002368455.1;GCF_040564635.1;GCF_000021825.1;GCF_017164015.1;GCF_038096175.1;GCF_019891175.1;GCF_001854205.2;GCF_047276495.1;GCF_012516315.1;GCF_032705245.1	Other / unassigned	Novel/uncertain candidate
GF_00085	0.0564680622651637	0.0564680622651637	0.0564680622651637	1.0	True	0.3086419753086419	0.3086419753086419	False	1	False	False	4	4	0.6319776714513556	0.6435406698564593	77.0			False	adenylosuccinate lyase		CCE_RS18045	81	81	GCF_000017845.1;GCF_050563455.1;GCF_036345015.1;GCF_001746915.2;GCF_001548095.1;GCF_038630775.1;GCF_033798705.1;GCF_045345185.1;GCF_035320825.1;GCF_001548115.1	GCF_000017845.1;GCF_050563455.1;GCF_036345015.1;GCF_001746915.2;GCF_001548095.1;GCF_038630775.1;GCF_033798705.1;GCF_045345185.1;GCF_035320825.1;GCF_001548115.1	Other / unassigned	Novel/uncertain candidate
GF_02139	0.1701737451737451	0.1701737451737451	0.1701737451737451	1.0	True	0.4107142857142857	0.4107142857142857	False	1	False	False	4	4	0.631578947368421	0.5645933014354068	63.0			False	TIGR02652 family protein		WH8501_RS24845	56	56	GCF_050563455.1;GCF_000017845.1;GCF_001704955.1;GCF_031754835.1;GCF_026222535.1;GCF_050500255.1;GCF_001704955.2;GCF_050711215.1;GCF_010196425.1;GCF_021172085.1	GCF_050563455.1;GCF_000017845.1;GCF_001704955.1;GCF_031754835.1;GCF_026222535.1;GCF_050500255.1;GCF_001704955.2;GCF_050711215.1;GCF_010196425.1;GCF_021172085.1	Other / unassigned	Novel/uncertain candidate
GF_00566	0.6598306624088126	0.6598306624088126	0.6598306624088126	1.0	True	0.7570093457943925	0.7570093457943925	False	1	False	False	4	4	0.6311802232854864	0.6259968102073366	35.0			False	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE		O77CONTIG1_RS11405	107	107	GCF_001548395.1;GCF_013177315.1;GCF_048077055.1;GCF_016919485.1;GCF_977012465.1;GCF_021379005.1;GCF_019891175.1;GCF_020091585.1;GCF_032705245.1;GCF_000147335.1	GCF_001548395.1;GCF_013177315.1;GCF_048077055.1;GCF_016919485.1;GCF_977012465.1;GCF_021379005.1;GCF_019891175.1;GCF_020091585.1;GCF_032705245.1;GCF_000147335.1	Other / unassigned	Novel/uncertain candidate
GF_00546	0.081967213114754	0.081967213114754	0.081967213114754	1.0	True	0.3333333333333333	0.3333333333333333	False	1	False	False	4	4	0.6311802232854864	0.6905901116427433	175.0			False	type II toxin-antitoxin system HicB family antitoxin		AA650_RS06140	60	60	GCF_001277295.1;GCF_002142495.1;GCF_047275885.1;GCF_002142475.1;GCF_038050375.1;GCF_000312705.1;GCF_000316665.1;GCF_020091585.1;GCF_022372495.1;GCF_002368255.1	GCF_001277295.1;GCF_002142495.1;GCF_047275885.1;GCF_002142475.1;GCF_038050375.1;GCF_000312705.1;GCF_000316665.1;GCF_020091585.1;GCF_022372495.1;GCF_002368255.1	Other / unassigned	Novel/uncertain candidate
GF_00422	0.4732149622408	0.4732149622408	0.4732149622408	1.0	True	0.583941605839416	0.583941605839416	False	1	False	False	4	4	0.6307814992025518	0.7583732057416268	110.0			False	hypothetical protein		GLO7428_RS20715	137	137	GCF_000317555.1;GCF_003367075.2;GCF_014489415.1;GCF_001277295.1;GCF_051201415.1;GCF_050563455.1;GCF_024584745.1;GCF_018139025.1;GCF_021650815.1;GCF_032163395.1	GCF_000317555.1;GCF_003367075.2;GCF_014489415.1;GCF_001277295.1;GCF_051201415.1;GCF_050563455.1;GCF_024584745.1;GCF_018139025.1;GCF_021650815.1;GCF_032163395.1	Stress / membrane / uncharacterized	Novel/uncertain candidate
GF_01809	0.4708989627353054	0.4708989627353054	0.4708989627353054	1.0	True	0.5657894736842105	0.5657894736842105	False	1	False	False	4	4	0.629585326953748	0.6467304625199362	152.0			False	imidazoleglycerol-phosphate dehydratase HisB		ABWT76_RS07355	152	152	GCF_040564635.1;GCF_904830925.1;GCF_002368355.1;GCF_963665995.1;GCF_977012465.1;GCF_026000695.1;GCF_016745315.1;GCF_000014265.1;GCF_002813895.1;GCF_033798705.1	GCF_040564635.1;GCF_904830925.1;GCF_002368355.1;GCF_963665995.1;GCF_977012465.1;GCF_026000695.1;GCF_016745315.1;GCF_000014265.1;GCF_002813895.1;GCF_033798705.1	Other / unassigned	Novel/uncertain candidate
GF_00344	0.3047838310495207	0.3047838310495207	0.3047838310495207	1.0	True	0.4052863436123348	0.4052863436123348	False	1	False	False	4	4	0.6244019138755981	0.6746411483253589	75.0			False	glycoside hydrolase family 57 protein		SYN7502_RS04010	227	227	GCF_000317085.1;GCF_029910235.1;GCF_030323025.1;GCF_051131155.1;GCF_027942295.1;GCF_003967015.1;GCF_002949735.1;GCF_031583495.1;GCF_023546805.1;GCF_048568275.1	GCF_000317085.1;GCF_029910235.1;GCF_030323025.1;GCF_051131155.1;GCF_027942295.1;GCF_003967015.1;GCF_002949735.1;GCF_031583495.1;GCF_023546805.1;GCF_048568275.1	Other / unassigned	Novel/uncertain candidate
GF_01542	0.3845491667586359	0.3845491667586359	0.3845491667586359	1.0	True	0.4479638009049774	0.4479638009049774	False	1	False	False	4	4	0.6232057416267942	0.7480063795853269	21.0			False	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB		OOK60_RS03130	221	221	GCF_026240635.1;GCF_017164015.1;GCF_021379005.1;GCF_001746915.2;GCF_050500255.1;GCF_002355455.1;GCF_000204075.1;GCF_043099305.1;GCF_001264245.1;GCF_048568275.1	GCF_026240635.1;GCF_017164015.1;GCF_021379005.1;GCF_001746915.2;GCF_050500255.1;GCF_002355455.1;GCF_000204075.1;GCF_043099305.1;GCF_001264245.1;GCF_048568275.1	Other / unassigned	Novel/uncertain candidate
GF_00702	0.1948685460880583	0.1948685460880583	0.1948685460880583	1.0	True	0.4390243902439024	0.4390243902439024	False	1	False	False	4	4	0.6220095693779905	0.638755980861244	3.0			False	type II toxin-antitoxin system Phd/YefM family antitoxin		CA733_RS20005	41	41	GCF_002368175.1;GCF_904830765.1;GCF_904830935.1;GCF_040564635.1;GCF_904830915.1;GCF_904830855.1;GCF_904830845.1;GCF_904830775.1;GCF_050711215.1;GCF_048820285.1	GCF_002368175.1;GCF_904830765.1;GCF_904830935.1;GCF_040564635.1;GCF_904830915.1;GCF_904830855.1;GCF_904830845.1;GCF_904830775.1;GCF_050711215.1;GCF_048820285.1	Other / unassigned	Novel/uncertain candidate
GF_01400	0.4872513107807225	0.4872513107807225	0.4872513107807225	1.0	True	0.5751633986928104	0.5751633986928104	False	1	False	False	4	4	0.620414673046252	0.6052631578947368	87.0			False	threonine ammonia-lyase%2C biosynthetic		HRE53_RS18140	153	153	GCF_021497025.1;GCF_000018105.1;GCF_044923475.1;GCF_024347835.1;GCF_018336915.1;GCF_001277295.1;GCF_001746915.2;GCF_047275885.1;GCF_002368255.1;GCF_012516315.1	GCF_021497025.1;GCF_000018105.1;GCF_044923475.1;GCF_024347835.1;GCF_018336915.1;GCF_001277295.1;GCF_001746915.2;GCF_047275885.1;GCF_002368255.1;GCF_012516315.1	Other / unassigned	Novel/uncertain candidate
GF_01763	0.4128062090710647	0.4128062090710647	0.4128062090710647	1.0	True	0.4654377880184331	0.4654377880184331	False	1	False	False	4	4	0.6200159489633174	0.5837320574162679	34.0			False	peroxiredoxin		WKK05_RS28490	217	217	GCF_038096175.1;GCF_018336915.1;GCF_012516315.1;GCF_003367075.2;GCF_026000695.1;GCF_000147335.1;GCF_000204075.1;GCF_029953635.1;GCF_032393985.1;GCF_000020025.1	GCF_038096175.1;GCF_018336915.1;GCF_012516315.1;GCF_003367075.2;GCF_026000695.1;GCF_000147335.1;GCF_000204075.1;GCF_029953635.1;GCF_032393985.1;GCF_000020025.1	O2 protection & redox homeostasis	FOX-consistent support function (plausible rediscovery)
GF_02140	0.0056338028169014	0.0056338028169014	0.0056338028169014	1.0	True	0.2676056338028169	0.2676056338028169	False	1	False	False	4	4	0.6200159489633174	0.7200956937799043	114.0			False	elongation factor G		WH8501_RS17730	71	71	GCF_050563455.1;GCF_000017845.1;GCF_036345015.1;GCF_000284455.1;GCF_001318385.1;GCF_033798705.1;GCF_035320825.1;GCF_000270265.1;GCF_001693275.1;GCF_963665995.1	GCF_050563455.1;GCF_000017845.1;GCF_036345015.1;GCF_000284455.1;GCF_001318385.1;GCF_033798705.1;GCF_035320825.1;GCF_000270265.1;GCF_001693275.1;GCF_963665995.1	Other / unassigned	Novel/uncertain candidate
GF_00349	0.382381485628966	0.382381485628966	0.382381485628966	1.0	True	0.3894736842105263	0.3894736842105263	False	1	False	False	4	4	0.6168261562998405	0.7105263157894737	22.0			False	elongation factor Tu		OSCIL6304_RS20615	285	285	GCF_000317105.1;GCF_025677855.1;GCF_000018105.1;GCF_977012465.1;GCF_024584745.1;GCF_002813895.1;GCF_002949735.1;GCF_036630085.1;GCF_009792235.1;GCF_002754935.1	GCF_000317105.1;GCF_025677855.1;GCF_000018105.1;GCF_977012465.1;GCF_024584745.1;GCF_002813895.1;GCF_002949735.1;GCF_036630085.1;GCF_009792235.1;GCF_002754935.1	Other / unassigned	Novel/uncertain candidate
GF_01448	0.7095921066015665	0.7095921066015665	0.7095921066015665	1.0	True	0.8275862068965517	0.8275862068965517	False	1	False	False	4	4	0.6164274322169059	0.5629984051036683	55.0			False	DUF4327 family protein		D0A34_RS00140	87	87	GCF_022701275.1;GCF_042465725.1;GCF_000317475.1;GCF_022701255.1;GCF_037094475.1;GCF_022376295.1;GCF_001548375.1;GCF_014023275.1;GCF_000196515.1;GCF_052692655.1	GCF_022701275.1;GCF_042465725.1;GCF_000317475.1;GCF_022701255.1;GCF_037094475.1;GCF_022376295.1;GCF_001548375.1;GCF_014023275.1;GCF_000196515.1;GCF_052692655.1	Stress / membrane / uncharacterized	Novel/uncertain candidate
GF_01425	0.4346855983772819	0.4346855983772819	0.4346855983772819	1.0	True	0.5588235294117647	0.5588235294117647	False	1	False	False	4	4	0.6160287081339713	0.562200956937799	37.0			False	HNH endonuclease		Q2T42_RS29090	136	136	GCF_022372495.1;GCF_031583415.1;GCF_031583495.1;GCF_024347835.1;GCF_031583555.1;GCF_026802175.1;GCF_031583455.1;GCF_023546805.1;GCF_021497025.1;GCF_000317495.1	GCF_022372495.1;GCF_031583415.1;GCF_031583495.1;GCF_024347835.1;GCF_031583555.1;GCF_026802175.1;GCF_031583455.1;GCF_023546805.1;GCF_021497025.1;GCF_000317495.1	Other / unassigned	Novel/uncertain candidate
GF_00434	0.0720108695652173	0.0720108695652173	0.0720108695652173	1.0	True	0.3115942028985507	0.3115942028985507	False	1	False	False	4	4	0.6156299840510367	0.6164274322169059	118.0			False	GuaB3 family IMP dehydrogenase-related protein		DACSA_RS15865	138	138	GCF_000317615.1;GCF_000317475.1;GCF_019977735.1;GCF_013393945.1;GCF_026000695.1;GCF_904830845.1;GCF_000317675.1;GCF_003060805.1;GCF_022376295.1;GCF_048568275.1	GCF_000317615.1;GCF_000317475.1;GCF_019977735.1;GCF_013393945.1;GCF_026000695.1;GCF_904830845.1;GCF_000317675.1;GCF_003060805.1;GCF_022376295.1;GCF_048568275.1	Other / unassigned	FOX-consistent support function (plausible rediscovery)
GF_02143	0.5919221698113207	0.5919221698113207	0.5919221698113207	1.0	True	0.7075471698113207	0.7075471698113207	False	1	False	False	4	4	0.6140350877192983	0.7177033492822966	64.0			False	iron-sulfur cluster assembly accessory protein		WH8501_RS24250	106	106	GCF_050563455.1;GCF_000017845.1;GCF_000317045.1;GCF_002368395.1;GCF_000021825.1;GCF_040564635.1;GCF_000317025.1;GCF_003574135.1;GCF_000317125.1;GCF_023546805.1	GCF_050563455.1;GCF_000017845.1;GCF_000317045.1;GCF_002368395.1;GCF_000021825.1;GCF_040564635.1;GCF_000317025.1;GCF_003574135.1;GCF_000317125.1;GCF_023546805.1	Metallocluster & Fe-S biogenesis	FOX-consistent support function (plausible rediscovery)
GF_02266	0.4683262497470148	0.4683262497470148	0.4683262497470148	1.0	True	0.5300546448087432	0.5300546448087432	False	1	False	False	4	4	0.6124401913875598	0.5685805422647527	20.0			False	Coenzyme F420 hydrogenase/dehydrogenase%2C beta subunit C-terminal domain		ACWHYF_RS21635	183	183	GCF_977012465.1;GCF_031583435.1;GCF_049315035.1;GCF_000316665.1;GCF_038096175.1;GCF_001548095.1;GCF_009372195.1;GCF_031583225.1;GCF_016446395.1;GCF_031583255.1	GCF_977012465.1;GCF_031583435.1;GCF_049315035.1;GCF_000316665.1;GCF_038096175.1;GCF_001548095.1;GCF_009372195.1;GCF_031583225.1;GCF_016446395.1;GCF_031583255.1	Other / unassigned	FOX-consistent support function (plausible rediscovery)
GF_02130	0.4448986846782794	0.4448986846782794	0.4448986846782794	1.0	True	0.4655172413793103	0.4655172413793103	False	1	False	False	4	4	0.6124401913875598	0.6467304625199362	102.0			False	NYN domain-containing protein		SGL_RS17720	232	232	GCF_050408035.1;GCF_000317515.1;GCF_030322985.1;GCF_031583185.1;GCF_031583475.1;GCF_017086385.1;GCF_030518735.1;GCF_018336915.1;GCF_000316605.1;GCF_046847945.1	GCF_050408035.1;GCF_000317515.1;GCF_030322985.1;GCF_031583185.1;GCF_031583475.1;GCF_017086385.1;GCF_030518735.1;GCF_018336915.1;GCF_000316605.1;GCF_046847945.1	Other / unassigned	Novel/uncertain candidate
GF_01547	0.0292800073892763	0.0292800073892763	0.0292800073892763	1.0	True	0.288135593220339	0.288135593220339	False	1	False	False	4	4	0.6104465709728868	0.6682615629984051	100.0			False	imidazoleglycerol-phosphate dehydratase HisB		OXH18_RS20155	59	59	GCF_026802175.1;GCF_048077055.1;GCF_032598965.1;GCF_000012525.1;GCF_036630065.1;GCF_000817325.1;GCF_003846445.2;GCF_036630115.1;GCF_050422935.1;GCF_003957805.1	GCF_026802175.1;GCF_048077055.1;GCF_032598965.1;GCF_000012525.1;GCF_036630065.1;GCF_000817325.1;GCF_003846445.2;GCF_036630115.1;GCF_050422935.1;GCF_003957805.1	Other / unassigned	Novel/uncertain candidate
GF_00658	0.5264447620992444	0.5264447620992444	0.5264447620992444	1.0	True	0.5706214689265536	0.5706214689265536	False	1	False	False	4	4	0.6088516746411483	0.6746411483253589	115.0			False	ATP-dependent protease ATP-binding subunit ClpX		BZZ01_RS17940	177	177	GCF_002163975.1;GCF_000316665.1;GCF_046846445.1;GCF_050408035.1;GCF_000009725.1;GCF_046847945.1;GCF_046847955.1;GCF_022869765.1;GCF_046847935.1;GCF_003015225.1	GCF_002163975.1;GCF_000316665.1;GCF_046846445.1;GCF_050408035.1;GCF_000009725.1;GCF_046847945.1;GCF_046847955.1;GCF_022869765.1;GCF_046847935.1;GCF_003015225.1	Other / unassigned	Novel/uncertain candidate
GF_02178	0.6518156850778152	0.6518156850778152	0.6518156850778152	1.0	True	0.7816091954022989	0.7816091954022989	False	1	False	False	4	4	0.6084529505582137	0.6036682615629985	146.0			False	DNA topoisomerase (ATP-hydrolyzing) subunit B		NSTC745_RS00230	87	87	GCF_052692665.1;GCF_013393945.1;GCF_002368255.1;GCF_002142475.1;GCF_002142495.1;GCF_047649235.1;GCF_032620035.1;GCF_022372495.1;GCF_032598965.1;GCF_002896875.1	GCF_052692665.1;GCF_013393945.1;GCF_002368255.1;GCF_002142475.1;GCF_002142495.1;GCF_047649235.1;GCF_032620035.1;GCF_022372495.1;GCF_032598965.1;GCF_002896875.1	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)
GF_01840	0.0369419531223952	0.0369419531223952	0.0369419531223952	1.0	True	0.2921348314606741	0.2921348314606741	False	1	False	False	4	4	0.6084529505582137	0.6379585326953747	167.0			False	hydrogenase nickel incorporation protein HypB		ACF3DW_RS29740	89	89	GCF_043099315.1;GCF_000317575.1;GCF_000317515.1;GCF_000021825.1;GCF_001548455.1;GCF_000147335.1;GCF_001746915.2;GCF_032598965.1;GCF_043099305.1;GCF_032393985.1	GCF_043099315.1;GCF_000317575.1;GCF_000317515.1;GCF_000021825.1;GCF_001548455.1;GCF_000147335.1;GCF_001746915.2;GCF_032598965.1;GCF_043099305.1;GCF_032393985.1	Other / unassigned	Novel/uncertain candidate
