gene_family,rep_id,member_id,assembly_accession,protein_id,nifK_best_ref,nifD_present,nifH_best_ref,nifHDK_core_call,nifH_best_evalue,scaffold_n50,checkm_completeness,coverage,checkm_contamination,nifD_best_ref,nifH_present,download_ok,number_of_scaffolds,derived_from_metagenome,nifK_best_evalue,assembly_level,genome_notes,gc_percent,total_ungapped_length,organism_name,nifK_present,annotation_date,number_of_contigs,contig_n50,annotation_fails_MAG_check,nifD_best_evalue,annotation_name,best_hit_ids,organism_full,genus,is_diazotroph
GF_00702,GCF_002368175.1|WP_096590357.1,GCF_000734895.2|WP_035157311.1,GCF_000734895.2,WP_035157311.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,1.8000000000000001e-162,6283267,,100.0,,nifD-local_aln_i2.1_12182023,1.0,1,4,0,3.1000000000000003e-252,Complete Genome,,41.0,6420126,"{'infraspecific_names': {'strain': '336/3'}, 'organism_name': 'Calothrix sp. 336/3', 'tax_id': 1337936}",1.0,,4,6283267,0,1.2e-258,GCF_000734895.2-RS_2024_08_22,H=WP_201782714.1;D=WP_035157995.1;K=WP_035157993.1,Calothrix sp. 336/3,Calothrix,True
GF_00702,GCF_002368175.1|WP_096590357.1,GCF_043099305.1|WP_016879644.1,GCF_043099305.1,WP_016879644.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,1.4e-163,7409323,,807.0,,nifD-local_aln_i2.1_12182023,1.0,1,3,0,5.0999999999999995e-255,Complete Genome,,41.5,7731072,"{'infraspecific_names': {'strain': 'PCC 9212'}, 'organism_name': 'Chlorogloeopsis fritschii PCC 9212', 'tax_id': 184925}",1.0,,3,7409323,0,6.8e-240,GCF_043099305.1-RS_2024_10_15,H=WP_200862408.1;D=WP_016872367.1;K=WP_016872357.1,Chlorogloeopsis fritschii PCC 9212,Chlorogloeopsis,True
GF_00702,GCF_002368175.1|WP_096590357.1,GCF_050500245.1|WP_016514827.1,GCF_050500245.1,WP_016514827.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,8.3e-53,4916250,,,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,0.0014,Complete Genome,,42.5,4916250,"{'infraspecific_names': {'strain': 'FBCC-A1114'}, 'organism_name': 'Microcystis ichthyoblabe FBCC-A1114', 'tax_id': 3422495}",0.0,,1,4916250,0,1.2e-09,GCF_050500245.1-RS_2025_05_21,H=WP_430013300.1;D=WP_430014318.1;K=WP_430014318.1,Microcystis ichthyoblabe FBCC-A1114,Microcystis,False
GF_00702,GCF_002368175.1|WP_096590357.1,GCF_026222535.1|WP_190356877.1,GCF_026222535.1,WP_190356877.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,8.3e-54,5669822,,73.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,0.00078,Complete Genome,,42.5,5669822,"{'infraspecific_names': {'strain': 'Chao 1910'}, 'organism_name': 'Microcystis aeruginosa str. Chao 1910', 'tax_id': 2945101}",0.0,,1,5669822,0,1.1e-09,GCF_026222535.1-RS_2025_02_22,H=WP_002773281.1;D=WP_190359476.1;K=WP_190359476.1,Microcystis aeruginosa str. Chao 1910,Microcystis,False
GF_00702,GCF_002368175.1|WP_096590357.1,GCF_002949735.1|WP_104898501.1,GCF_002949735.1,WP_104898501.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,4.3e-163,8214648,,100.0,,nifD-local_aln_i2.1_12182023,1.0,1,11,0,3.4e-245,Complete Genome,,41.5,8898590,"{'infraspecific_names': {'strain': 'N6'}, 'organism_name': ""Nostoc sp. 'Peltigera membranacea cyanobiont' N6"", 'tax_id': 1261031}",1.0,,11,8214648,0,3.6e-102,GCF_002949735.1-RS_2025_08_25,H=WP_094327394.1;D=WP_094327487.1;K=WP_094327420.1,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,Nostoc,True
GF_00702,GCF_002368175.1|WP_096590357.1,GCF_050235535.1|WP_427162110.1,GCF_050235535.1,WP_427162110.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,1.1000000000000001e-162,7128814,,3990.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,6.600000000000001e-258,Complete Genome,,41.0,7128814,"{'infraspecific_names': {'strain': 'HNIBRCY26'}, 'organism_name': 'Aliinostoc sp. HNIBRCY26', 'tax_id': 3418997}",1.0,,1,7128814,0,6.499999999999999e-240,GCF_050235535.1-RS_2025_05_08,H=WP_427160135.1;D=WP_427160136.1;K=WP_427160147.1,Aliinostoc sp. HNIBRCY26,Aliinostoc,True
GF_00702,GCF_002368175.1|WP_096590357.1,GCF_010196425.1|WP_016514827.1,GCF_010196425.1,WP_016514827.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,5.1999999999999995e-54,4997809,,104.0,,nifD-local_aln_i2.1_12182023,1.0,1,2,0,0.0011,Complete Genome,,42.5,5015081,"{'infraspecific_names': {'strain': 'NIES-298'}, 'organism_name': 'Microcystis aeruginosa NIES-298', 'tax_id': 449468}",0.0,,2,4997809,0,1.4e-09,GCF_010196425.1-RS_2025_04_26,H=WP_002735653.1;D=WP_002770669.1;K=WP_002770669.1,Microcystis aeruginosa NIES-298,Microcystis,False
GF_00702,GCF_002368175.1|WP_096590357.1,GCF_032598965.1|WP_316435443.1,GCF_032598965.1,WP_316435443.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,6.8e-163,6598264,,701.0,,nifD-local_aln_i2.1_12182023,1.0,1,4,0,5.000000000000003e-246,Complete Genome,,50.5,8295955,"{'infraspecific_names': {'strain': 'NK1-12'}, 'organism_name': 'Leptolyngbya sp. NK1-12', 'tax_id': 2547451}",1.0,,4,6598264,0,4e-257,GCF_032598965.1-RS_2025_03_25,H=WP_316436497.1;D=WP_316436498.1;K=WP_316436499.1,Leptolyngbya sp. NK1-12,Leptolyngbya,True
GF_00702,GCF_002368175.1|WP_096590357.1,GCF_050500235.1|WP_016514827.1,GCF_050500235.1,WP_016514827.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,5.1999999999999995e-54,4917921,,,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,0.0014,Complete Genome,,42.5,4917921,"{'infraspecific_names': {'strain': 'FBCC-A270'}, 'organism_name': 'Microcystis protocystis FBCC-A270', 'tax_id': 3422496}",0.0,,1,4917921,0,1.2e-09,GCF_050500235.1-RS_2025_05_21,H=WP_002735653.1;D=WP_430014318.1;K=WP_430014318.1,Microcystis protocystis FBCC-A270,Microcystis,False
GF_00702,GCF_002368175.1|WP_096590357.1,GCF_019704275.1|WP_008201147.1,GCF_019704275.1,WP_008201147.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,8.5e-54,5478552,,87.0,,nifD-local_aln_i2.1_12182023,1.0,1,3,0,0.00078,Complete Genome,,42.5,5501105,"{'infraspecific_names': {'strain': 'NIES-88'}, 'organism_name': 'Microcystis aeruginosa', 'tax_id': 1126}",0.0,,3,5478552,0,7.5e-10,GCF_019704275.1-RS_2025_09_26,H=WP_002759152.1;D=WP_061430879.1;K=WP_061430879.1,Microcystis aeruginosa,Microcystis,False
GF_00702,GCF_002368175.1|WP_096590357.1,GCF_000020025.1|WP_012407179.1,GCF_000020025.1,WP_012407179.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,3.8e-163,8234322,,,,nifD-local_aln_i2.1_12182023,1.0,1,6,0,9.000000000000003e-246,Complete Genome,,41.5,9059191,"{'infraspecific_names': {'strain': 'ATCC 29133; PCC 73102'}, 'organism_name': 'Nostoc punctiforme PCC 73102', 'tax_id': 63737}",1.0,,6,8234322,0,4.2e-240,GCF_000020025.1-RS_2025_03_15,H=WP_012407220.1;D=WP_041565131.1;K=WP_012407198.1,Nostoc punctiforme PCC 73102,Nostoc,True
GF_00702,GCF_002368175.1|WP_096590357.1,GCF_050500255.1|WP_008201147.1,GCF_050500255.1,WP_008201147.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,8.5e-54,5864213,,,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,0.00078,Complete Genome,,42.5,5864213,"{'infraspecific_names': {'strain': 'FBCC-A68'}, 'organism_name': 'Microcystis aeruginosa FBCC-A68', 'tax_id': 3079052}",0.0,,1,5864213,0,7.5e-10,GCF_050500255.1-RS_2025_05_21,H=WP_002759152.1;D=WP_061430879.1;K=WP_061430879.1,Microcystis aeruginosa FBCC-A68,Microcystis,False
GF_00702,GCF_002368175.1|WP_096590357.1,GCF_021379005.1|WP_233746327.1,GCF_021379005.1,WP_233746327.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,1.3e-163,5348817,,343.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,7.7e-241,Complete Genome,,50.5,5348817,"{'infraspecific_names': {'strain': 'A121'}, 'organism_name': 'Leptodesmis sichuanensis A121', 'tax_id': 2835870}",1.0,,1,5348817,0,3.4e-250,GCF_021379005.1-RS_2025_11_20,H=WP_233745105.1;D=WP_233745106.1;K=WP_233745107.1,Leptodesmis sichuanensis A121,Leptodesmis,True
GF_00702,GCF_002368175.1|WP_096590357.1,GCF_030323025.1|WP_286393087.1,GCF_030323025.1,WP_286393087.1,nifK-local_aln_i2.1_12182023,0.0,nifH-local_aln_i2.1_12182023,0,3.8999999999999997e-53,4530340,,68.74,,,1.0,1,1,0,0.00093,Complete Genome,,41.5,4530340,"{'infraspecific_names': {'strain': 'Chao 1806'}, 'organism_name': 'Pseudanabaena mucicola str. Chao 1806', 'tax_id': 2942274}",0.0,,1,4530340,0,,GCF_030323025.1-RS_2025_06_22,H=WP_350329451.1;D=;K=WP_350329355.1,Pseudanabaena mucicola str. Chao 1806,Pseudanabaena,False
GF_00702,GCF_002368175.1|WP_096590357.1,GCF_000317085.1|WP_015168296.1,GCF_000317085.1,WP_015168296.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,4.9e-52,3510253,,30.0,,nifD-local_aln_i2.1_12182023,1.0,1,3,0,6.5e-07,Complete Genome,,40.5,3583735,"{'infraspecific_names': {'strain': 'PCC 7502'}, 'organism_name': 'Synechococcus sp. PCC 7502', 'tax_id': 1173263}",1.0,,3,3510253,0,1.7e-11,GCF_000317085.1-RS_2024_08_22,H=WP_015169021.1;D=WP_015167061.1;K=WP_015167061.1,Synechococcus sp. PCC 7502,Synechococcus,False
GF_01239,GCF_016446395.1|WP_199246472.1,GCF_016446395.1|WP_199246472.1,GCF_016446395.1,WP_199246472.1,nifK-local_aln_i2.1_12182023,0.0,nifH-local_aln_i2.1_12182023,0,8.4e-52,6286783,,347.0,,,1.0,1,1,0,0.022,Complete Genome,,49.5,6286783,"{'infraspecific_names': {'strain': 'ETS-05'}, 'organism_name': '[Phormidium] sp. ETS-05', 'tax_id': 222819}",0.0,,1,6286783,0,,GCF_016446395.1-RS_2024_09_22,H=WP_199247677.1;D=;K=WP_199247678.1,[Phormidium] sp. ETS-05,[Phormidium],False
GF_01239,GCF_016446395.1|WP_199246472.1,GCF_013177315.1|WP_172358535.1,GCF_013177315.1,WP_172358535.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,6.2000000000000005e-161,5525100,,180.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,2.0000000000000001e-233,Complete Genome,,56.5,5525100,"{'infraspecific_names': {'strain': 'A183'}, 'organism_name': 'Thermoleptolyngbya sichuanensis A183', 'tax_id': 2737172}",1.0,,1,5525100,0,1.3000000000000002e-251,GCF_013177315.1-RS_2025_11_20,H=WP_172355833.1;D=WP_172355835.1;K=WP_172355837.1,Thermoleptolyngbya sichuanensis A183,Thermoleptolyngbya,True
GF_01239,GCF_016446395.1|WP_199246472.1,GCF_032705245.1|WP_297074816.1,GCF_032705245.1,WP_297074816.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,6.7e-52,5289693,,783.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,1.6e-07,Complete Genome,,56.5,5289693,"{'infraspecific_names': {'strain': 'NK1-22'}, 'organism_name': 'Thermoleptolyngbya oregonensis NK1-22', 'tax_id': 2547457}",1.0,,1,5289693,0,2.9e-12,GCF_032705245.1-RS_2025_03_19,H=WP_297082649.1;D=WP_316790607.1;K=WP_316790607.1,Thermoleptolyngbya oregonensis NK1-22,Thermoleptolyngbya,False
GF_01239,GCF_016446395.1|WP_199246472.1,GCF_001548395.1|WP_068510203.1,GCF_001548395.1,WP_068510203.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,6.2000000000000005e-161,5480261,,25.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,3.5e-233,Complete Genome,,56.0,5480261,"{'infraspecific_names': {'strain': 'O-77'}, 'organism_name': 'Leptolyngbya sp. O-77', 'tax_id': 1080068}",1.0,,1,5480261,0,6.1e-252,GCF_001548395.1-RS_2025_01_08,H=WP_068515290.1;D=WP_068515287.1;K=WP_068515285.1,Leptolyngbya sp. O-77,Leptolyngbya,True
GF_01239,GCF_016446395.1|WP_199246472.1,GCF_016919485.1|WP_172358535.1,GCF_016919485.1,WP_172358535.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,6.2000000000000005e-161,5490383,,35.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,2.5e-233,Complete Genome,,56.5,5490383,"{'infraspecific_names': {'strain': 'PKUAC-SCTB121'}, 'organism_name': 'Thermoleptolyngbya sp. PKUAC-SCTB121', 'tax_id': 2811482}",1.0,,1,5490383,0,1.3000000000000002e-251,GCF_016919485.1-RS_2024_11_06,H=WP_172355833.1;D=WP_172355835.1;K=WP_205369601.1,Thermoleptolyngbya sp. PKUAC-SCTB121,Thermoleptolyngbya,True
GF_01239,GCF_016446395.1|WP_199246472.1,GCF_049200465.1|WP_421656437.1,GCF_049200465.1,WP_421656437.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,5.1e-52,5554238,,185.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,0.00035,Complete Genome,,50.0,5554238,"{'infraspecific_names': {'strain': 'ETS-13'}, 'organism_name': 'Leptothermofonsia sp. ETS-13', 'tax_id': 3035696}",0.0,,1,5554238,0,8.4e-15,GCF_049200465.1-RS_2025_04_02,H=WP_421654553.1;D=WP_421655164.1;K=WP_421655164.1,Leptothermofonsia sp. ETS-13,Leptothermofonsia,False
GF_01239,GCF_016446395.1|WP_199246472.1,GCF_022063185.1|WP_237995497.1,GCF_022063185.1,WP_237995497.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,1.2e-162,6421060,,94.5,,nifD-local_aln_i2.1_12182023,1.0,1,12,0,2.0000000000000003e-256,Complete Genome,,41.0,7172241,"{'infraspecific_names': {'strain': 'UHCC 0870'}, 'organism_name': 'Nostoc sp. UHCC 0870', 'tax_id': 2914041}",1.0,,12,6421060,0,1.2999999999999999e-257,GCF_022063185.1-RS_2025_08_25,H=WP_190700437.1;D=WP_237988466.1;K=WP_237988467.1,Nostoc sp. UHCC 0870,Nostoc,True
GF_01239,GCF_016446395.1|WP_199246472.1,GCF_019976755.1|WP_224092312.1,GCF_019976755.1,WP_224092312.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,4.4000000000000005e-164,7141037,,97.0,,nifD-local_aln_i2.1_12182023,1.0,1,6,0,3.2e-259,Complete Genome,,40.5,7901148,"{'infraspecific_names': {'strain': 'MS1'}, 'organism_name': 'Nostoc sp. MS1', 'tax_id': 2764711}",1.0,,6,7141037,0,4.4e-241,GCF_019976755.1-RS_2025_01_19,H=WP_224091592.1;D=WP_224091597.1;K=WP_224091626.1,Nostoc sp. MS1,Nostoc,True
GF_01239,GCF_016446395.1|WP_199246472.1,GCF_021379005.1|WP_233748259.1,GCF_021379005.1,WP_233748259.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,1.3e-163,5348817,,343.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,7.7e-241,Complete Genome,,50.5,5348817,"{'infraspecific_names': {'strain': 'A121'}, 'organism_name': 'Leptodesmis sichuanensis A121', 'tax_id': 2835870}",1.0,,1,5348817,0,3.4e-250,GCF_021379005.1-RS_2025_11_20,H=WP_233745105.1;D=WP_233745106.1;K=WP_233745107.1,Leptodesmis sichuanensis A121,Leptodesmis,True
GF_01239,GCF_016446395.1|WP_199246472.1,GCF_003367075.2|WP_057178702.1,GCF_003367075.2,WP_057178702.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,1.0000000000000001e-162,3757845,,826.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,3.9000000000000004e-249,Complete Genome,,40.0,3757845,"{'infraspecific_names': {'strain': 'Cr2010'}, 'organism_name': 'Cylindrospermopsis raciborskii Cr2010', 'tax_id': 2108055}",1.0,,1,3757845,0,9.9e-257,GCF_003367075.2-RS_2025_12_12,H=WP_057177533.1;D=WP_115538753.1;K=WP_006278576.1,Cylindrospermopsis raciborskii Cr2010,Cylindrospermopsis,True
GF_01239,GCF_016446395.1|WP_199246472.1,GCF_000317695.1|WP_015212998.1,GCF_000317695.1,WP_015212998.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,1.1000000000000001e-162,6395836,,30.0,,nifD-local_aln_i2.1_12182023,1.0,1,7,0,6.700000000000001e-249,Complete Genome,,39.0,7063285,"{'infraspecific_names': {'strain': 'PCC 7122'}, 'organism_name': 'Anabaena cylindrica PCC 7122', 'tax_id': 272123}",1.0,,7,6395836,0,4.799999999999997e-100,GCF_000317695.1-RS_2025_04_26,H=WP_015215476.1;D=WP_015214314.1;K=WP_015214312.1,Anabaena cylindrica PCC 7122,Anabaena,True
GF_01239,GCF_016446395.1|WP_199246472.1,GCF_047275885.1|WP_413173680.1,GCF_047275885.1,WP_413173680.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,1.5000000000000002e-162,6115153,,80.0,,nifD-local_aln_i2.1_12182023,1.0,1,9,0,3.4999999999999996e-249,Complete Genome,,38.5,6477821,"{'infraspecific_names': {'strain': 'SJ-1'}, 'organism_name': 'Anabaena azotica SJ-1', 'tax_id': 3392114}",1.0,,9,6115153,0,3.9e-101,GCF_047275885.1-RS_2025_01_28,H=WP_413173876.1;D=WP_413175930.1;K=WP_413175927.1,Anabaena azotica SJ-1,Anabaena,True
GF_01239,GCF_016446395.1|WP_199246472.1,GCF_048568235.1|WP_010994909.1,GCF_048568235.1,WP_010994909.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,1.1000000000000001e-162,6412411,,1345.0,,nifD-local_aln_i2.1_12182023,1.0,1,7,0,1.2999999999999999e-256,Complete Genome,,41.5,7214617,"{'infraspecific_names': {'strain': 'FACHB-709'}, 'organism_name': 'Anabaena sp. FACHB-709', 'tax_id': 1086822}",1.0,,7,6412411,0,1.2e-239,GCF_048568235.1-RS_2025_03_14,H=WP_010995626.1;D=WP_044520961.1;K=WP_010995612.1,Anabaena sp. FACHB-709,Anabaena,True
GF_01239,GCF_016446395.1|WP_199246472.1,GCF_049315035.1|WP_015212998.1,GCF_049315035.1,WP_015212998.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,1.1000000000000001e-162,6354663,,60.0,,nifD-local_aln_i2.1_12182023,1.0,1,8,0,6.700000000000001e-249,Complete Genome,,39.0,7043253,"{'infraspecific_names': {'strain': 'ATCC 29414'}, 'organism_name': 'Anabaena sp. PCC 7938', 'tax_id': 1296340}",1.0,,8,6354663,0,4.799999999999997e-100,GCF_049315035.1-RS_2025_04_07,H=WP_015215476.1;D=WP_015214314.1;K=WP_015214312.1,Anabaena sp. PCC 7938,Anabaena,True
GF_01239,GCF_016446395.1|WP_199246472.1,GCF_021650815.1|WP_057178702.1,GCF_021650815.1,WP_057178702.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,1.0000000000000001e-162,3808183,,500.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,3.9000000000000004e-249,Complete Genome,,40.0,3808183,"{'infraspecific_names': {'strain': 'KLL07'}, 'organism_name': 'Cylindrospermopsis raciborskii KLL07', 'tax_id': 683357}",1.0,,1,3808183,0,9.9e-257,GCF_021650815.1-RS_2024_08_13,H=WP_057177533.1;D=WP_115538753.1;K=WP_006278576.1,Cylindrospermopsis raciborskii KLL07,Cylindrospermopsis,True
GF_01239,GCF_016446395.1|WP_199246472.1,GCF_001548455.1|WP_062248616.1,GCF_001548455.1,WP_062248616.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,1.3e-163,5821603,,110.0,,nifD-local_aln_i2.1_12182023,1.0,1,3,0,5.8e-255,Complete Genome,,41.0,5826863,"{'infraspecific_names': {'strain': 'NIES-3754'}, 'organism_name': 'Fischerella sp. NIES-3754', 'tax_id': 1752063}",1.0,,3,5821603,0,2.5000000000000003e-256,GCF_001548455.1-RS_2025_08_25,H=WP_172451471.1;D=WP_009459215.1;K=WP_009459214.1,Fischerella sp. NIES-3754,Fischerella,True
GF_01239,GCF_016446395.1|WP_199246472.1,GCF_025860405.1|WP_045870707.1,GCF_025860405.1,WP_045870707.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,4.4000000000000005e-164,9007860,,160.0,,nifD-local_aln_i2.1_12182023,1.0,1,16,0,2.1e-207,Complete Genome,,40.5,10115897,"{'infraspecific_names': {'strain': 'PCC 7712'}, 'organism_name': 'Tolypothrix sp. PCC 7712', 'tax_id': 2596898}",1.0,,16,9007860,0,9.100000000000001e-116,GCF_025860405.1-RS_2025_02_01,H=WP_045868724.1;D=WP_045868610.1;K=WP_045868681.1,Tolypothrix sp. PCC 7712,Tolypothrix,True
GF_01239,GCF_016446395.1|WP_199246472.1,GCF_022701255.1|WP_242719383.1,GCF_022701255.1,WP_242719383.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,9.8e-52,6756317,,115.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,0.0004,Complete Genome,,46.0,6756317,"{'infraspecific_names': {'strain': 'HSN003'}, 'organism_name': 'Microcoleus vaginatus HSN003', 'tax_id': 2303329}",0.0,,1,6756317,0,1.1e-12,GCF_022701255.1-RS_2025_09_13,H=WP_006634709.1;D=WP_242723164.1;K=WP_242723164.1,Microcoleus vaginatus HSN003,Microcoleus,False
GF_01239,GCF_016446395.1|WP_199246472.1,GCF_009856605.1|WP_011321301.1,GCF_009856605.1,WP_011321301.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,9.700000000000002e-164,6377767,,212.0,,nifD-local_aln_i2.1_12182023,1.0,1,5,0,6.2e-259,Complete Genome,,41.5,7096012,"{'infraspecific_names': {'strain': '0441'}, 'organism_name': 'Trichormus variabilis 0441', 'tax_id': 375899}",1.0,,5,6377767,0,1.8e-257,GCF_009856605.1-RS_2025_05_21,H=WP_011320610.1;D=WP_011320928.1;K=WP_011320624.1,Trichormus variabilis 0441,Trichormus,True
GF_01239,GCF_016446395.1|WP_199246472.1,GCF_000316625.1|WP_015113761.1,GCF_000316625.1,WP_015113761.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,6.100000000000001e-164,6329823,,30.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,8e-257,Complete Genome,,40.5,6329823,"{'infraspecific_names': {'strain': 'PCC 7107'}, 'organism_name': 'Nostoc sp. PCC 7107', 'tax_id': 317936}",1.0,,1,6329823,0,4.4e-240,GCF_000316625.1-RS_2024_07_22,H=WP_015114149.1;D=WP_015114150.1;K=WP_015114157.1,Nostoc sp. PCC 7107,Nostoc,True
GF_01239,GCF_016446395.1|WP_199246472.1,GCF_048568275.1|WP_010994909.1,GCF_048568275.1,WP_010994909.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,1.1000000000000001e-162,6411132,,432.0,,nifD-local_aln_i2.1_12182023,1.0,1,6,0,1.2999999999999999e-256,Complete Genome,,41.5,7177355,"{'infraspecific_names': {'strain': 'FACHB-595'}, 'organism_name': 'Anabaena sp. FACHB-595', 'tax_id': 3403436}",1.0,,6,6411132,0,1.2e-239,GCF_048568275.1-RS_2025_03_14,H=WP_010995626.1;D=WP_044520961.1;K=WP_010995612.1,Anabaena sp. FACHB-595,Anabaena,True
GF_01239,GCF_016446395.1|WP_199246472.1,GCF_002949795.1|WP_104906970.1,GCF_002949795.1,WP_104906970.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,2.2e-161,7061466,,40.0,,nifD-local_aln_i2.1_12182023,1.0,1,5,0,3.2000000000000004e-244,Complete Genome,,41.5,7339908,"{'infraspecific_names': {'strain': '5183'}, 'organism_name': ""Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'"", 'tax_id': 1618022}",1.0,,5,7061466,0,1.1e-238,GCF_002949795.1-RS_2025_08_25,H=WP_104908627.1;D=WP_104908626.1;K=WP_104908606.1,Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',Nostoc,True
GF_01239,GCF_016446395.1|WP_199246472.1,GCF_011769525.1|WP_167726857.1,GCF_011769525.1,WP_167726857.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,4.2000000000000006e-164,8479123,,30.0,,nifD-local_aln_i2.1_12182023,1.0,1,7,0,1.1e-208,Complete Genome,,40.5,8761534,"{'infraspecific_names': {'strain': 'PCC 7910'}, 'organism_name': 'Tolypothrix sp. PCC 7910', 'tax_id': 2099387}",1.0,,7,8479123,0,7.799999999999999e-240,GCF_011769525.1-RS_2024_08_25,H=WP_167723396.1;D=WP_167719732.1;K=WP_167719695.1,Tolypothrix sp. PCC 7910,Tolypothrix,True
GF_01239,GCF_016446395.1|WP_199246472.1,GCF_000204075.1|WP_011321301.1,GCF_000204075.1,WP_011321301.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,9.700000000000002e-164,6365727,,,,nifD-local_aln_i2.1_12182023,1.0,1,5,0,6.2e-259,Complete Genome,,41.5,7105752,"{'infraspecific_names': {'strain': 'ATCC 29413'}, 'organism_name': 'Trichormus variabilis ATCC 29413', 'tax_id': 240292}",1.0,,5,6365727,0,1.8e-257,GCF_000204075.1-RS_2025_01_23,H=WP_011320610.1;D=WP_011320928.1;K=WP_011320624.1,Trichormus variabilis ATCC 29413,Trichormus,True
GF_01239,GCF_016446395.1|WP_199246472.1,GCF_013393945.1|WP_179051133.1,GCF_013393945.1,WP_179051133.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,1.1e-163,6765102,,42.0,,nifD-local_aln_i2.1_12182023,1.0,1,8,0,1.2e-256,Complete Genome,,41.0,7387676,"{'infraspecific_names': {'strain': 'TCL26-01'}, 'organism_name': 'Nostoc sp. TCL26-01', 'tax_id': 2576904}",1.0,,8,6765102,0,1.5e-240,GCF_013393945.1-RS_2024_08_31,H=WP_179049315.1;D=WP_179049314.1;K=WP_179049274.1,Nostoc sp. TCL26-01,Nostoc,True
