assembly_accession,nifK_best_ref,nifD_present,nifH_best_ref,nifHDK_core_call,nifH_best_evalue,scaffold_n50,checkm_completeness,coverage,checkm_contamination,nifD_best_ref,nifH_present,download_ok,number_of_scaffolds,derived_from_metagenome,nifK_best_evalue,assembly_level,genome_notes,gc_percent,total_ungapped_length,organism_name,nifK_present,annotation_date,number_of_contigs,contig_n50,annotation_fails_MAG_check,nifD_best_evalue,annotation_name,best_hit_ids
GCA_045159875.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,4.500e-156,3058178,,37,,nifD-local_aln_i2.1_12182023,1,1,2,0,8.200e-238,Complete Genome,,34,3064642,"{'infraspecific_names': {'isolate': '17Bon1-SB'}, 'organism_name': 'cyanobacterium endosymbiont of Rhopalodia gibba', 'tax_id': 309035}",1,,2,3058178,0,4.500e-257,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=XHU96269.1;D=XHU96268.1;K=XHU96775.1
GCF_044923475.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.500e-162,5791642,,187,,nifD-local_aln_i2.1_12182023,1,1,1,0,6.400e-244,Complete Genome,,51.5,5791642,"{'infraspecific_names': {'strain': 'CCNU0014'}, 'organism_name': 'Altericista sp. CCNU0014', 'tax_id': 3082949}",1,,1,5791642,0,1.800e-256,GCF_044923475.1-RS_2024_11_16,H=WP_404791370.1;D=WP_404784499.1;K=WP_404784500.1
GCF_043099735.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,7.700e-162,7883191,,53.8,,nifD-local_aln_i2.1_12182023,1,1,5,0,1.300e-245,Complete Genome,,41,8449107,"{'infraspecific_names': {'strain': 'C117'}, 'organism_name': 'Nostoc sp. C117', 'tax_id': 3349875}",1,,5,7883191,0,2.600e-103,GCF_043099735.1-RS_2024_10_15,H=WP_322639553.1;D=WP_114083659.1;K=WP_392530383.1
GCF_043099725.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.400e-162,7175855,,34.8,,nifD-local_aln_i2.1_12182023,1,1,12,0,9.000e-246,Complete Genome,,41.5,8366001,"{'infraspecific_names': {'strain': 'C110'}, 'organism_name': 'Nostoc sp. C110', 'tax_id': 3349876}",1,,12,7175855,0,4.200e-240,GCF_043099725.1-RS_2024_10_15,H=WP_114083679.1;D=WP_392482634.1;K=WP_012407198.1
GCF_043099315.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.400e-163,7528720,,860,,nifD-local_aln_i2.1_12182023,1,1,3,0,5.100e-255,Complete Genome,,41.5,7850473,"{'infraspecific_names': {'strain': 'PCC 6912'}, 'organism_name': 'Chlorogloeopsis fritschii PCC 6912', 'tax_id': 211165}",1,,3,7528720,0,6.800e-240,GCF_043099315.1-RS_2024_10_15,H=WP_200862408.1;D=WP_016872367.1;K=WP_016872357.1
GCF_043099305.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.400e-163,7409323,,807,,nifD-local_aln_i2.1_12182023,1,1,3,0,5.100e-255,Complete Genome,,41.5,7731072,"{'infraspecific_names': {'strain': 'PCC 9212'}, 'organism_name': 'Chlorogloeopsis fritschii PCC 9212', 'tax_id': 184925}",1,,3,7409323,0,6.800e-240,GCF_043099305.1-RS_2024_10_15,H=WP_200862408.1;D=WP_016872367.1;K=WP_016872357.1
GCA_042919575.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,2.600e-53,6320863,,100,,nifD-local_aln_i2.1_12182023,1,1,3,0,1.000e-08,Complete Genome,,50.5,6403461,"{'infraspecific_names': {'isolate': 'ULC029'}, 'organism_name': 'Stenomitos frigidus ULC029', 'tax_id': 3070788}",1,,3,6320863,0,1.100e-10,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=XHX81261.1;D=XHX81245.1;K=XHX81245.1
GCA_042692285.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,7.700e-52,7223118,,300,,nifD-local_aln_i2.1_12182023,1,1,1,0,7.800e-84,Complete Genome,,42,7223118,"{'infraspecific_names': {'isolate': 'GP01'}, 'organism_name': 'Gloeotrichia echinulata GP01', 'tax_id': 3350243}",1,,1,7223118,0,2.400e-12,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=XHR81049.1;D=XHR83641.1;K=XHR83843.1
GCF_042465725.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,2.900e-52,6658625,,75,,nifD-local_aln_i2.1_12182023,1,1,2,0,2.500e-04,Complete Genome,,44.5,6775695,"{'infraspecific_names': {'isolate': 'Neu2020_A'}, 'organism_name': 'Microcoleus anatoxicus', 'tax_id': 2705319}",0,,2,6658625,0,1.100e-11,GCF_042465725.1-RS_2024_10_03,H=WP_340519308.1;D=WP_377473850.1;K=WP_377473850.1
GCA_042465645.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,2.900e-52,6666218,,115,,nifD-local_aln_i2.1_12182023,1,1,2,0,2.500e-04,Complete Genome,,44.5,6783256,"{'infraspecific_names': {'isolate': 'Neu2020_N'}, 'organism_name': 'Microcoleus anatoxicus', 'tax_id': 2705319}",0,,2,6666218,0,1.100e-11,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=XHL97770.1;D=XHL94132.1;K=XHL94132.1
GCA_042083005.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,6.500e-52,6321939,,24,,nifD-local_aln_i2.1_12182023,1,1,1,0,2.900e-07,Complete Genome,,45,6321939,"{'infraspecific_names': {'strain': 'BEA 1257B'}, 'organism_name': 'Limnospira platensis BEA 1257B', 'tax_id': 3234866}",1,,1,6321939,0,5.300e-09,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=XDE60746.1;D=XDE61447.1;K=XDE61447.1
GCA_041937185.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,2.900e-163,7186627,,28,,nifD-local_aln_i2.1_12182023,1,1,8,0,1.500e-246,Complete Genome,,50.5,7789325,"{'infraspecific_names': {'isolate': 'BL-A-14'}, 'organism_name': 'Leptolyngbya sp. BL-A-14', 'tax_id': 3104317}",1,,8,7186627,0,1.000e-255,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=XGV99308.1;D=XGV99307.1;K=XGV99306.1
GCA_041937175.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,1.700e-51,4539749,,51,,nifD-local_aln_i2.1_12182023,1,1,3,0,5.400e-05,Complete Genome,,55,4610849,"{'infraspecific_names': {'isolate': 'BL-A-16'}, 'organism_name': 'Limnothrix sp. BL-A-16', 'tax_id': 3104318}",0,,3,4539749,0,2.400e-12,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=XGV87555.1;D=XGV86687.1;K=XGV86687.1
GCA_041879365.1,,0,nifH-local_aln_i2.1_12182023,0,3.800e-04,3787723,,7.43,,,0,1,1,0,,Complete Genome,,53,3787723,"{'infraspecific_names': {'isolate': 'LVE1205-7'}, 'organism_name': 'Nodosilinea sp. LVE1205-7', 'tax_id': 2904796}",0,,1,3787723,0,,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=XGB43453.1;D=;K=
GCA_041879355.1,nifK-local_aln_i2.1_12182023,0,nifH-local_aln_i2.1_12182023,0,8.800e-51,3276681,,7.43,,,1,1,1,0,1.500e-01,Complete Genome,,44.5,3276681,"{'infraspecific_names': {'isolate': 'LVE1205-1'}, 'organism_name': 'Cyanobacteria bacterium LVE1205-1', 'tax_id': 2903134}",0,,1,3276681,0,,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=XGB39140.1;D=;K=XGB39141.1
GCA_041530395.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,4.700e-52,2817282,,40,,nifD-local_aln_i2.1_12182023,1,1,1,0,5.100e-07,Complete Genome,,55,2817282,"{'infraspecific_names': {'isolate': 'Okahandja'}, 'organism_name': 'Thermosynechococcaceae cyanobacterium Okahandja', 'tax_id': 3079936}",1,,1,2817282,0,1.300e-10,Annotation submitted by Technical University of Munich,H=XFA73828.1;D=XFA72572.1;K=XFA72572.1
GCF_041506625.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,5.200e-54,5096229,,40.92,,nifD-local_aln_i2.1_12182023,1,1,1,0,1.100e-03,Complete Genome,,42,5096229,"{'infraspecific_names': {'strain': 'PCC 7806'}, 'organism_name': 'Microcystis aeruginosa PCC 7806', 'tax_id': 267872}",0,,1,5096229,0,1.100e-09,GCF_041506625.1-RS_2024_08_28,H=WP_002735653.1;D=WP_002746000.1;K=WP_002746000.1
GCF_040564635.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,1.100e-51,7215835,,223,,nifD-local_aln_i2.1_12182023,1,1,1,0,1.100e-03,Complete Genome,,43.5,7215835,"{'infraspecific_names': {'strain': 'GIHE-MW2'}, 'organism_name': 'Planktothricoides raciborskii GIHE-MW2', 'tax_id': 2792601}",0,,1,7215835,0,1.100e-12,GCF_040564635.1-RS_2024_09_22,H=WP_054466895.1;D=WP_054466983.1;K=WP_054466983.1
GCF_040436315.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.900e-159,3671396,,304,,nifD-local_aln_i2.1_12182023,1,1,1,0,1.700e-229,Complete Genome,,50.5,3671396,"{'infraspecific_names': {'strain': 'LKSZ1'}, 'organism_name': 'Synechocystis sp. LKSZ1', 'tax_id': 3144951}",1,,1,3671396,0,5.400e-248,GCF_040436315.1-RS_2024_07_02,H=WP_353673437.1;D=WP_353673436.1;K=WP_353673435.1
GCF_040371545.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,2.400e-51,1940073,,335,,nifD-local_aln_i2.1_12182023,1,1,2,0,5.100e-06,Complete Genome,,46.5,1957399,"{'infraspecific_names': {'strain': 'M16CYN'}, 'organism_name': 'Synechococcus sp. M16CYN', 'tax_id': 3103139}",1,,2,1940073,0,3.900e-08,GCF_040371545.1-RS_2024_06_28,H=WP_353292549.1;D=WP_353292307.1;K=WP_353292307.1
GCF_038630775.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.400e-51,4417119,,82,,nifD-local_aln_i2.1_12182023,1,1,1,0,8.100e-06,Complete Genome,,35,4417119,"{'infraspecific_names': {'strain': 'UTEX 3222'}, 'organism_name': 'Cyanobacterium aponinum UTEX 3222', 'tax_id': 3088145}",1,,1,4417119,0,2.000e-14,GCF_038630775.1-RS_2025_04_30,H=WP_015219581.1;D=WP_015219326.1;K=WP_015219326.1
GCF_038396575.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,8.000e-54,4749293,,176,,nifD-local_aln_i2.1_12182023,1,1,1,0,8.000e-04,Complete Genome,,43,4749293,"{'infraspecific_names': {'strain': '1339'}, 'organism_name': 'Microcystis aeruginosa 1339', 'tax_id': 3113711}",0,,1,4749293,0,3.400e-09,GCF_038396575.1-RS_2025_05_01,H=WP_045360101.1;D=WP_002803977.1;K=WP_002803977.1
GCF_038096175.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,2.400e-162,8388664,,65,,nifD-local_aln_i2.1_12182023,1,1,9,0,1.000e-245,Complete Genome,,41,9587056,"{'infraspecific_names': {'strain': 'UHCC 0302'}, 'organism_name': 'Nostoc sp. UHCC 0302', 'tax_id': 3134896}",1,,9,8388664,0,4.500e-240,GCF_038096175.1-RS_2024_05_06,H=WP_341525196.1;D=WP_341525197.1;K=WP_341525214.1
GCA_038087035.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,7.700e-52,6861882,,150,,nifD-local_aln_i2.1_12182023,1,1,1,0,1.200e-206,Complete Genome,,42,6861882,"{'infraspecific_names': {'isolate': 'CP02'}, 'organism_name': 'Gloeotrichia echinulata CP02', 'tax_id': 2723856}",1,,1,6861882,0,5.600e-101,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=WYL99492.2;D=WYM01804.1;K=WYM01810.1
GCA_038087005.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,7.700e-52,7016774,,270,,nifD-local_aln_i2.1_12182023,1,1,1,0,2.500e-83,Complete Genome,,42,7016774,"{'infraspecific_names': {'isolate': 'IR180'}, 'organism_name': 'Gloeotrichia echinulata IR180', 'tax_id': 2723855}",1,,1,7016774,0,2.700e-241,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=WYL93868.2;D=WYL96203.1;K=WYL96184.1
GCF_038050375.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,2.300e-52,5144906,,958,,nifD-local_aln_i2.1_12182023,1,1,2,0,1.700e-80,Complete Genome,,37,5323117,"{'infraspecific_names': {'strain': 'TIOX110'}, 'organism_name': 'Okeanomitos corallinicola TIOX110', 'tax_id': 3133117}",1,,2,5144906,0,2.200e-99,GCF_038050375.1-RS_2024_07_05,H=WP_353931670.1;D=WP_353930915.1;K=WP_353930916.1
GCF_037094475.1,nifK-local_aln_i2.1_12182023,0,nifH-local_aln_i2.1_12182023,0,9.800e-52,6698532,,100,,,1,1,2,0,9.300e-03,Complete Genome,,46,6720419,"{'infraspecific_names': {'strain': 'PCC 9802'}, 'organism_name': 'Microcoleus vaginatus PCC 9802', 'tax_id': 669365}",0,,2,6698532,0,,GCF_037094475.1-RS_2025_09_13,H=WP_006634709.1;D=;K=WP_006634711.1
GCF_036630115.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,2.500e-51,2744952,,44,,nifD-local_aln_i2.1_12182023,1,1,5,0,1.500e-06,Complete Genome,,55,2799574,"{'infraspecific_names': {'strain': 'IITB5'}, 'organism_name': 'Synechococcus elongatus IITB5', 'tax_id': 3115655}",1,,5,2744952,0,4.100e-12,GCF_036630115.1-RS_2025_04_27,H=WP_208677858.1;D=WP_338431051.1;K=WP_338431051.1
GCF_036630105.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,2.500e-51,2745998,,44,,nifD-local_aln_i2.1_12182023,1,1,5,0,1.500e-06,Complete Genome,,55,2800620,"{'infraspecific_names': {'strain': 'IITB8'}, 'organism_name': 'Synechococcus elongatus IITB8', 'tax_id': 3115658}",1,,5,2745998,0,4.100e-12,GCF_036630105.1-RS_2025_04_28,H=WP_208677858.1;D=WP_338431051.1;K=WP_338431051.1
GCF_036630095.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,2.500e-51,2754161,,44,,nifD-local_aln_i2.1_12182023,1,1,3,0,4.700e-03,Complete Genome,,55,2803161,"{'infraspecific_names': {'strain': 'IITB7'}, 'organism_name': 'Synechococcus elongatus IITB7', 'tax_id': 3115657}",0,,3,2754161,0,5.700e-12,GCF_036630095.1-RS_2025_04_28,H=WP_208673436.1;D=WP_338462496.1;K=WP_338462496.1
GCF_036630085.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,2.500e-51,2775312,,44,,nifD-local_aln_i2.1_12182023,1,1,7,0,9.300e-07,Complete Genome,,54.5,2886472,"{'infraspecific_names': {'strain': 'IITB6'}, 'organism_name': 'Synechococcus elongatus IITB6', 'tax_id': 3115656}",1,,7,2775312,0,3.200e-12,GCF_036630085.1-RS_2025_04_28,H=WP_208677858.1;D=WP_208677779.1;K=WP_208677779.1
GCF_036630075.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,2.500e-51,2887410,,44,,nifD-local_aln_i2.1_12182023,1,1,2,0,6.900e-03,Complete Genome,,55,2899361,"{'infraspecific_names': {'strain': 'IITB4'}, 'organism_name': 'Synechococcus elongatus IITB4', 'tax_id': 3115654}",0,,2,2887410,0,2.800e-12,GCF_036630075.1-RS_2025_04_28,H=WP_208673436.1;D=WP_338442121.1;K=WP_338442121.1
GCF_036630065.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,2.500e-51,2745998,,44,,nifD-local_aln_i2.1_12182023,1,1,4,0,1.500e-06,Complete Genome,,55,2798849,"{'infraspecific_names': {'strain': 'IITB3'}, 'organism_name': 'Synechococcus elongatus IITB3', 'tax_id': 3121543}",1,,4,2745998,0,4.100e-12,GCF_036630065.1-RS_2025_04_27,H=WP_208677858.1;D=WP_338431051.1;K=WP_338431051.1
GCF_001746915.2,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,4.000e-163,6134953,,83,,nifD-local_aln_i2.1_12182023,1,1,2,0,2.900e-242,Complete Genome,,48.5,6145247,"{'infraspecific_names': {'strain': 'IPPAS B-1220'}, 'organism_name': 'Desertifilum tharense IPPAS B-1220', 'tax_id': 1781255}",1,,2,6134953,0,1.100e-251,GCF_001746915.2-RS_2025_08_24,H=WP_190567106.1;D=WP_069969274.1;K=WP_069969275.1
GCF_003846445.2,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,2.500e-51,2716860,,251.7,,nifD-local_aln_i2.1_12182023,1,1,7,0,7.700e-07,Complete Genome,,55,2804843,"{'infraspecific_names': {'strain': 'PCC 11801'}, 'organism_name': 'Synechococcus elongatus PCC 11801', 'tax_id': 2219813}",1,,7,2716860,0,1.500e-12,GCF_003846445.2-RS_2025_08_19,H=WP_208673436.1;D=WP_208673277.1;K=WP_208673277.1
GCF_009498715.2,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,2.500e-51,2775312,,44,,nifD-local_aln_i2.1_12182023,1,1,5,0,9.300e-07,Complete Genome,,55,2804512,"{'infraspecific_names': {'strain': 'PCC 11802'}, 'organism_name': 'Synechococcus elongatus PCC 11802', 'tax_id': 2283154}",1,,5,2775312,0,3.200e-12,GCF_009498715.2-RS_2025_05_01,H=WP_208677858.1;D=WP_208677779.1;K=WP_208677779.1
GCF_036345015.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.300e-157,4250085,,260,,nifD-local_aln_i2.1_12182023,1,1,5,0,1.900e-232,Complete Genome,,35,4320404,"{'infraspecific_names': {'strain': 'DS4'}, 'organism_name': 'Cyanobacterium sp. DS4', 'tax_id': 2878255}",1,,5,4250085,0,3.500e-252,GCF_036345015.1-RS_2025_05_11,H=WP_330203346.1;D=WP_330203347.1;K=WP_330203348.1
GCA_963921295.2,,,,0,,3881567,,83,,,,0,11,0,,Complete Genome,,42,7211218,"{'infraspecific_names': {'isolate': 'e0b542ec-6849-4844-89b9-41a3d830f4e0'}, 'organism_name': 'Prochloron didemni', 'tax_id': 1216}",,,11,3881567,0,,,H=;D=;K=
GCA_963921275.2,,,,0,,6879066,,128,,,,0,7,0,,Complete Genome,,47,7034909,"{'infraspecific_names': {'isolate': '8e647e88-4706-4a17-b8b9-b52c092b67df'}, 'organism_name': 'uncultured Hormoscilla sp.', 'tax_id': 1007660}",,,7,6879066,0,,,H=;D=;K=
GCF_035320825.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,5.400e-52,4280321,,200,,nifD-local_aln_i2.1_12182023,1,1,1,0,8.100e-06,Complete Genome,,35,4280321,"{'infraspecific_names': {'strain': 'UTEX 3221'}, 'organism_name': 'Cyanobacterium aponinum UTEX 3221', 'tax_id': 3088144}",1,,1,4280321,0,2.000e-14,GCF_035320825.1-RS_2025_01_09,H=WP_324282194.1;D=WP_015219326.1;K=WP_015219326.1
GCA_035193785.1,nifK-local_aln_i2.1_12182023,0,nifH-local_aln_i2.1_12182023,0,1.600e-52,5181705,,131.4,,,1,1,1,0,1.600e-01,Complete Genome,,40.5,5181705,"{'infraspecific_names': {'isolate': 'GU0601_MAG3'}, 'organism_name': 'Planktothrix sp. GU0601_MAG3', 'tax_id': 3078749}",0,,1,5181705,0,,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=WRH65635.1;D=;K=WRH65634.1
GCF_963920505.1,nifK-local_aln_i2.1_12182023,0,nifH-local_aln_i2.1_12182023,0,2.600e-52,3085273,,40,,nifD-local_aln_i2.1_12182023,1,1,1,0,5.600e-05,Complete Genome,,66,3085273,"{'infraspecific_names': {'isolate': 'KAC_106'}, 'organism_name': 'Synechococcus sp. CBW1107', 'tax_id': 2789857}",0,,1,3085273,0,2.900e-04,GCF_963920505.1-RS_2025_02_19,H=WP_006171069.1;D=WP_322775159.1;K=WP_322775159.1
GCF_963920495.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,8.200e-53,3384084,,40,,nifD-local_aln_i2.1_12182023,1,1,1,0,1.100e-03,Complete Genome,,65.5,3384084,"{'infraspecific_names': {'isolate': 'KAC_102'}, 'organism_name': 'Synechococcus sp. CBW1107', 'tax_id': 2789857}",0,,1,3384084,0,5.700e-07,GCF_963920495.1-RS_2025_02_19,H=WP_231598341.1;D=WP_416223889.1;K=WP_416223889.1
GCF_963920475.1,nifK-local_aln_i2.1_12182023,0,nifH-local_aln_i2.1_12182023,0,2.800e-52,3210252,,40,,nifD-local_aln_i2.1_12182023,1,1,1,0,3.600e-05,Complete Genome,,66,3210252,"{'infraspecific_names': {'isolate': 'KAC_105'}, 'organism_name': 'Synechococcus sp. CBW1107', 'tax_id': 2789857}",0,,1,3210252,0,1.900e-04,GCF_963920475.1-RS_2025_02_19,H=WP_322781447.1;D=WP_322781446.1;K=WP_322781446.1
GCF_963920485.1,nifK-local_aln_i2.1_12182023,0,nifH-local_aln_i2.1_12182023,0,9.100e-51,2656680,,40,,nifD-local_aln_i2.1_12182023,1,1,1,0,9.600e-04,Complete Genome,,62.5,2656680,"{'infraspecific_names': {'isolate': 'KAC_108', 'strain': 'Tous'}, 'organism_name': 'Cyanobium usitatum str. Tous', 'tax_id': 2116684}",0,,1,2656680,0,6.700e-03,GCF_963920485.1-RS_2025_12_10,H=WP_322765358.1;D=WP_322765357.1;K=WP_322765357.1
GCF_963920465.1,nifK-local_aln_i2.1_12182023,0,nifH-local_aln_i2.1_12182023,0,8.300e-53,2816659,,40,,nifD-local_aln_i2.1_12182023,1,1,1,0,5.400e-04,Complete Genome,,63,2816659,"{'infraspecific_names': {'isolate': 'KAC_114'}, 'organism_name': 'Synechococcus sp. CBW1107', 'tax_id': 2789857}",0,,1,2816659,0,6.700e-03,GCF_963920465.1-RS_2025_02_19,H=WP_322773245.1;D=WP_322773248.1;K=WP_322773248.1
GCF_034093315.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,3.000e-54,1704447,,73,,nifD-local_aln_i2.1_12182023,1,1,1,0,3.300e-08,Complete Genome,,31,1704447,"{'infraspecific_names': {'strain': 'MIT 1314'}, 'organism_name': 'Prochlorococcus sp. MIT 1314', 'tax_id': 3096220}",1,,1,1704447,0,2.100e-13,GCF_034093315.1-RS_2025_02_07,H=WP_320681577.1;D=WP_320681578.1;K=WP_320681578.1
GCF_034092465.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,6.600e-55,1795922,,236,,nifD-local_aln_i2.1_12182023,1,1,1,0,1.300e-07,Complete Genome,,35.5,1795922,"{'infraspecific_names': {'strain': 'MIT 1223'}, 'organism_name': 'Prochlorococcus sp. MIT 1223', 'tax_id': 3096217}",1,,1,1795922,0,6.000e-06,GCF_034092465.1-RS_2025_02_07,H=WP_320664165.1;D=WP_320664166.1;K=WP_320664166.1
GCF_034092415.1,nifK-local_aln_i2.1_12182023,0,nifH-local_aln_i2.1_12182023,0,3.900e-54,1937096,,335,,nifD-local_aln_i2.1_12182023,1,1,1,0,1.300e-06,Complete Genome,,40,1937096,"{'infraspecific_names': {'strain': 'MIT 1341'}, 'organism_name': 'Prochlorococcus sp. MIT 1341', 'tax_id': 3096221}",1,,1,1937096,0,5.700e-05,GCF_034092415.1-RS_2025_02_06,H=WP_320674345.1;D=WP_320674346.1;K=WP_320674346.1
GCF_034092395.1,nifK-local_aln_i2.1_12182023,0,nifH-local_aln_i2.1_12182023,0,7.000e-54,2032419,,317,,nifD-local_aln_i2.1_12182023,1,1,1,0,1.100e-05,Complete Genome,,40,2032419,"{'infraspecific_names': {'strain': 'MIT 1307'}, 'organism_name': 'Prochlorococcus sp. MIT 1307', 'tax_id': 3096219}",0,,1,2032419,0,1.400e-04,GCF_034092395.1-RS_2025_02_06,H=WP_320667332.1;D=WP_320667333.1;K=WP_320667333.1
GCF_034092375.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,8.900e-56,1855146,,186,,nifD-local_aln_i2.1_12182023,1,1,1,0,1.600e-07,Complete Genome,,41.5,1855146,"{'infraspecific_names': {'strain': 'MIT 1300'}, 'organism_name': 'Prochlorococcus sp. MIT 1300', 'tax_id': 3096218}",1,,1,1855146,0,5.300e-08,GCF_034092375.1-RS_2025_02_06,H=WP_320676484.1;D=WP_320676485.1;K=WP_320676485.1
GCA_963665115.1,,,,0,,8693925,,114,,,,0,1,0,,Complete Genome,,38,8693925,"{'infraspecific_names': {'isolate': 'bc3217e8-a359-4fa3-9fd5-735ade2a2895'}, 'organism_name': 'uncultured Rivularia sp.', 'tax_id': 447564}",,,1,8693925,0,,,H=;D=;K=
GCF_963665995.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,1.400e-52,5429540,,202,,nifD-local_aln_i2.1_12182023,1,1,1,0,2.800e-04,Complete Genome,,39,5429540,"{'infraspecific_names': {'isolate': '44838'}, 'organism_name': 'Pleurocapsa sp. FMAR1', 'tax_id': 3040204}",0,,1,5429540,0,1.000e-10,GCF_963665995.1-RS_2025_01_30,H=WP_413467277.1;D=WP_319421040.1;K=WP_319421040.1
GCF_033798705.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.400e-51,4267295,,644.7,,nifD-local_aln_i2.1_12182023,1,1,7,0,8.100e-06,Complete Genome,,35,4306969,"{'infraspecific_names': {'strain': 'AL20115'}, 'organism_name': 'Cyanobacterium aponinum AL20115', 'tax_id': 3090662}",1,,7,4267295,0,2.000e-14,GCF_033798705.1-RS_2025_12_04,H=WP_015219581.1;D=WP_015219326.1;K=WP_015219326.1
GCF_032163395.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,3.800e-52,5299722,,492,,nifD-local_aln_i2.1_12182023,1,1,3,0,3.700e-08,Complete Genome,,42.5,5618434,"{'infraspecific_names': {'strain': 'AAB1'}, 'organism_name': 'Gloeocapsopsis dulcis', 'tax_id': 2859516}",1,,3,5299722,0,6.500e-14,GCF_032163395.1-RS_2025_04_07,H=WP_235611965.1;D=WP_105219596.1;K=WP_105219596.1
GCF_032705245.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,6.700e-52,5289693,,783,,nifD-local_aln_i2.1_12182023,1,1,1,0,1.600e-07,Complete Genome,,56.5,5289693,"{'infraspecific_names': {'strain': 'NK1-22'}, 'organism_name': 'Thermoleptolyngbya oregonensis NK1-22', 'tax_id': 2547457}",1,,1,5289693,0,2.900e-12,GCF_032705245.1-RS_2025_03_19,H=WP_297082649.1;D=WP_316790607.1;K=WP_316790607.1
