assembly_accession,nifK_best_ref,nifD_present,nifH_best_ref,nifHDK_core_call,nifH_best_evalue,scaffold_n50,checkm_completeness,coverage,checkm_contamination,nifD_best_ref,nifH_present,download_ok,number_of_scaffolds,derived_from_metagenome,nifK_best_evalue,assembly_level,genome_notes,gc_percent,total_ungapped_length,organism_name,nifK_present,annotation_date,number_of_contigs,contig_n50,annotation_fails_MAG_check,nifD_best_evalue,annotation_name,best_hit_ids,organism_full,genus,is_diazotroph
GCF_040436315.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,1.9e-159,3671396,,304.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,1.7e-229,Complete Genome,,50.5,3671396,"{'infraspecific_names': {'strain': 'LKSZ1'}, 'organism_name': 'Synechocystis sp. LKSZ1', 'tax_id': 3144951}",1.0,,1,3671396,0,5.3999999999999986e-248,GCF_040436315.1-RS_2024_07_02,H=WP_353673437.1;D=WP_353673436.1;K=WP_353673435.1,Synechocystis sp. LKSZ1,Synechocystis,True
GCF_040371545.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,2.4e-51,1940073,,335.0,,nifD-local_aln_i2.1_12182023,1.0,1,2,0,5.1e-06,Complete Genome,,46.5,1957399,"{'infraspecific_names': {'strain': 'M16CYN'}, 'organism_name': 'Synechococcus sp. M16CYN', 'tax_id': 3103139}",1.0,,2,1940073,0,3.9e-08,GCF_040371545.1-RS_2024_06_28,H=WP_353292549.1;D=WP_353292307.1;K=WP_353292307.1,Synechococcus sp. M16CYN,Synechococcus,False
GCF_038630775.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,1.4e-51,4417119,,82.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,8.1e-06,Complete Genome,,35.0,4417119,"{'infraspecific_names': {'strain': 'UTEX 3222'}, 'organism_name': 'Cyanobacterium aponinum UTEX 3222', 'tax_id': 3088145}",1.0,,1,4417119,0,2e-14,GCF_038630775.1-RS_2025_04_30,H=WP_015219581.1;D=WP_015219326.1;K=WP_015219326.1,Cyanobacterium aponinum UTEX 3222,Cyanobacterium,False
GCF_038396575.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,7.999999999999998e-54,4749293,,176.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,0.0008,Complete Genome,,43.0,4749293,"{'infraspecific_names': {'strain': '1339'}, 'organism_name': 'Microcystis aeruginosa 1339', 'tax_id': 3113711}",0.0,,1,4749293,0,3.4e-09,GCF_038396575.1-RS_2025_05_01,H=WP_045360101.1;D=WP_002803977.1;K=WP_002803977.1,Microcystis aeruginosa 1339,Microcystis,False
GCF_038096175.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,2.4e-162,8388664,,65.0,,nifD-local_aln_i2.1_12182023,1.0,1,9,0,1e-245,Complete Genome,,41.0,9587056,"{'infraspecific_names': {'strain': 'UHCC 0302'}, 'organism_name': 'Nostoc sp. UHCC 0302', 'tax_id': 3134896}",1.0,,9,8388664,0,4.5e-240,GCF_038096175.1-RS_2024_05_06,H=WP_341525196.1;D=WP_341525197.1;K=WP_341525214.1,Nostoc sp. UHCC 0302,Nostoc,True
GCF_038050375.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,2.3e-52,5144906,,958.0,,nifD-local_aln_i2.1_12182023,1.0,1,2,0,1.7e-80,Complete Genome,,37.0,5323117,"{'infraspecific_names': {'strain': 'TIOX110'}, 'organism_name': 'Okeanomitos corallinicola TIOX110', 'tax_id': 3133117}",1.0,,2,5144906,0,2.2e-99,GCF_038050375.1-RS_2024_07_05,H=WP_353931670.1;D=WP_353930915.1;K=WP_353930916.1,Okeanomitos corallinicola TIOX110,Okeanomitos,True
GCF_037094475.1,nifK-local_aln_i2.1_12182023,0.0,nifH-local_aln_i2.1_12182023,0,9.8e-52,6698532,,100.0,,,1.0,1,2,0,0.0093,Complete Genome,,46.0,6720419,"{'infraspecific_names': {'strain': 'PCC 9802'}, 'organism_name': 'Microcoleus vaginatus PCC 9802', 'tax_id': 669365}",0.0,,2,6698532,0,,GCF_037094475.1-RS_2025_09_13,H=WP_006634709.1;D=;K=WP_006634711.1,Microcoleus vaginatus PCC 9802,Microcoleus,False
GCF_036630115.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,2.5e-51,2744952,,44.0,,nifD-local_aln_i2.1_12182023,1.0,1,5,0,1.5e-06,Complete Genome,,55.0,2799574,"{'infraspecific_names': {'strain': 'IITB5'}, 'organism_name': 'Synechococcus elongatus IITB5', 'tax_id': 3115655}",1.0,,5,2744952,0,4.1e-12,GCF_036630115.1-RS_2025_04_27,H=WP_208677858.1;D=WP_338431051.1;K=WP_338431051.1,Synechococcus elongatus IITB5,Synechococcus,False
GCF_036630105.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,2.5e-51,2745998,,44.0,,nifD-local_aln_i2.1_12182023,1.0,1,5,0,1.5e-06,Complete Genome,,55.0,2800620,"{'infraspecific_names': {'strain': 'IITB8'}, 'organism_name': 'Synechococcus elongatus IITB8', 'tax_id': 3115658}",1.0,,5,2745998,0,4.1e-12,GCF_036630105.1-RS_2025_04_28,H=WP_208677858.1;D=WP_338431051.1;K=WP_338431051.1,Synechococcus elongatus IITB8,Synechococcus,False
GCF_036630095.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,2.5e-51,2754161,,44.0,,nifD-local_aln_i2.1_12182023,1.0,1,3,0,0.0047,Complete Genome,,55.0,2803161,"{'infraspecific_names': {'strain': 'IITB7'}, 'organism_name': 'Synechococcus elongatus IITB7', 'tax_id': 3115657}",0.0,,3,2754161,0,5.7e-12,GCF_036630095.1-RS_2025_04_28,H=WP_208673436.1;D=WP_338462496.1;K=WP_338462496.1,Synechococcus elongatus IITB7,Synechococcus,False
GCF_036630085.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,2.5e-51,2775312,,44.0,,nifD-local_aln_i2.1_12182023,1.0,1,7,0,9.3e-07,Complete Genome,,54.5,2886472,"{'infraspecific_names': {'strain': 'IITB6'}, 'organism_name': 'Synechococcus elongatus IITB6', 'tax_id': 3115656}",1.0,,7,2775312,0,3.2e-12,GCF_036630085.1-RS_2025_04_28,H=WP_208677858.1;D=WP_208677779.1;K=WP_208677779.1,Synechococcus elongatus IITB6,Synechococcus,False
GCF_036630075.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,2.5e-51,2887410,,44.0,,nifD-local_aln_i2.1_12182023,1.0,1,2,0,0.0069,Complete Genome,,55.0,2899361,"{'infraspecific_names': {'strain': 'IITB4'}, 'organism_name': 'Synechococcus elongatus IITB4', 'tax_id': 3115654}",0.0,,2,2887410,0,2.8e-12,GCF_036630075.1-RS_2025_04_28,H=WP_208673436.1;D=WP_338442121.1;K=WP_338442121.1,Synechococcus elongatus IITB4,Synechococcus,False
GCF_036630065.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,2.5e-51,2745998,,44.0,,nifD-local_aln_i2.1_12182023,1.0,1,4,0,1.5e-06,Complete Genome,,55.0,2798849,"{'infraspecific_names': {'strain': 'IITB3'}, 'organism_name': 'Synechococcus elongatus IITB3', 'tax_id': 3121543}",1.0,,4,2745998,0,4.1e-12,GCF_036630065.1-RS_2025_04_27,H=WP_208677858.1;D=WP_338431051.1;K=WP_338431051.1,Synechococcus elongatus IITB3,Synechococcus,False
GCF_001746915.2,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,4.0000000000000003e-163,6134953,,83.0,,nifD-local_aln_i2.1_12182023,1.0,1,2,0,2.8999999999999997e-242,Complete Genome,,48.5,6145247,"{'infraspecific_names': {'strain': 'IPPAS B-1220'}, 'organism_name': 'Desertifilum tharense IPPAS B-1220', 'tax_id': 1781255}",1.0,,2,6134953,0,1.0999999999999998e-251,GCF_001746915.2-RS_2025_08_24,H=WP_190567106.1;D=WP_069969274.1;K=WP_069969275.1,Desertifilum tharense IPPAS B-1220,Desertifilum,True
GCF_003846445.2,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,2.5e-51,2716860,,251.7,,nifD-local_aln_i2.1_12182023,1.0,1,7,0,7.7e-07,Complete Genome,,55.0,2804843,"{'infraspecific_names': {'strain': 'PCC 11801'}, 'organism_name': 'Synechococcus elongatus PCC 11801', 'tax_id': 2219813}",1.0,,7,2716860,0,1.5e-12,GCF_003846445.2-RS_2025_08_19,H=WP_208673436.1;D=WP_208673277.1;K=WP_208673277.1,Synechococcus elongatus PCC 11801,Synechococcus,False
GCF_009498715.2,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,2.5e-51,2775312,,44.0,,nifD-local_aln_i2.1_12182023,1.0,1,5,0,9.3e-07,Complete Genome,,55.0,2804512,"{'infraspecific_names': {'strain': 'PCC 11802'}, 'organism_name': 'Synechococcus elongatus PCC 11802', 'tax_id': 2283154}",1.0,,5,2775312,0,3.2e-12,GCF_009498715.2-RS_2025_05_01,H=WP_208677858.1;D=WP_208677779.1;K=WP_208677779.1,Synechococcus elongatus PCC 11802,Synechococcus,False
GCF_036345015.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,1.3000000000000001e-157,4250085,,260.0,,nifD-local_aln_i2.1_12182023,1.0,1,5,0,1.9e-232,Complete Genome,,35.0,4320404,"{'infraspecific_names': {'strain': 'DS4'}, 'organism_name': 'Cyanobacterium sp. DS4', 'tax_id': 2878255}",1.0,,5,4250085,0,3.5000000000000003e-252,GCF_036345015.1-RS_2025_05_11,H=WP_330203346.1;D=WP_330203347.1;K=WP_330203348.1,Cyanobacterium sp. DS4,Cyanobacterium,True
GCF_035320825.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,5.4e-52,4280321,,200.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,8.1e-06,Complete Genome,,35.0,4280321,"{'infraspecific_names': {'strain': 'UTEX 3221'}, 'organism_name': 'Cyanobacterium aponinum UTEX 3221', 'tax_id': 3088144}",1.0,,1,4280321,0,2e-14,GCF_035320825.1-RS_2025_01_09,H=WP_324282194.1;D=WP_015219326.1;K=WP_015219326.1,Cyanobacterium aponinum UTEX 3221,Cyanobacterium,False
GCF_963920505.1,nifK-local_aln_i2.1_12182023,0.0,nifH-local_aln_i2.1_12182023,0,2.6e-52,3085273,,40.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,5.6e-05,Complete Genome,,66.0,3085273,"{'infraspecific_names': {'isolate': 'KAC_106'}, 'organism_name': 'Synechococcus sp. CBW1107', 'tax_id': 2789857}",0.0,,1,3085273,0,0.00029,GCF_963920505.1-RS_2025_02_19,H=WP_006171069.1;D=WP_322775159.1;K=WP_322775159.1,Synechococcus sp. CBW1107,Synechococcus,False
GCF_963920495.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,8.199999999999999e-53,3384084,,40.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,0.0011,Complete Genome,,65.5,3384084,"{'infraspecific_names': {'isolate': 'KAC_102'}, 'organism_name': 'Synechococcus sp. CBW1107', 'tax_id': 2789857}",0.0,,1,3384084,0,5.7e-07,GCF_963920495.1-RS_2025_02_19,H=WP_231598341.1;D=WP_416223889.1;K=WP_416223889.1,Synechococcus sp. CBW1107,Synechococcus,False
GCF_963920475.1,nifK-local_aln_i2.1_12182023,0.0,nifH-local_aln_i2.1_12182023,0,2.8e-52,3210252,,40.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,3.6e-05,Complete Genome,,66.0,3210252,"{'infraspecific_names': {'isolate': 'KAC_105'}, 'organism_name': 'Synechococcus sp. CBW1107', 'tax_id': 2789857}",0.0,,1,3210252,0,0.00019,GCF_963920475.1-RS_2025_02_19,H=WP_322781447.1;D=WP_322781446.1;K=WP_322781446.1,Synechococcus sp. CBW1107,Synechococcus,False
GCF_963920485.1,nifK-local_aln_i2.1_12182023,0.0,nifH-local_aln_i2.1_12182023,0,9.1e-51,2656680,,40.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,0.00096,Complete Genome,,62.5,2656680,"{'infraspecific_names': {'isolate': 'KAC_108', 'strain': 'Tous'}, 'organism_name': 'Cyanobium usitatum str. Tous', 'tax_id': 2116684}",0.0,,1,2656680,0,0.0067,GCF_963920485.1-RS_2025_12_10,H=WP_322765358.1;D=WP_322765357.1;K=WP_322765357.1,Cyanobium usitatum str. Tous,Cyanobium,False
GCF_963920465.1,nifK-local_aln_i2.1_12182023,0.0,nifH-local_aln_i2.1_12182023,0,8.3e-53,2816659,,40.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,0.00054,Complete Genome,,63.0,2816659,"{'infraspecific_names': {'isolate': 'KAC_114'}, 'organism_name': 'Synechococcus sp. CBW1107', 'tax_id': 2789857}",0.0,,1,2816659,0,0.0067,GCF_963920465.1-RS_2025_02_19,H=WP_322773245.1;D=WP_322773248.1;K=WP_322773248.1,Synechococcus sp. CBW1107,Synechococcus,False
GCF_034093315.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,2.9999999999999995e-54,1704447,,73.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,3.3e-08,Complete Genome,,31.0,1704447,"{'infraspecific_names': {'strain': 'MIT 1314'}, 'organism_name': 'Prochlorococcus sp. MIT 1314', 'tax_id': 3096220}",1.0,,1,1704447,0,2.1e-13,GCF_034093315.1-RS_2025_02_07,H=WP_320681577.1;D=WP_320681578.1;K=WP_320681578.1,Prochlorococcus sp. MIT 1314,Prochlorococcus,False
GCF_034092465.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,6.6e-55,1795922,,236.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,1.3e-07,Complete Genome,,35.5,1795922,"{'infraspecific_names': {'strain': 'MIT 1223'}, 'organism_name': 'Prochlorococcus sp. MIT 1223', 'tax_id': 3096217}",1.0,,1,1795922,0,6e-06,GCF_034092465.1-RS_2025_02_07,H=WP_320664165.1;D=WP_320664166.1;K=WP_320664166.1,Prochlorococcus sp. MIT 1223,Prochlorococcus,False
GCF_034092415.1,nifK-local_aln_i2.1_12182023,0.0,nifH-local_aln_i2.1_12182023,0,3.8999999999999996e-54,1937096,,335.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,1.3e-06,Complete Genome,,40.0,1937096,"{'infraspecific_names': {'strain': 'MIT 1341'}, 'organism_name': 'Prochlorococcus sp. MIT 1341', 'tax_id': 3096221}",1.0,,1,1937096,0,5.7e-05,GCF_034092415.1-RS_2025_02_06,H=WP_320674345.1;D=WP_320674346.1;K=WP_320674346.1,Prochlorococcus sp. MIT 1341,Prochlorococcus,False
GCF_034092395.1,nifK-local_aln_i2.1_12182023,0.0,nifH-local_aln_i2.1_12182023,0,7e-54,2032419,,317.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,1.1e-05,Complete Genome,,40.0,2032419,"{'infraspecific_names': {'strain': 'MIT 1307'}, 'organism_name': 'Prochlorococcus sp. MIT 1307', 'tax_id': 3096219}",0.0,,1,2032419,0,0.00014,GCF_034092395.1-RS_2025_02_06,H=WP_320667332.1;D=WP_320667333.1;K=WP_320667333.1,Prochlorococcus sp. MIT 1307,Prochlorococcus,False
GCF_034092375.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,8.900000000000001e-56,1855146,,186.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,1.6e-07,Complete Genome,,41.5,1855146,"{'infraspecific_names': {'strain': 'MIT 1300'}, 'organism_name': 'Prochlorococcus sp. MIT 1300', 'tax_id': 3096218}",1.0,,1,1855146,0,5.3e-08,GCF_034092375.1-RS_2025_02_06,H=WP_320676484.1;D=WP_320676485.1;K=WP_320676485.1,Prochlorococcus sp. MIT 1300,Prochlorococcus,False
GCF_963665995.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,1.4e-52,5429540,,202.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,0.00028,Complete Genome,,39.0,5429540,"{'infraspecific_names': {'isolate': '44838'}, 'organism_name': 'Pleurocapsa sp. FMAR1', 'tax_id': 3040204}",0.0,,1,5429540,0,1e-10,GCF_963665995.1-RS_2025_01_30,H=WP_413467277.1;D=WP_319421040.1;K=WP_319421040.1,Pleurocapsa sp. FMAR1,Pleurocapsa,False
GCF_033798705.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,1.4e-51,4267295,,644.7,,nifD-local_aln_i2.1_12182023,1.0,1,7,0,8.1e-06,Complete Genome,,35.0,4306969,"{'infraspecific_names': {'strain': 'AL20115'}, 'organism_name': 'Cyanobacterium aponinum AL20115', 'tax_id': 3090662}",1.0,,7,4267295,0,2e-14,GCF_033798705.1-RS_2025_12_04,H=WP_015219581.1;D=WP_015219326.1;K=WP_015219326.1,Cyanobacterium aponinum AL20115,Cyanobacterium,False
GCF_032163395.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,3.8e-52,5299722,,492.0,,nifD-local_aln_i2.1_12182023,1.0,1,3,0,3.7e-08,Complete Genome,,42.5,5618434,"{'infraspecific_names': {'strain': 'AAB1'}, 'organism_name': 'Gloeocapsopsis dulcis', 'tax_id': 2859516}",1.0,,3,5299722,0,6.5e-14,GCF_032163395.1-RS_2025_04_07,H=WP_235611965.1;D=WP_105219596.1;K=WP_105219596.1,Gloeocapsopsis dulcis,Gloeocapsopsis,False
GCF_032705245.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,6.7e-52,5289693,,783.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,1.6e-07,Complete Genome,,56.5,5289693,"{'infraspecific_names': {'strain': 'NK1-22'}, 'organism_name': 'Thermoleptolyngbya oregonensis NK1-22', 'tax_id': 2547457}",1.0,,1,5289693,0,2.9e-12,GCF_032705245.1-RS_2025_03_19,H=WP_297082649.1;D=WP_316790607.1;K=WP_316790607.1,Thermoleptolyngbya oregonensis NK1-22,Thermoleptolyngbya,False
GCF_032620035.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,5.400000000000001e-162,6635697,,6635700.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,6.8e-246,Complete Genome,,47.0,6635697,"{'infraspecific_names': {'strain': 'CZ1'}, 'organism_name': 'Leptolyngbya boryana CZ1', 'tax_id': 3060204}",1.0,,1,6635697,0,1.9e-253,GCF_032620035.1-RS_2025_11_21,H=WP_017289029.1;D=WP_316427823.1;K=WP_316427824.1,Leptolyngbya boryana CZ1,Leptolyngbya,True
GCF_032598965.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,6.8e-163,6598264,,701.0,,nifD-local_aln_i2.1_12182023,1.0,1,4,0,5.000000000000002e-246,Complete Genome,,50.5,8295955,"{'infraspecific_names': {'strain': 'NK1-12'}, 'organism_name': 'Leptolyngbya sp. NK1-12', 'tax_id': 2547451}",1.0,,4,6598264,0,4e-257,GCF_032598965.1-RS_2025_03_25,H=WP_316436497.1;D=WP_316436498.1;K=WP_316436499.1,Leptolyngbya sp. NK1-12,Leptolyngbya,True
GCF_032393985.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,1.2e-163,7020691,,120.34,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,2.2e-254,Complete Genome,,40.5,7020691,"{'infraspecific_names': {'strain': 'JS2'}, 'organism_name': 'Fischerella sp. JS2', 'tax_id': 2597771}",1.0,,1,7020691,0,1.2e-256,GCF_032393985.1-RS_2025_05_05,H=WP_180976454.1;D=WP_102149992.1;K=WP_315785356.1,Fischerella sp. JS2,Fischerella,True
GCF_026000695.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,6e-52,6818856,,36.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,2.4e-07,Complete Genome,,44.5,6818856,"{'infraspecific_names': {'strain': 'NIES-39'}, 'organism_name': 'Limnospira platensis NIES-39', 'tax_id': 696747}",1.0,,1,6818856,0,6e-09,GCF_026000695.1-RS_2025_07_06,H=WP_006616040.1;D=WP_014276428.1;K=WP_014276428.1,Limnospira platensis NIES-39,Limnospira,False
GCF_031754835.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,8.3e-54,4981678,,99.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,0.0011,Complete Genome,,43.0,4981678,"{'infraspecific_names': {'strain': 'NRERC-214'}, 'organism_name': 'Microcystis aeruginosa NRERC-214', 'tax_id': 2528657}",0.0,,1,4981678,0,8.4e-10,GCF_031754835.1-RS_2024_11_06,H=WP_002773281.1;D=WP_104397739.1;K=WP_104397739.1,Microcystis aeruginosa NRERC-214,Microcystis,False
GCF_031586415.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,4.9e-52,2657882,,2114.2,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,6.2e-05,Complete Genome,,53.5,2657882,"{'infraspecific_names': {'strain': 'QKsg1'}, 'organism_name': 'Thermosynechococcus sp. QKsg1', 'tax_id': 3074130}",0.0,,1,2657882,0,1.4e-10,GCF_031586415.1-RS_2024_11_06,H=WP_149819367.1;D=WP_149821788.1;K=WP_149821788.1,Thermosynechococcus sp. QKsg1,Thermosynechococcus,False
GCF_031583555.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,4.9e-52,2676543,,280.5,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,6.2e-05,Complete Genome,,53.5,2676543,"{'infraspecific_names': {'strain': 'HY593'}, 'organism_name': 'Thermosynechococcus sp. HY593', 'tax_id': 3074103}",0.0,,1,2676543,0,1.4e-10,GCF_031583555.1-RS_2024_11_06,H=WP_149819367.1;D=WP_149821788.1;K=WP_149821788.1,Thermosynechococcus sp. HY593,Thermosynechococcus,False
GCF_031583535.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,4.9e-52,2676782,,397.5,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,6.2e-05,Complete Genome,,53.5,2676782,"{'infraspecific_names': {'strain': 'HY591'}, 'organism_name': 'Thermosynechococcus sp. HY591', 'tax_id': 3074102}",0.0,,1,2676782,0,1.4e-10,GCF_031583535.1-RS_2024_11_06,H=WP_149819367.1;D=WP_149821788.1;K=WP_149821788.1,Thermosynechococcus sp. HY591,Thermosynechococcus,False
GCF_031583515.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,4.9e-52,2660027,,1070.5,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,4.8e-05,Complete Genome,,53.5,2660027,"{'infraspecific_names': {'strain': 'QS41'}, 'organism_name': 'Thermosynechococcus sp. QS41', 'tax_id': 3074101}",0.0,,1,2660027,0,6.2e-10,GCF_031583515.1-RS_2024_11_06,H=WP_149819367.1;D=WP_310801688.1;K=WP_310801688.1,Thermosynechococcus sp. QS41,Thermosynechococcus,False
GCF_031583495.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,4.9e-52,2670884,,553.5,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,5e-05,Complete Genome,,53.5,2670884,"{'infraspecific_names': {'strain': 'TG218'}, 'organism_name': 'Thermosynechococcus sp. TG218', 'tax_id': 3074096}",0.0,,1,2670884,0,9.5e-11,GCF_031583495.1-RS_2024_11_06,H=WP_149819367.1;D=WP_310744967.1;K=WP_310744967.1,Thermosynechococcus sp. TG218,Thermosynechococcus,False
GCF_031583475.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,4.9e-52,2677418,,793.8,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,2.3e-08,Complete Genome,,53.5,2677418,"{'infraspecific_names': {'strain': 'JY1331'}, 'organism_name': 'Thermosynechococcus sp. JY1331', 'tax_id': 3074098}",1.0,,1,2677418,0,3.7e-09,GCF_031583475.1-RS_2024_11_06,H=WP_149819367.1;D=WP_302677784.1;K=WP_302677784.1,Thermosynechococcus sp. JY1331,Thermosynechococcus,False
GCF_031583455.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,4.9e-52,2668121,,494.1,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,5e-05,Complete Genome,,53.5,2668121,"{'infraspecific_names': {'strain': 'TG215'}, 'organism_name': 'Thermosynechococcus sp. TG215', 'tax_id': 3074095}",0.0,,1,2668121,0,9.5e-11,GCF_031583455.1-RS_2024_11_06,H=WP_149819367.1;D=WP_310744967.1;K=WP_310744967.1,Thermosynechococcus sp. TG215,Thermosynechococcus,False
GCF_031583435.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,4.9e-52,2662047,,463.2,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,5e-05,Complete Genome,,53.5,2662047,"{'infraspecific_names': {'strain': 'GLH87'}, 'organism_name': 'Thermosynechococcus sp. GLH87', 'tax_id': 3074094}",0.0,,1,2662047,0,9.5e-11,GCF_031583435.1-RS_2024_11_06,H=WP_149819367.1;D=WP_310743540.1;K=WP_310743540.1,Thermosynechococcus sp. GLH87,Thermosynechococcus,False
GCF_031583415.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,4.9e-52,2661840,,335.6,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,5e-05,Complete Genome,,53.5,2661840,"{'infraspecific_names': {'strain': 'GLH333'}, 'organism_name': 'Thermosynechococcus sp. GLH333', 'tax_id': 3074093}",0.0,,1,2661840,0,9.5e-11,GCF_031583415.1-RS_2024_11_06,H=WP_149819367.1;D=WP_310743540.1;K=WP_310743540.1,Thermosynechococcus sp. GLH333,Thermosynechococcus,False
GCF_031583395.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,4.9e-52,2661770,,641.5,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,5e-05,Complete Genome,,53.5,2661770,"{'infraspecific_names': {'strain': 'GLH187'}, 'organism_name': 'Thermosynechococcus sp. GLH187', 'tax_id': 3074092}",0.0,,1,2661770,0,9.5e-11,GCF_031583395.1-RS_2024_11_06,H=WP_149819367.1;D=WP_310743540.1;K=WP_310743540.1,Thermosynechococcus sp. GLH187,Thermosynechococcus,False
GCF_031583375.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,4.9e-52,2645741,,658.3,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,5e-05,Complete Genome,,53.5,2645741,"{'infraspecific_names': {'strain': 'WL15'}, 'organism_name': 'Thermosynechococcus sp. WL15', 'tax_id': 3074090}",0.0,,1,2645741,0,9.5e-11,GCF_031583375.1-RS_2024_11_06,H=WP_149819367.1;D=WP_310743540.1;K=WP_310743540.1,Thermosynechococcus sp. WL15,Thermosynechococcus,False
